r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,shell_directions,time_memory_enabled,memory_factor_mean,mode_1,memory_factor_mode_1,memory_factor_mode_2,memory_factor_mode_3,memory_factor_mode_4,memory_factor_mode_5,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1485.3213669203544,364.9382423049603,1120.3831246153943,2351.725641184148,284.6977155993228,2636.423356783471,2795888930264.562,7222650595209.13,7758550239045.895,17901925601172.656,0.40345663120932723,0.43339193849278845,0.10798634250709417,0.9971126853228944,0.3603622898765151,686940088935.8893,48,1,0.7128329358591368,2351.725641184148,0.7913690917764664,0.7382181720730853,0.7030405929437075,0.6764711645208633,0.6550656579815612,336.3371360556926,49.22667873814418,-25.93104066787668,-74.9350585266373
137.2142635848495,965.6920401912813,444.4121412698142,521.2798989214672,2184.5677512461766,507.05226278615737,2691.620014032334,4227443627871.6606,13790675626584.527,16010363444337.133,36000501081297.69,0.38306899105214964,0.44472612778866405,0.1883818147222568,0.9985973303077481,0.26404420128057166,1945472465929.9707,48,1,0.7622437942884291,2184.5677512461766,0.8300658613416214,0.7849690114269484,0.7542842489292244,0.7306309630349246,0.711268886709427,271.10866455042975,90.93260591814814,67.96710669178772,77.04388562579176
184.4519608845518,770.6811478452588,471.01792500971357,299.6632228355453,2073.6236796973885,535.2214809266948,2608.8451606240833,6096519168845.994,22500042918704.73,26733944354039.82,56982892139339.58,0.3948561063500541,0.4691573795283614,0.20515647651494198,0.9989755449674286,0.228044133260296,3726015378370.6577,48,1,0.792996434609504,2073.6236796973885,0.8531795667709737,0.8135608692282696,0.7861982830475218,0.7648481633567945,0.7471952906439601,249.38540410740717,105.63940740375382,86.4906020751464,93.70606734038739
231.68965818425403,668.1480238861282,469.6573245659976,198.49069932013057,2016.6054409909486,446.2903903810078,2462.8958313719563,8339243229705.66,33508760566536.79,39078969537328.87,79600131301643.6,0.4209636343381873,0.4909410185422893,0.18120554864571828,0.9992406189796097,0.2133946551927343,5861854744984.128,48,1,0.814432474414815,2016.6054409909486,0.8689173868240451,0.8332673300740111,0.808430968357222,0.7889015256730086,0.7726451611457884,231.26094794100104,94.02889674921363,64.81760575080773,56.18293993998539
278.9273554839564,601.3599517246071,455.0909937562362,146.26895796837093,1989.2046197640339,392.0849843035167,2381.2896040675505,10878208436658.02,46861619727847.22,53954180800305.67,103071563828058.17,0.45465129263024273,0.52346329866801,0.16465237308128539,0.9994253796645454,0.20161937917137998,8232298598416.289,48,1,0.8304383222853389,1989.2046197640339,0.8805011121050594,0.847870813274928,0.8250171933201965,0.8069543140221902,0.79184817870432,217.68007332695163,83.17344537825566,51.3923536470954,39.83911195121403
326.16505278365867,549.3341327195474,434.99518207716665,114.33895064238068,1967.012673357745,335.81081799151445,2302.8234913492593,13587892191261.533,62242353205930.44,70548702510930.9,126898871555280.16,0.4904878384108892,0.555944285763,0.14582568714146554,0.9995618772088573,0.19260300625877858,10759694848236.03,48,1,0.8429596688217188,1967.012673357745,0.8894800741699754,0.8592355192605022,0.8379813526042816,0.8211235211460741,0.8069778769277606,203.352690318943,70.36525724287674,37.51555376268876,24.577316667005952
373.4027500833609,505.29457932668925,413.1836864637965,92.11089286289274,1943.583362378042,290.7397969893466,2234.3231593673886,16380996543863.465,79389454667933.42,88814862745717.03,150759697878270.78,0.526596005333173,0.5891154200735371,0.13012432681030112,0.9996575800244816,0.1844398115072628,13394880564448.432,48,1,0.8530916242320601,1943.583362378042,0.8967013788231253,0.868397648572493,0.8484635979527869,0.8326138916455952,0.8192816041662994,189.0561826797499,58.902442956678186,27.340066084569482,15.441105268349046
420.64044738306325,466.62047519610996,391.49897344078636,75.12150175532359,1913.7293664453084,254.5171810910151,2168.2465475363233,19196696910858.562,97927238260592.78,108398037215475.52,174444344902985.62,0.5613666543048639,0.621390376831988,0.11738387471674336,0.9997236925055768,0.17709450654257727,16106209507622.771,48,1,0.8615031325900855,1913.7293664453084,0.9026715230265665,0.8759838300053086,0.857160297059808,0.8421672962085908,0.8295327166501538,175.19062872538038,49.28031461907575,20.11395308702163,9.932284659537315
467.87814468276554,432.59158871088806,370.79115578289475,61.80043292799332,1879.0310625231855,225.78082464118776,2104.8118871643733,22018323288945.688,117658447795058.81,129150384575912.12,197816833708586.34,0.5947848097113273,0.652878636032411,0.10726888517593954,0.999770060947832,0.17048592895210266,18872765337483.113,48,1,0.8686284542540326,1879.0310625231855,0.9077140676962836,0.8823975662205722,0.8645232742706317,0.8502682436377458,0.8382391194449298,162.36392505338225,41.57385396229703,15.158855517298594,6.684190108209894
515.1158419824677,403.0598347666041,351.4110591976492,51.64877556895494,1845.5004551155941,203.37543310409487,2048.875888219689,24866805104187.83,138725086626144.64,151272348401577.56,220790271889057.03,0.6283115892707963,0.6851404598006432,0.09926195836137836,0.9998051797741163,0.16438433968232427,21680330230830.996,48,1,0.8747631257385295,1845.5004551155941,0.9120465323492621,0.8879116609648513,0.8708597992561091,0.8572479748950735,0.845749661227352,151.01330612909166,35.578552649248955,11.887808578525824,4.895765747228421
