row_type,map,label,peak_ra_deg,peak_dec_deg,centroid_ra_deg,centroid_dec_deg,peak_val,a_label,b_label,sep_arcsec,sep_kpc
peak,A,A1,104.65872998941538,-55.95715398710817,104.65402727727066,-55.955355222144576,32.919517517089844,,,,
peak,A,A2,104.6777462718281,-55.97654383295074,104.6691749996991,-55.97510397747678,41.92144012451172,,,,
peak,B,B1,104.58403282818861,-55.94202908994219,104.58901548823202,-55.94182681153567,0.0014969068579375744,,,,
peak,B,B2,104.62503135956308,-55.940952526672724,104.62495357924188,-55.94214969868953,0.0011907467851415277,,,,
pair_peak,,,,,,,,A1,B2,89.53233344907684,395.10828710523765
pair_peak,,,,,,,,A2,B1,226.0622903993838,997.6181888478224
