r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,shell_directions,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1391.1418416607132,364.9382423049603,1026.203599355753,2700.421653171232,334.10042582117535,3034.5220789924074,2618610465148.991,7701738719610.455,8330631363959.111,17901925601172.656,0.43021845198071634,0.46534834014802395,0.11009985003375264,0.9971666095130399,0.31433517469971245,686940088935.8893,48,2700.421653171232,418.3084896220677,65.28008312986292,-38.04750395283642,-111.44064297791886
137.2142635848495,925.4607954813242,444.4121412698142,481.04865421151015,2458.5581601719778,641.1452371457523,3099.70339731773,4051326074850.549,14813987042742.76,17620684451965.69,36000501081297.69,0.41149391252330786,0.4894566442887558,0.20684083441678816,0.9985893700711471,0.2299187688136938,1945472465929.9707,48,2458.5581601719778,327.3459978939057,117.70272665105888,90.90013107643516,105.19638152435256
184.4519608845518,750.8840126193433,471.01792500971357,279.8660876096297,2328.016199479987,660.2235547439772,2988.239754223964,5939912750315.482,24355823695062.555,29578561488083.64,56982892139339.58,0.42742343852090825,0.5190779263319163,0.22094062359311428,0.9989310993911239,0.20081817544468833,3726015378370.6577,48,2328.016199479987,296.2839122897318,131.70181842676033,110.48442559723077,121.75339843025425
231.68965818425403,663.4217318044944,469.6573245659976,193.76440723849677,2259.6548206939187,538.9056368979756,2798.560457591894,8280253757561.245,36483302320577.05,43209454345712.086,79600131301643.6,0.4583321876985866,0.5428314456162197,0.19256530100539374,0.9992391008964775,0.1916306022129377,5861854744984.128,48,2259.6548206939187,272.9103727106561,114.75981454736683,80.47600641434128,70.75944322561139
278.9273554839564,593.9767446471366,455.0909937562362,138.88575089090037,2199.4246013476773,462.28577330974997,2661.710374657427,10744651046796.26,50530804390659.65,58893251848198.45,103071563828058.17,0.49024971111289317,0.5713821510115336,0.17367996823067122,0.9994228152686094,0.18244282170886678,8232298598416.289,48,2199.4246013476773,251.47904575114035,99.38519104582936,62.41638511111549,49.0051514016648
326.16505278365867,542.5090486575858,434.99518207716665,107.51386658041919,2158.646412151934,389.37922493683715,2548.025637088771,13419072340270.084,66813633100885.76,76445007914181.52,126898871555280.16,0.5265108529493909,0.6024088865193751,0.15281605462248005,0.9995617342518938,0.1755388966057086,10759694848236.03,48,2158.646412151934,231.97038741169612,82.8617735746869,44.84327931095552,29.703784639498608
373.4027500833609,499.7970425768547,413.1836864637965,86.61335611305823,2124.792509812251,333.36104945471277,2458.153559266964,16202773514796.342,85085797761842.78,95892931703894.78,150759697878270.78,0.5643802618292878,0.6360647643465195,0.13561441196298699,0.9996562937187199,0.16896733916560663,13394880564448.432,48,2124.792509812251,213.8499778211877,68.64213342601671,32.35880212919023,18.51013607831809
420.64044738306325,462.7216493214717,391.49897344078636,71.22267588068539,2089.982020668275,289.37340079770195,2379.3554214659766,19036299794567.88,105017849110531.3,116922627757124.61,174444344902985.62,0.6020134912882115,0.6702574842546442,0.12161840059162418,0.9997233356695816,0.16281108421639895,16106209507622.771,48,2089.982020668275,197.02058029310396,56.93023252128098,23.60232441116827,11.820263572148766
467.87814468276554,430.5405750024663,370.79115578289475,59.74941921957157,2053.721007688056,255.08607122772617,2308.8070789157823,21913929481759.87,126445534516725.69,139429068476635.39,197816833708586.34,0.6392051280276723,0.7048392488277068,0.11048392633459647,0.9997696164129437,0.15716901591028032,18872765337483.113,48,2053.721007688056,181.93849208240246,47.660468010169204,17.621791036008133,7.865320099146359
515.1158419824677,402.87545267002844,351.4110591976492,51.46439347237924,2020.5125465473575,228.8220765463124,2249.33462309367,24855429637657.15,149511094558111.2,163628288806224.75,220790271889057.03,0.6771634152125946,0.7411028004369907,0.10172878423557856,0.9998049226823809,0.15190178800373544,21680330230830.996,48,2020.5125465473575,168.88116273943186,40.53125672248477,13.706993569881705,5.702663514514054
562.3535392821701,378.05632826992036,333.45930934228835,44.59701892763197,1986.395064366957,206.79999971511265,2193.1950640820696,27798158879507.164,173856091170796.6,189061918499941.0,243310896975740.53,0.7145429708729035,0.7770384345703659,0.09429165836722592,0.9998339342979308,0.14703203638291568,24518978172822.668,48,1986.395064366957,156.99995008780218,34.712737343916025,10.833786719512496,4.253525563881941
609.5912365818724,356.063579523981,316.9135954464296,39.14998407755137,1952.4778203651197,186.74270789994773,2139.2205282650675,30764200888264.54,199459971390532.25,215594702687490.3,265347528583996.38,0.7516933451573217,0.8124993808609878,0.08729474377819206,0.9998567234095571,0.1426946047596447,27381608440746.24,48,1952.4778203651197,145.94288840534048,29.52941042609903,8.31679331837175,2.9536157501364735
656.8289338815746,336.5252703491635,301.69435816891183,34.83091218025169,1919.0546980520294,168.40782352147312,2087.4625215735027,33756925718480.38,226257735017671.75,243150761752712.78,286884474610753.44,0.7886719395486967,0.8475563624787336,0.08067585491045341,0.9998709233994556,0.1388312562755266,30263029067106.387,48,1919.0546980520294,135.7162713243166,24.873828655289177,6.0577919845107076,1.7599315573566325
704.0666311812769,318.868333932808,287.6988185532395,31.169515379568498,1886.0483521741344,153.4907567645376,2039.539108938672,36751880950959.9,254132589947495.5,271823509425475.7,307916690105893.06,0.8253290520241007,0.8827826427076594,0.07525756975771382,0.9998765375349216,0.1352049387804551,33159368943259.55,48,1886.0483521741344,126.8833089688206,21.22973525095748,4.427668993584749,0.9500435511747743
751.3043284809793,302.95754790436536,274.818462560377,28.139085343988384,1854.8946145135312,143.95818528378732,1998.8527997973185,39760717604925.98,283200570695669.3,302093913316045.75,328446432666030.5,0.8622427967839495,0.9197661574946061,0.07202040355267007,0.9998795588939077,0.1316170761882546,36067691193263.8,48,1854.8946145135312,120.18301896412594,19.14758754027439,3.8280154100384123,0.7995633693485841
798.5420257806816,288.5082166656762,262.9477710804051,25.560445585271058,1824.7556614016341,139.26839987073814,1964.0240612723724,42775431160359.1,313321313980781.8,333969827636070.2,348480928281042.1,0.8991060587628346,0.9583589818916315,0.07090972183941299,0.9998899706675604,0.12808172361897271,38985732921615.87,48,1824.7556614016341,115.34837752918025,18.460127543430595,4.173839390974454,1.2860554071528383
845.7797230803839,275.17088636859137,251.98828769246407,23.18259867612727,1792.8839077213067,134.1057964704285,1926.9897041917352,45767551191261.17,343967361169375.6,366272387642211.6,368030729248240.25,0.9346158726255881,0.9952222967641308,0.06959341618624704,0.9999115281887456,0.12495495902893068,41911726232239.55,48,1792.8839077213067,110.60726948509235,17.68760521400069,4.29198171763758,1.5189400536978754
893.017420380086,262.90089547435963,241.85020954449644,21.050685929863185,1758.4549001206444,125.60438793457256,1884.059288055217,48747526298586.14,374803192004255.0,398092968910532.4,387108552069224.06,0.9682121203492075,1.0283755468139182,0.06666689776213211,0.9999356917797704,0.12245261812082314,44844272701378.97,48,1758.4549001206444,104.7968994848395,15.98731611271934,3.6441485463761745,1.1760237906375497
940.2551176797883,251.63656054166916,232.45268308858624,19.18387745308293,1722.0450149741075,115.80480788911807,1837.8498228632257,51725632195839.41,405703873185504.6,429508350907216.44,405728451907070.1,0.9999394207592542,1.0586103806335794,0.06301102867518482,0.9999547743178352,0.12042986378863986,47782253749193.1,48,1722.0450149741075,98.31832462036907,13.913680834320752,2.8059511601462273,0.7668512742820212
987.4928149794907,241.2567319994073,223.72344845985893,17.533283539548368,1684.417820263601,106.43861955682699,1790.856439820428,54700082899621.28,436607744677302.56,460740548206673.06,423905235291585.56,1.029965445878439,1.0868951592205511,0.05943447905154238,0.999967597173454,0.11872209449011772,50724765588607.48,48,1684.417820263601,91.85150595364941,11.990195978216763,2.1163482082962344,0.48056941666458797
1034.730512279193,231.64416250205235,215.59818348329665,16.045979018755705,1646.1615707014791,98.08981063472079,1744.2513813362,57665561746681.42,467461477495083.56,491879982027122.7,441654042856286.7,1.0584335976455548,1.1137223579931756,0.056236051571636525,0.9999759644524595,0.1172350245054325,53671071301087.68,48,1646.1615707014791,85.75301779594592,10.391575574999832,1.631270453176542,0.31394681059849877
