r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,shell_directions,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1397.138865268609,364.9382423049603,1032.2006229636486,2781.9155770204156,338.57398961401674,3120.4895666344323,2629898939342.704,7866426966168.698,8503740406020.464,17901925601172.656,0.43941792304473726,0.47501819611312823,0.10850027932610003,0.996539780870947,0.3092637843790237,686940088935.8893,48,2781.9155770204156,431.44209014589,64.225629385283,-40.694411477549835,-116.39931843960642
137.2142635848495,1049.5193216221546,444.4121412698142,605.1071803523405,2622.227749031903,700.2023838774248,3322.4301329093278,4594408552483.192,16073554622981.424,19138782441734.953,36000501081297.69,0.44648141387486573,0.5316254459490726,0.21075007023978676,0.9983716142967144,0.2400575149683714,1945472465929.9707,48,2622.227749031903,369.9652271453535,126.73758708017965,94.57042123418546,108.92914841770619
184.4519608845518,815.59839269738,471.01792500971357,344.5804676876664,2433.069099060673,698.077670477943,3131.146769538616,6451839712261.815,25698777882505.652,31220962914942.24,56982892139339.58,0.45099111185274243,0.5479006372403492,0.22294632665232963,0.998937471522888,0.2066508880536157,3726015378370.6577,48,2433.069099060673,321.44883215145154,136.82350224054207,113.86285728449663,125.94247880145275
231.68965818425403,697.7393719208804,469.6573245659976,228.08204735488292,2315.97870202727,564.1146064660599,2880.09330849333,8708576730568.828,37614611053159.29,44655399538005.44,79600131301643.6,0.4725445855185746,0.5609965562592406,0.1958667813999285,0.9991886397776493,0.19501732871423777,5861854744984.128,48,2315.97870202727,288.000132140012,118.12807480601292,83.53111327307933,74.45528624695561
278.9273554839564,623.1718814465411,455.0909937562362,168.0808876903049,2233.3760813784543,484.65973939595165,2718.0358207744057,11272771987557.055,51673085412165.17,60440263291047.16,103071563828058.17,0.5013321181229493,0.5863912513433127,0.17831249157631243,0.9994219089894948,0.18651096758585528,8232298598416.289,48,2233.3760813784543,265.1162728148592,102.61311806075207,65.04362599694541,51.88672252339496
326.16505278365867,558.2681944448929,434.99518207716665,123.2730123677262,2146.9424441695087,402.6928992463921,2549.635343415901,13808878036348.365,66913938753761.08,76874630025679.6,126898871555280.16,0.5273012906549904,0.6057944336580738,0.15794137004191353,0.999561843421727,0.1796285462672871,10759694848236.03,48,2146.9424441695087,240.26891456223566,84.94438751861321,46.39105849800345,31.08853866753972
373.4027500833609,509.63805772398456,413.1836864637965,96.45437126018807,2084.525966152031,341.84465817866277,2426.3706243306938,16521806494188.38,84099441490057.17,95181603051387.6,150759697878270.78,0.5578376892076443,0.6313464698519157,0.1408872390519315,0.9996573424227077,0.1735819314292114,13394880564448.432,48,2084.525966152031,219.5323885880741,70.020677974755,33.19740975028902,19.09418186554465
420.64044738306325,469.26756001246173,391.49897344078636,77.76858657167536,2029.675206914683,295.2155069812428,2324.8907138959257,19305597586285.383,102806133558801.44,114951255584410.31,174444344902985.62,0.5893348598716421,0.6589566182173379,0.12698038028916064,0.9997234736140944,0.16794594794233467,16106209507622.771,48,2029.675206914683,201.11610008284345,57.90110941744984,24.09770524838395,12.100592232565583
467.87814468276554,434.456099842661,370.79115578289475,63.66494405976629,1977.698003713632,259.1643154582711,2236.862319171903,22113224368732.17,122775361936949.84,135966472979407.53,197816833708586.34,0.6206517394662996,0.6873352000957936,0.11586064695936,0.9997699105500736,0.16263733171986652,18872765337483.113,48,1977.698003713632,184.80436729366144,48.37031718251177,17.95203408032315,8.03759690177476
515.1158419824677,404.62365954783445,351.4110591976492,53.212600350185255,1931.3278744525262,231.50325757670015,2162.8311320292264,24963285385023.73,144116695632676.5,158399305534697.34,220790271889057.03,0.6527311842121941,0.7174197675443329,0.107037139492022,0.9998051197115805,0.15759718958840718,21680330230830.996,48,1931.3278744525262,170.73624921078135,41.045420112433376,13.922533993067626,5.799054260417794
