object_type,log_Mbar,M_bar_Msun,closure,log_closure
cluster,13.97906175381698,95293165500000.0,0.260138134416125,-0.584795978628695
cluster,13.844093037396519,69838199999999.99,0.2771616091980803,-0.5572669258210295
cluster,13.523936520076164,33414619500000.0,0.2980439173639141,-0.5257197370529014
cluster,13.421727929850592,26407539000000.0,0.3002750701588661,-0.5224807228854983
cluster,13.721034083558312,52605855000000.0,0.2880528044078467,-0.540527892237753
cluster,13.634388487666863,43091190000000.0,0.2934655355501977,-0.5324428947544841
cluster,13.885539371459164,76831510500000.0,0.2725424657925916,-0.5645658191762929
cluster,13.902298796496645,79854390000000.0,0.2705268834442149,-0.5677895706633512
cluster,13.671479874809453,46933168500000.0,0.2913584988671666,-0.5355723091088257
cluster,13.540379422041866,34703991000000.0,0.2975132844366103,-0.5264936375700277
cluster,13.631334527168733,42789235500000.0,0.2936255979167921,-0.5322060858492494
cluster,13.549741266479094,35460207000000.01,0.2971885399960565,-0.5269679415885632
cluster,13.563262031827355,36581544000000.0,0.2966899922051677,-0.5276971028350792
cluster,13.877517181544588,75425323500000.0,0.2734766842967255,-0.563079694240645
cluster,13.895926631719538,78691284000000.0,0.2713035011796562,-0.5665446016191873
cluster,13.761055582748591,57684028500000.01,0.2849480438433913,-0.5452343200936844
cluster,13.97723071003372,94892242500000.0,0.260408985391022,-0.5843440345492625
cluster,13.665718409877224,46314652500000.0,0.2917058770124757,-0.5350548210380996
cluster,13.741113133317684,55095120000000.0,0.2865453150710086,-0.5428066877312425
cluster,13.759718083990515,57506652000000.0,0.285058345377352,-0.5450662400544133
cluster,13.6122959494941,40953964500000.0,0.2945786749219688,-0.5307986957110741
cluster,14.073398080286976,118412644500000.0,0.2445374700206608,-0.6116545853076264
cluster,13.540150275706894,34685685000000.004,0.2975210256143106,-0.526482337546812
cluster,13.882508258721622,76297140000000.0,0.2728977575876762,-0.5640000329314209
cluster,14.05250274487789,112850307000000.0,0.2482809989089749,-0.6050565159860807
cluster,13.640722860444104,43724299500000.0,0.2931271267721483,-0.5329439889231612
cluster,13.578226376761402,37863989999999.99,0.2960967625586187,-0.5285663410423583
cluster,13.813864118301977,65142454500000.0,0.2802154254093381,-0.5525079611781387
cluster,14.014024155649029,103281885000000.0,0.2547392332340365,-0.5939041627518045
cluster,13.578651831826129,37901101500000.0,0.2960792505626586,-0.5285920272000083
cluster,13.74441771336508,55515942000000.0,0.2862876048985412,-0.5431974547751122
cluster,13.977260242553262,94898695500000.0,0.2604046261346391,-0.5843513047163643
cluster,14.04780088828964,111635131500000.0,0.2491000801252947,-0.6036261327687213
cluster,13.936143076864477,86326290000000.0,0.2661860200650273,-0.5748147571560344
cluster,13.610005657787086,40738558500000.0,0.2946881895143817,-0.5306372694148038
cluster,13.772766630582327,59260680000000.0,0.2839624579462163,-0.5467390732787666
cluster,13.855219679985632,71650575000000.0,0.2759715656839629,-0.559135662509794
cluster,13.753015106155479,56625898500000.01,0.2856042132885111,-0.5442353900525364
cluster,13.794067099899406,62239644000000.01,0.2820772879992034,-0.549631880500804
cluster,13.657246298011058,45419913000000.0,0.2922031226513568,-0.5343151472552237
cluster,13.454759249842983,28494382500000.004,0.2997467165920546,-0.5232455654393304
cluster,13.91813785856396,82820502000000.0,0.2685410917994479,-0.5709892497174947
cluster,13.685415030773274,48463528500000.0,0.2904870057055532,-0.5368732900433372
cluster,13.878497753534075,75595815000000.0,0.2733635428823365,-0.563259405572046
cluster,13.995490352978102,98966988000000.0,0.2576554487376384,-0.5889606689154296
cluster,13.533142790558713,34130511000000.0,0.2977530087724078,-0.5261438413089902
cluster,13.866065810134566,73462518000000.0,0.2747765137458279,-0.5610203909228602
cluster,13.696439255049766,49709484000000.0,0.2897657256842236,-0.5379529854159372
cluster,13.80517167890669,63851584500000.0,0.2810461464328231,-0.5512223651635507
cluster,13.90149085684427,79705971000000.0,0.2706260546966631,-0.5676303937462608
cluster,13.695142759562103,49561308000000.0,0.2898520268119527,-0.5378236584459805
cluster,13.690449594114487,49028611500000.0,0.2901611304040729,-0.5373607655083538
cluster,13.936014424046768,86300721000000.0,0.2662032222073044,-0.5747866919928895
cluster,13.949732651780117,89070246000000.0,0.2643381715709803,-0.5778401183452521
cluster,13.766928770925595,58469418000000.0,0.2844582203019369,-0.545981511429742
cluster,13.596221268330865,39465832500000.0,0.2953243999548989,-0.529700669770437
cluster,13.791981315042328,61941442500000.0,0.282267239103145,-0.5493395246244668
cluster,14.002719952420659,100628257500000.0,0.2565326104371198,-0.5908574195085606
cluster,13.897514058315114,78979441500000.0,0.2711112154789165,-0.5668525159132269
cluster,13.384682174088839,24248349000000.0,0.3006634789273473,-0.5219193216952435
cluster,13.643238457260647,43978302000000.0,0.2929903176493833,-0.5331467313896597
cluster,13.767668565338623,58569102000000.0,0.2843958871958482,-0.5460766884664049
cluster,13.826875894178885,67123701000000.0,0.2789326491430597,-0.554500648470453
cluster,13.381668485035284,24080665500000.0,0.3006859269298265,-0.5218868978048528
cluster,13.772356448891804,59204736000000.0,0.2839975822385461,-0.546685357223834
cluster,13.995023929435687,98860756500000.0,0.2577272490269069,-0.5888396618666274
cluster,13.888333669181417,77327446500000.0,0.2722124390939179,-0.5650920330400476
cluster,14.021230741194575,105010020000000.0,0.2535716424371688,-0.5958993163331712
