galaxy,q_est_kms2,q_best_kms2,dq_est_minus_best_kms2,abs_dq_kms2,sparc_Vflat_kms,sparc_Rdisk_kpc,sparc_D_mpc,log10_Vflat,log10_Rdisk,log10_D,rho_slope_outer_abs,rho_slope_outer_pos,rho_closeness_abs,rho_closeness_pos,dv2_outer_log_slope
UGC00891,2083.720466954676,3182.8682230960794,-1099.1477561414035,1099.1477561414035,0.0,1.43,10.2,nan,0.1553360374650618,1.0086001717619175,-1.43333183056357,-1.43333183056357,0.56666816943643,0.56666816943643,1.4764485925052289
UGC01230,8787.462385026949,9399.00928495635,-611.5468999294008,611.5468999294008,103.7,4.34,53.7,2.015778756389041,0.6374897295125107,1.7299742856995557,-2.4406078559234317,-2.4406078559234317,0.44060785592343166,0.44060785592343166,-0.18721302992521602
UGC01281,2522.20608399855,2876.882186955294,-354.67610295674376,354.67610295674376,55.2,1.63,5.27,1.741939077729199,0.21218760440395779,0.7218106152125465,-2.683688229277971,-2.683688229277971,0.6836882292779709,0.6836882292779709,0.28134210370482604
UGC02023,838.9451337112615,2084.2471478215994,-1245.302014110338,1245.302014110338,0.0,1.55,10.4,nan,0.1903316981702915,1.0170333392987803,-0.11320140261082451,-0.11320140261082451,1.8867985973891754,1.8867985973891754,2.197273836890766
UGC02259,6145.554003193403,7939.877107846856,-1794.323104653453,1794.323104653453,86.2,1.62,10.5,1.9355072658247128,0.20951501454263097,1.021189299069938,-1.272594887445669,-1.272594887445669,0.727405112554331,0.727405112554331,0.2953534665545969
UGC02455,-998.4642934851988,3.461409155190849e-07,-998.4642938313398,998.4642938313398,0.0,0.99,6.92,nan,-0.004364805402450088,0.8401060944567578,3.3271725018058107,7.7883370914786445,5.32717250180581,9.788337091478645,nan
UGC02487,88679.73904957727,90732.07196842098,-2052.3329188437056,2052.3329188437056,332.0,7.89,69.1,2.5211380837040362,0.8970770032094203,1.8394780473741983,-0.3728877664914132,-0.3728877664914132,1.6271122335085868,1.6271122335085868,0.17517942053595167
UGC02885,64382.675080401954,56613.41899226826,7769.25608813369,7769.25608813369,289.5,11.4,80.6,2.4616485680634552,1.0569048513364727,1.9063350418050906,-2.6382650066923103,-2.6382650066923103,0.6382650066923103,0.6382650066923103,0.343831501039826
UGC02916,18873.29421101302,29318.25534810473,-10444.961137091708,10444.961137091708,182.7,6.15,65.4,2.2617385473525378,0.7888751157754168,1.8155777483242672,3.37398390991805,3.6600004248185085,5.37398390991805,5.6600004248185085,-0.6552746094036378
UGC02953,55195.06690150065,53797.755468831034,1397.311432669616,1397.311432669616,264.9,3.55,16.5,2.423081958297231,0.5502283530550941,1.2174839442139063,-0.1803527995145609,-0.1803527995145609,1.8196472004854392,1.8196472004854392,0.29992891659059534
