galaxy,q_est_kms2,q_best_kms2,dq_est_minus_best_kms2,abs_dq_kms2,sparc_Vflat_kms,sparc_Rdisk_kpc,sparc_D_mpc,log10_Vflat,log10_Rdisk,log10_D,rho_slope_outer_abs,rho_slope_outer_pos,rho_closeness_abs,rho_closeness_pos,dv2_outer_log_slope
UGC03205,32242.55949064766,30799.787646110075,1442.7718445375867,1442.7718445375867,219.6,3.19,50.0,2.3416323357780544,0.5037906830571811,1.6989700043360187,-0.6648265630182182,-0.6648265630182182,1.3351734369817818,1.3351734369817818,0.5549788675051752
UGC03546,23924.010382555163,20914.75350960222,3009.256872952945,3009.256872952945,196.9,3.79,28.7,2.2942457161381182,0.5786392099680724,1.4578818967339924,-1.070541737741413,-1.070541737741413,0.929458262258587,0.929458262258587,0.5115445597555285
UGC03580,12898.222458543085,8861.118749114408,4037.1037094286767,4037.1037094286767,126.2,2.43,20.7,2.1010593549081156,0.38560627359831223,1.3159703454569178,-4.217796434750353,-4.217796434750353,2.217796434750353,2.217796434750353,0.27249802339131396
UGC04278,5838.6276068108555,5264.850349481743,573.7772573291122,573.7772573291122,91.4,2.21,9.51,1.9609461957338314,0.3443922736851107,0.9781805169374139,-2.2863167160888906,-2.2863167160888906,0.28631671608889064,0.28631671608889064,1.0233839947878514
UGC04305,27.24257714209368,210.56628523796354,-183.32370809586985,183.32370809586985,34.5,1.16,3.45,1.5378190950732742,0.06445798922691845,0.5378190950732742,-3.055576860861903,-7.778056431169483,1.055576860861903,5.778056431169483,2.5825786181305594
UGC04325,6444.404791684948,10425.401273900678,-3980.99648221573,3980.99648221573,90.9,1.86,9.6,1.9585638832219674,0.26951294421791633,0.9822712330395684,-2.2540879396925297,-2.2540879396925297,0.25408793969252974,0.25408793969252974,0.054076280955129764
UGC04483,351.98490000000004,570.5032357403461,-218.51833574034606,218.51833574034606,0.0,0.18,3.34,nan,-0.744727494896694,0.5237464668115644,-1.9135293241068005,-1.9135293241068005,0.08647067589319946,0.08647067589319946,0.542731408073018
UGC04499,3759.1586315903114,3999.399058719258,-240.24042712894652,240.24042712894652,72.8,1.73,12.5,1.8621313793130372,0.2380461031287954,1.0969100130080565,-2.4553108293409642,-2.4553108293409642,0.45531082934096423,0.45531082934096423,0.37354158284189287
UGC05005,7846.0770445778035,5747.24567910634,2098.831365471464,2098.831365471464,98.9,3.2,53.7,1.9951962915971795,0.505149978319906,1.7299742856995557,-2.2172539328979997,-2.2172539328979997,0.21725393289799966,0.21725393289799966,0.5653929636936746
UGC05253,34080.3404871213,35593.103752041105,-1512.7632649198058,1512.7632649198058,213.7,8.07,22.9,2.3298045221640695,0.9068735347220704,1.359835482339888,4.717412514487498,3.585201178499879,6.717412514487498,5.585201178499879,-0.01875897760208125
UGC05414,1731.4871555568175,2970.1347288738016,-1238.647573316984,1238.647573316984,0.0,1.47,9.4,nan,0.1673173347481761,0.9731278535996987,-1.1009278156810123,-1.1009278156810123,0.8990721843189877,0.8990721843189877,1.245861779153116
UGC05716,4413.90234386631,4146.09072447755,267.81161938875994,267.81161938875994,73.1,1.14,21.3,1.8639173769578605,0.05690485133647256,1.3283796034387378,-0.11621539813896925,-0.11621539813896925,1.8837846018610307,1.8837846018610307,0.08712399029220763
UGC05721,5378.964193186276,7569.708478243185,-2190.7442850569087,2190.7442850569087,79.7,0.38,6.18,1.9014583213961123,-0.42021640338318983,0.7909884750888159,-1.0878060613112281,-1.0878060613112281,0.9121939386887719,0.9121939386887719,0.07755533331499515
UGC05750,3952.929143936005,9826.929442158536,-5874.0002982225315,5874.0002982225315,0.0,3.46,58.7,nan,0.5390760987927766,1.7686381012476144,-2.3446029481136224,-2.3446029481136224,0.34460294811362235,0.34460294811362235,0.31379722604340343
UGC05764,2342.66087,6227.275618584192,-3884.6147485841916,3884.6147485841916,0.0,1.17,7.47,nan,0.06818586174616162,0.8733206018153987,-4.899130947052305,-4.676801883353701,2.8991309470523046,2.6768018833537006,-0.5194303540542481
UGC05829,2639.75654,5079.625553013311,-2439.8690130133114,2439.8690130133114,0.0,1.99,8.64,nan,0.29885307640970665,0.9365137424788933,-0.7360939009694585,-0.7360939009694585,1.2639060990305415,1.2639060990305415,1.0414342021093994
UGC05918,1393.5152599876767,2445.0814316982114,-1051.5661717105347,1051.5661717105347,0.0,1.66,7.66,nan,0.22010808804005508,0.884228769632604,-1.5979505320587961,-1.5979505320587961,0.4020494679412039,0.4020494679412039,0.4888258054865558
UGC05986,10503.795025893727,12682.53981513546,-2178.744789241733,2178.744789241733,113.0,1.67,8.63,2.0530784434834195,0.22271647114758325,0.9360107957152096,-5.547981150844826,-5.547981150844826,3.5479811508448256,3.5479811508448256,-0.19496111165147922
UGC05999,6117.400690315992,7092.219893972859,-974.8192036568671,974.8192036568671,0.0,3.22,47.7,nan,0.5078558716958309,1.678518379040114,-2.3209863533915436,-2.3209863533915436,0.3209863533915436,0.3209863533915436,1.1637312463837857
UGC06399,5618.159779193651,6424.913580713304,-806.7538015196533,806.7538015196533,85.0,2.05,18.0,1.9294189257142926,0.31175386105575426,1.255272505103306,-1.953574128498038,-1.953574128498038,0.04642587150196209,0.04642587150196209,0.4083786155817543
UGC06446,5486.5813071428565,5996.251914689166,-509.67060754630984,509.67060754630984,82.2,1.49,12.0,1.9148718175400503,0.17318626841227402,1.0791812460476249,-5.342682282993549,-5.812265878844125,3.3426822829935494,3.8122658788441246,0.0024051559703454728
UGC06614,28415.06677955119,15720.315011900584,12694.751767650607,12694.751767650607,199.8,5.1,88.7,2.3005954838899636,0.7075701760979364,1.9479236198317265,-2.266430266989986,-2.266430266989986,0.26643026698998584,0.26643026698998584,0.4009504228018646
UGC06628,218.63758999999965,343.12210837487567,-124.48451837487602,124.48451837487602,41.8,2.82,15.1,1.6211762817750353,0.45024910831936105,1.1789769472931695,1.840428492944292,nan,3.840428492944292,nan,-1.3551965362596237
UGC06667,6122.73247640637,10223.543374724937,-4100.8108983185675,4100.8108983185675,83.8,5.15,18.0,1.9232440186302764,0.7118072290411911,1.255272505103306,-2.2810054135006066,-2.2810054135006066,0.2810054135006066,0.2810054135006066,0.2897693119771982
UGC06786,40689.59512094007,41000.2876066585,-310.6924857184349,310.6924857184349,219.4,3.6,29.3,2.3412366232386925,0.5563025007672873,1.4668676203541096,-4.307405017183467,-2.925645253984004,2.3074050171834672,0.9256452539840039,-0.15142972924912224
UGC06787,51191.06649975288,45551.73564911775,5639.330850635131,5639.330850635131,248.1,5.37,21.3,2.394626764272209,0.7299742856995556,1.3283796034387378,-1.7217642317977273,-1.7217642317977273,0.2782357682022727,0.2782357682022727,0.29638944719262283
UGC06818,3495.5943149282502,3169.9373407581616,325.6569741700887,325.6569741700887,71.2,1.39,18.0,1.8524799936368563,0.14301480025409505,1.255272505103306,-1.7840445858108067,-1.7840445858108067,0.21595541418919328,0.21595541418919328,1.61741124400897
UGC06917,8397.34837,8552.721275148684,-155.37290514868437,155.37290514868437,108.7,2.76,18.0,2.0362295440862948,0.4409090820652177,1.255272505103306,-1.822831239975669,-1.822831239975669,0.17716876002433102,0.17716876002433102,0.5398221402876712
UGC06923,3732.368034977763,4913.171963957116,-1180.8039289793528,1180.8039289793528,79.6,1.44,18.0,1.900913067737669,0.15836249209524964,1.255272505103306,-1.9677250827221031,-1.9677250827221031,0.032274917277896886,0.032274917277896886,1.3282193507436062
UGC06930,8310.363206521846,8051.326007072872,259.0371994489742,259.0371994489742,107.2,3.94,18.0,2.030194785356751,0.5954962218255742,1.255272505103306,-1.425037770764687,-1.425037770764687,0.5749622292353129,0.5749622292353129,0.16998630844395216
UGC06973,10499.587766571614,13653.209638652363,-3153.6218720807483,3153.6218720807483,174.2,1.07,18.0,2.241048150671644,0.029383777685209667,1.255272505103306,-1.1754496022958862,-1.1754496022958862,0.8245503977041138,0.8245503977041138,3.7074066183428362
UGC06983,9339.321172822592,9454.197876157452,-114.87670333485949,114.87670333485949,109.0,3.21,18.0,2.037426497940624,0.5065050324048721,1.255272505103306,-0.8430514870537691,-0.8430514870537691,1.156948512946231,1.156948512946231,-0.14171248689131216
UGC07089,3691.9796416666663,3631.067667764866,60.91197390180014,60.91197390180014,0.0,2.26,18.0,nan,0.35410843914740087,1.255272505103306,-0.025239948328460025,-0.025239948328460025,1.97476005167154,1.97476005167154,0.9506207793778263
UGC07125,2436.674026613212,2389.4280012850313,47.24602532818062,47.24602532818062,65.2,3.38,19.8,1.8142475957319202,0.5289167002776547,1.2966651902615312,0.954889619971206,0.954889619971206,2.954889619971206,2.954889619971206,-0.030649045088121885
UGC07151,3520.8933782753993,5218.871308827678,-1697.9779305522788,1697.9779305522788,73.5,1.25,6.87,1.866287339084195,0.09691001300805642,0.8369567370595504,-1.3955784409881589,-1.3955784409881589,0.6044215590118411,0.6044215590118411,0.3750843643805511
UGC07232,644.2696104993522,1489.361462150704,-845.0918516513518,845.0918516513518,0.0,0.29,2.83,nan,-0.5376020021010439,0.45178643552429026,nan,nan,nan,nan,nan
UGC07261,3924.2167101239247,5261.659557597326,-1337.4428474734013,1337.4428474734013,74.7,1.2,13.1,1.8733206018153987,0.07918124604762482,1.1172712956557642,-1.958306674697586,-1.958306674697586,0.0416933253024141,0.0416933253024141,0.4087378657557558
UGC07323,3888.4034261652237,6441.77397993751,-2553.3705537722867,2553.3705537722867,0.0,2.26,8.0,nan,0.35410843914740087,0.9030899869919435,-1.857058633231654,-1.857058633231654,0.1429413667683459,0.1429413667683459,0.9405465584023623
UGC07399,8965.617336978072,12297.528644245102,-3331.9113072670298,3331.9113072670298,103.0,1.64,8.43,2.012837224705172,0.21484384804769785,0.9258275746247423,-1.2269026441859066,-1.2269026441859066,0.7730973558140934,0.7730973558140934,0.4637447107888132
UGC07524,4587.789852866153,4265.15825846191,322.6315944042426,322.6315944042426,79.5,3.46,4.74,1.9003671286564703,0.5390760987927766,0.6757783416740851,-0.6117216465235071,-1.0968927334062069,1.3882783534764929,0.9031072665937931,0.1470620941014106
UGC07559,581.000741427295,873.4351170109968,-292.4343755837018,292.4343755837018,0.0,0.58,4.97,nan,-0.23657200643706275,0.696356388733332,-2.290654481677645,-2.290654481677645,0.29065448167764485,0.29065448167764485,1.0851316528489867
UGC07577,65.91180044661377,116.0839825785057,-50.17218213189193,50.17218213189193,0.0,0.9,2.59,nan,-0.045757490560675115,0.4132997640812518,1.7358815410278043,1.7358815410278043,3.7358815410278043,3.7358815410278043,4.231264610992737
UGC07603,3302.4454400000004,4729.930908849941,-1427.4854688499408,1427.4854688499408,61.6,0.53,4.7,1.7895807121644254,-0.27572413039921095,0.6720978579357175,-1.4071923308231995,-1.4071923308231995,0.5928076691768005,0.5928076691768005,0.4083169139920265
UGC07608,3228.01739,6511.635944429696,-3283.618554429696,3283.618554429696,0.0,1.5,8.21,nan,0.17609125905568124,0.9143431571194408,-1.3596091280418807,-1.3596091280418807,0.6403908719581193,0.6403908719581193,0.881747186060921
UGC07690,2185.394605954613,3141.3714915140527,-955.9768855594398,955.9768855594398,57.4,0.57,8.11,1.7589118923979734,-0.24412514432750865,0.909020854211156,-2.0384650199172114,-2.0384650199172114,0.03846501991721141,0.03846501991721141,-0.1320585527355166
UGC07866,541.2523302338772,958.4763952563285,-417.2240650224513,417.2240650224513,0.0,0.61,4.57,nan,-0.21467016498923297,0.6599162000698503,-0.781035292028279,-0.781035292028279,1.218964707971721,1.218964707971721,0.7566910622877628
UGC08286,5856.6901987128485,7416.537465456208,-1559.8472667433598,1559.8472667433598,82.4,1.05,6.5,1.9159272116971158,0.021189299069938092,0.8129133566428556,-2.115860171601541,-2.115860171601541,0.11586017160154105,0.11586017160154105,0.19815487513283636
UGC08490,5408.6791918758945,6014.010659749418,-605.3314678735233,605.3314678735233,78.6,0.67,4.65,1.8954225460394079,-0.17392519729917355,0.667452952889954,-2.3488723679782937,-2.3488723679782937,0.3488723679782937,0.3488723679782937,-0.1320960624192375
UGC08550,2678.1243190452155,3554.864201187588,-876.7398821423726,876.7398821423726,56.9,0.45,6.7,1.7551122663950711,-0.3467874862246563,0.8260748027008264,-3.2395923546911756,-3.2395923546911756,1.2395923546911756,1.2395923546911756,0.20695489418468416
UGC08699,25150.491378724833,22509.60649891304,2640.8848798117942,2640.8848798117942,182.4,3.09,39.3,2.2610248339923973,0.4899584794248346,1.5943925503754266,-2.09022367945962,-2.09022367945962,0.09022367945962007,0.09022367945962007,0.4971861595524509
UGC08837,1025.400009028745,1669.0424358953196,-643.6424268665746,643.6424268665746,0.0,1.72,7.21,nan,0.2355284469075489,0.857935264719429,-1.5876571684088148,-1.5876571684088148,0.41234283159118523,0.41234283159118523,2.162182869758865
UGC09037,13389.766265633152,7473.869574307438,5915.8966913257145,5915.8966913257145,152.3,4.28,83.6,2.182699903336043,0.631443769013172,1.9222062774390163,-1.6015623594916166,-1.8103657798621147,0.3984376405083834,0.18963422013788533,-0.1403229268761409
UGC09133,40356.43991593451,39652.71609055944,703.7238253750693,703.7238253750693,226.8,6.97,57.1,2.355643050220869,0.8432327780980095,1.7566361082458481,5.4294722688747274,5.4294722688747274,7.4294722688747274,7.4294722688747274,-0.018531320912959507
UGC09992,586.8408099999999,857.447925855902,-270.60711585590207,270.60711585590207,33.6,1.04,10.7,1.526339277389844,0.01703333929878037,1.0293837776852097,-1.8883165366037777,-1.8883165366037777,0.11168346339622226,0.11168346339622226,0.058195256210071517
UGC10310,3594.4961500000004,4735.604596016735,-1141.1084460167344,1141.1084460167344,71.4,1.8,15.2,1.8536982117761744,0.25527250510330607,1.1818435879447726,-2.0089285555971568,-2.0089285555971568,0.008928555597156773,0.008928555597156773,0.08715167613070775
UGC11455,42069.20541875,41062.02894633695,1007.1764724130553,1007.1764724130553,269.4,5.93,78.6,2.4303975913869666,0.7730546933642626,1.8954225460394079,-4.887345073656338,-4.887345073656338,2.8873450736563377,2.8873450736563377,0.9456622824896148
UGC11557,1919.1390450952042,1310.8174379600632,608.321607135141,608.321607135141,0.0,2.75,24.2,nan,0.43933269383026263,1.3838153659804313,-1.437209389956336,-1.5410575711376222,0.5627906100436639,0.4589424288623778,0.5051199697317851
UGC11820,4380.497160000001,4513.342465919723,-132.8453059197218,132.8453059197218,0.0,2.08,18.1,nan,0.31806333496276157,1.2576785748691846,-1.3753272858644232,-1.3753272858644232,0.6246727141355768,0.6246727141355768,0.6245452738357194
UGC11914,32172.071610549196,133177.15138345194,-101005.07977290274,101005.07977290274,288.1,2.44,16.9,2.459543258280413,0.3873898263387294,1.2278867046136734,0.2826192252850402,0.2826192252850402,2.2826192252850404,2.2826192252850404,1.2956888070222907
UGC12506,42714.81132535761,43051.379418371165,-336.5680930135568,336.5680930135568,234.0,7.38,100.6,2.369215857410143,0.8680563618230416,2.0025979807199086,-4.141247846478291,-3.5991467913328754,2.141247846478291,1.5991467913328754,-0.4555480484940019
UGC12632,3924.719021328688,4500.378351808616,-575.6593304799276,575.6593304799276,71.7,2.42,9.77,1.8555191556678001,0.38381536598043126,0.989894563718773,-2.5282348652200817,-2.5282348652200817,0.5282348652200817,0.5282348652200817,0.1532735716436931
UGC12732,6283.924568883492,5992.261979692748,291.66258919074335,291.66258919074335,0.0,1.98,13.2,nan,0.2966651902615311,1.1205739312058498,-0.6265050346372679,-0.6265050346372679,1.373494965362732,1.373494965362732,0.5912381734244142
UGCA281,513.5407138036901,1014.3334823530448,-500.7927685493547,500.7927685493547,0.0,1.72,5.68,nan,0.2355284469075489,0.7543483357110189,-1.7673939254913185,-1.7673939254913185,0.23260607450868154,0.23260607450868154,0.8249588951786914
UGCA442,2584.0627380755254,3035.9018906994925,-451.83915262396704,451.83915262396704,56.4,1.18,4.35,1.7512791039833422,0.07188200730612536,0.6384892569546373,-2.540265629745257,-2.540265629745257,0.540265629745257,0.540265629745257,0.6080778096988213
UGCA444,917.4826545675203,1661.615991184231,-744.1333366167107,744.1333366167107,37.0,0.83,0.98,1.568201724066995,-0.08092190762392612,-0.00877392430750515,0.31596984767005226,1.105262268738097,2.3159698476700523,3.1052622687380973,1.138397769462808
