row_type,center,ra_deg,dec_deg,kappa,gradmag_1/kpc,r_mid_arcsec,kappa_median,kappa_p16,kappa_p84,gradmag_median_per_arcsec,gradmag_p16_per_arcsec,gradmag_p84_per_arcsec,n_pix,unit
annulus,main,,,,,498.0,7.241341070557662e-06,4.730498105114721e-06,9.442752457006306e-06,2.470284308925595e-07,1.1183262804013276e-07,5.713412705674289e-07,2438,1/kpc
annulus,main,,,,,510.0,7.252802697209898e-06,4.360756687989133e-06,9.259922302156233e-06,2.5934385302057606e-07,1.1280009915876062e-07,6.113684151159674e-07,2488,1/kpc
annulus,main,,,,,522.0,7.228064324017381e-06,4.231249050917738e-06,9.825531033988182e-06,3.020160484027246e-07,1.3219798528291944e-07,8.170465825058975e-07,2543,1/kpc
annulus,main,,,,,534.0,6.9161616396091906e-06,4.229435385619543e-06,1.0013462659447638e-05,3.475605907934605e-07,1.2132394421373732e-07,8.826407004912371e-07,2597,1/kpc
annulus,main,,,,,546.0,6.65956243006131e-06,4.198959228188057e-06,9.692004156954501e-06,2.895172855892189e-07,1.1560600939462892e-07,7.366198026449062e-07,2671,1/kpc
annulus,main,,,,,558.0,6.308746151436767e-06,4.110049500274023e-06,9.11545929278316e-06,2.4676860764141407e-07,1.0477035185410706e-07,6.23719199799169e-07,2714,1/kpc
annulus,main,,,,,570.0,6.060430706659885e-06,3.88118304709021e-06,9.306728566192418e-06,2.386709227059949e-07,1.0979769302320647e-07,5.372705467648944e-07,2765,1/kpc
annulus,main,,,,,582.0,6.454425644380173e-06,3.7118148383959583e-06,9.476424801599955e-06,2.2489696765392618e-07,1.0036655667464367e-07,5.455016653771127e-07,2847,1/kpc
annulus,main,,,,,594.0,6.559557392568489e-06,3.696988082071083e-06,9.06485361932492e-06,2.474077910603867e-07,1.0340497362770881e-07,5.771438887612898e-07,2882,1/kpc
center_sample,sub,104.65133618524507,-55.954709016840965,0.0004082641499818774,3.8419239636727555e-05,,,,,,,,,
annulus,sub,,,,,6.0,0.0004004458591737915,0.000348109600142402,0.0004650692632636027,3.850131961041409e-05,3.3599389871322815e-05,4.0852534090312884e-05,32,1/kpc
annulus,sub,,,,,18.0,0.0003745931199032456,0.00028328737407607845,0.0005356710756571782,3.612801949852417e-05,2.55001463293132e-05,4.101444069960543e-05,86,1/kpc
annulus,sub,,,,,30.0,0.0003495577504668278,0.000232335665911652,0.0006007198347206991,3.332542465343356e-05,1.8399059722479462e-05,4.086280674950235e-05,142,1/kpc
annulus,sub,,,,,42.0,0.00031462363848676876,0.00019282804596923068,0.0006780973820077633,2.858282629416824e-05,1.325671104563414e-05,4.4626474654978824e-05,208,1/kpc
annulus,sub,,,,,54.0,0.00026864293599894993,0.00016718545426435764,0.0007188796638067017,2.6193465063496324e-05,1.1088854059873817e-05,5.072138156195235e-05,262,1/kpc
annulus,sub,,,,,66.0,0.00022676679567441767,0.0001500712329459347,0.0007030346950018424,2.32326097827123e-05,9.9771509782147e-06,5.495135553525456e-05,316,1/kpc
annulus,sub,,,,,78.0,0.0001815560053108533,0.00012312185634417408,0.0006283173739662821,2.16463060077586e-05,9.283490286106402e-06,5.800466433946022e-05,384,1/kpc
