galaxy,n_pts,Q_best,r_t_kpc,chi2_resp,chi2_bar,chi2_nfw,chi2_bur,chi2_rsig,chi2_rydk,chi2_nydk,chi2_rsyd,bic_resp,bic_bar,bic_nfw,bic_bur,bic_rsig,bic_rydk,bic_nydk,bic_rsyd,dbic_resp,dbic_nfw,dbic_bur,dbic_resp_vs_nfw,dbic_resp_vs_bur,dbic_rsig,dbic_rydk,dbic_nydk,dbic_rsyd,dbic_rsig_vs_nfw,dbic_rydk_vs_nfw,dbic_rydk_vs_nydk,dbic_rsyd_vs_nydk,sigma_fit_kpc,sigma_fit_k3_kpc,Y_disk_fit,Y_disk_k3_fit,Y_disk_nfw_fit,M_vir_nfw,c_nfw,distance_mpc,bic_fsgd,chi2_fsgd,dbic_fsgd,dbic_fsgd_vs_nfw,dbic_fsgd_vs_nydk,sigma_prescribed_kpc,Y_disk_fsgd_fit,bic_prior_rydk,bic_prior_nydk,bic_prior_rsyd,bic_prior_rsig,dbic_prior_rydk_vs_nydk,dbic_prior_rsyd_vs_nydk,dbic_prior_rydk_vs_bar,dbic_prior_nydk_vs_bar
IC4202,32,35412.48444999452,7.715583614943451,1507.0000481831437,4832.568482251778,1205.2441406742516,970.9670737654027,1436.050709082872,1779.25180817823,624.9445998400985,68.27443431262515,1510.4657840859434,4832.568482251778,1212.175612479851,977.8985455710022,1442.9821808884712,1786.1832799838294,635.3418075484976,78.67164202102433,-3322.102698165834,-3620.3928697719266,-3854.6699366807757,298.2901716060924,532.5672385149412,-3389.5863013633066,-3046.3852022679484,-4197.22667470328,-4753.896840230754,230.80656840862025,574.0076675039784,1150.8414724353318,-556.6701655274733,3.332018195698618,2.8997994287254705,0.6677313543708858,0.10002243662501,0.10000035631088264,378.26653869030383,6.356434048225609,100.4,1648.7966946912268,1641.8652228856274,-3183.7717875605513,436.6210822113758,1013.4548871427291,11.326843030560347,0.6371016432308283,1783.9276070196331,771.4642472358358,217.89226092285256,1446.8830792060526,1012.4633597837973,-553.5719863129833,-3048.640875232145,-4061.104235015942
KK98-251,15,1147.7894271330442,1.89,17.95926051053811,320.32667118542884,28.417334015072296,3.9272856718318976,16.254303968092035,2.5619443164007456,7.2942855603568635,1.236281637289699,20.66731071164032,320.32667118542884,33.83343441727671,9.343386074036317,21.670404370296456,7.978044718605165,15.418436163663493,9.360432240596328,-299.6593604737885,-286.49323676815214,-310.98328511139255,-13.166123705636394,11.323924637604001,-298.65626681513237,-312.34862646682365,-304.90823502176534,-310.9662389448325,-12.163030046980257,-25.855389698671548,-7.440391445058328,-6.058003923067165,9.970985540895331,0.3040636543747637,1.0373832460193182,1.121702602298157,1.319461618527163,4.35937538078775,3.0004600614257795,6.8,7.960609644766656,2.5445092425622358,-312.3660615406622,-25.872824772510057,-7.457826518896837,1.89,1.0378863233430375,19.41890146792954,41.61749312221459,37.29563104461497,37.04512940553654,-22.19859165428505,-4.321862077599619,-300.9077697174993,-278.70917806321427
NGC0024,29,11141.015410755625,1.7,356.0040949435213,2593.771884973251,25.14460084927177,21.15164124726033,250.39826848112202,50.00372463003535,15.924782685414794,47.761384112597696,359.37139077350776,2593.771884973251,31.87919250924472,27.88623290723328,257.13286014109497,56.7383162900083,26.026670175374214,57.86327160255712,-2234.400494199743,-2561.8926924640064,-2565.885652066018,327.49219826426304,331.48515786627445,-2336.639024832156,-2537.0335686832427,-2567.7452147978765,-2535.9086133706937,225.25366763185025,24.85912378076358,30.711646114634085,31.836601427182906,0.4455297730899244,3.1982939451591905,1.49979822787718,1.4999909848647688,1.4999451516956888,10.211572152873972,22.56019749812691,7.3,56.63386051154699,49.89926885157404,-2537.138024461704,24.75466800230227,30.607190336172778,2.0853876371470443,1.4997993956785634,92.89671222634877,62.193239738332,97.69081833021055,264.987131786064,30.70347248801677,35.49757859187855,-2500.875172746902,-2531.578645234919
NGC0055,21,3844.2676531516995,1.84,50.04185699188998,2501.1598652073803,60.93474266885145,9.552581035776809,7.0557854418093,49.653685076483505,58.483723648950566,2.2403410330562212,53.0863794296134,2501.1598652073803,67.0237875442983,15.641625911223656,13.144830317256146,55.74272995193035,67.61729096212083,11.373908346226491,-2448.073485777767,-2434.1360776630822,-2485.5182392961565,-13.9374081146849,37.444753518389746,-2488.0150348901243,-2445.41713525545,-2433.5425742452594,-2489.785956861154,-53.87895722704216,-11.28105759236795,-11.874561010190483,-56.24338261589434,3.231655866634676,3.583493841590459,0.46167241156235994,0.6314343204017738,0.3846393899485179,55.036894079502446,3.000516792207017,2.11,67.66644674818907,61.57740187274223,-2433.493418459191,0.6426592038907728,0.04915578606824056,1.84,0.45012728303416294,55.29313760270348,72.53625115412986,12.978620863876356,16.86341674544784,-17.243113551426376,-59.5576302902535,-2445.8667276046767,-2428.6236140532505
NGC0100,21,5706.9562752297525,1.59,5.437008378872731,1078.9905684705773,15.998075263456819,1.7062483933445802,4.338650688108802,5.434849434897098,15.664483140528686,2.3783922417616026,8.481530816596154,1078.9905684705773,22.087120138903664,7.7952932687914265,10.427695563555648,11.523894310343945,24.798050453698956,11.511959554931872,-1070.509037653981,-1056.9034483316736,-1071.1952752017858,-13.60558932230751,0.6862375478047271,-1068.5628729070215,-1067.4666741602334,-1054.1925180168782,-1067.4786089156455,-11.659424575348016,-10.56322582855972,-13.274156143355011,-13.286090898767084,2.2225200689017672,2.8043061885663922,0.49660879296152466,0.7405550516990707,0.42691834437899573,181.35016321162942,3.002567623892404,13.5,17.449740173953725,11.360695298506878,-1061.5408282966237,-4.63737996494994,-7.348310279745231,1.59,0.3152947261460568,9.757361601548872,26.28732694419218,13.894570482617322,12.521078095252713,-16.529965342643308,-12.392756461574859,-1069.2332068690284,-1052.703241526385
NGC0247,26,7020.238802759859,2.15,1119.5259983739895,9240.956648737436,44.39348068214372,102.16771905565321,1053.6041940113287,261.778090258195,37.131030397268155,189.20151810720517,1122.784094912011,9240.956648737436,50.909673758186685,108.68391213169618,1060.1203870873717,268.29428333423795,46.905320011332606,198.97580772126963,-8118.172553825425,-9190.04697497925,-9132.272736605739,1071.8744211538242,1014.1001827803148,-8180.836261650064,-8972.662365403197,-9194.051328726104,-9041.980841016166,1009.210713329185,217.38460957605128,221.38896332290534,152.07048770993703,1.1159374932404438,0.5548002247135093,1.4999815111023045,1.4999808827395986,1.4999079080003135,30.372457714913697,6.23224731677863,3.7,277.4041022933339,270.88790921729094,-8963.552546444102,226.49442853514722,230.4987822820013,2.15,1.4999977152125212,304.4628756420567,83.06981763803381,240.9947687712741,1062.1530259734702,221.3930580040229,157.92495113324028,-8936.493773095379,-9157.886831099402
NGC0289,28,20873.98805485106,6.169450980129951,61.96326741568307,4161.142927278398,50.768308914683736,67.52695081214445,61.0465980174071,61.963953877480535,45.04026488767275,61.00639884575322,65.29547192585828,4161.142927278398,57.43271793503414,74.19135983249485,67.71100703775751,68.62836289783094,55.036878418198356,71.00301237627883,-4095.84745535254,-4103.710209343364,-4086.951567445903,7.862753990824139,-8.895887906636574,-4093.4319202406405,-4092.514564380567,-4106.1060488602,-4090.139914902119,10.27828910272337,11.195644962796798,13.591484479632584,15.966133958080476,2.5468826147410737,8.55599775844178,0.5029805286414368,0.8821760674676415,0.6950728657887448,66.72597520352316,9.234543973733944,20.8,67.39904939923623,60.73464037888582,-4093.7438778791616,9.966331464202092,12.362170981037877,8.672902945843349,0.9089220413303958,66.68022649372409,53.31457582148376,88.59484669475344,70.26604985081386,13.365650672240335,35.280270873269686,-4094.462700784674,-4107.828351456914
NGC0300,25,7232.662567306359,0.91,53.44873425255476,4034.9988682811177,14.887801504495451,13.424542669101962,53.062835015140685,42.03665504655935,14.734914324037154,15.95233789851467,56.66761007742296,4034.9988682811177,21.32555315423185,19.862294318838362,59.50058666487708,48.47440669629575,24.391541798641754,25.608965373119272,-3978.3312582036947,-4013.673315126886,-4015.1365739622793,35.34205692319111,36.8053157585846,-3975.4982816162405,-3986.524461584822,-4010.607326482476,-4009.3899029079985,38.175033510645235,27.1488535420639,24.082864897653998,1.2174235744775181,2.0669185807267367,4.017159016061749,0.8290791628893919,1.415294070237787,0.2891315755236105,30.020327212041813,6.845704685566021,2.08,202.12673069828753,195.68897904855112,-3832.87213758283,180.8011775440557,177.73518889964578,0.91,0.8047354609343835,50.79109771295269,43.64097778471505,62.25646099138086,61.408619872310325,7.150119928237643,18.615483206665814,-3984.207770568165,-3991.3578904964024
NGC0801,13,24665.132140973015,9.970494809326915,162.86241327163597,2540.6798834586,83.97499528468146,133.36265577953304,162.51740256265504,112.83185074363152,58.79316631537071,88.29159464259124,165.4273626290975,2540.6798834586,89.10489399960453,138.49255449445613,167.64730127757812,117.96174945855459,66.48801438775533,95.98644271497585,-2375.252520829503,-2451.574989458996,-2402.187328964144,76.32246862949297,26.934808134641372,-2373.032582181022,-2422.7181340000457,-2474.191869070845,-2444.6934407436243,78.5424072779736,28.856855458950065,51.473735070799265,29.498428327220523,3.0362848338336397,9.977341712288569,0.608458291298368,0.638143006233961,0.6025588863662636,98.88820877086276,7.255123817469676,80.7,82.07322616977935,76.94332745485627,-2458.6066572888208,-7.031667829825182,15.585211782024018,12.357976698820325,0.6547790209334928,115.02044223802804,63.519316669494884,108.68471201597954,171.0173365591476,51.501125568533155,45.16539534648466,-2425.6594412205723,-2477.1605667891054
NGC0891,18,22964.56891737227,9.672094555562797,240.74154126533804,2957.7963302061416,307.21625354713035,237.8697243305948,240.6105375840796,216.54892270783245,44.7867958541176,216.54518633087343,243.6319130232342,2957.7963302061416,312.9969970629227,243.65046784638713,246.39128109987192,222.32966622362477,53.45791112780609,225.21630160456192,-2714.1644171829075,-2644.799333143219,-2714.1458623597546,-69.36508403968847,-0.018554823152925337,-2711.40504910627,-2735.466663982517,-2904.3384190783354,-2732.5800286015797,-66.60571596305076,-90.6673308392979,168.87175509581868,171.75839047675584,2.112146779612208,2.0090601197526308,0.4529251302363061,0.4537732297652519,0.16028468235408522,1047.7479153657155,3.0037472604277218,9.91,294.9999162016914,289.2191726858991,-2662.79641400445,-17.997080861231268,241.54200507388532,9.473233171733538,0.4803657754850971,222.30369200427685,125.277377689731,226.99446212658552,248.35017968999801,97.02631431454586,101.71708443685452,-2735.492638201865,-2832.5189525164105
NGC1003,36,8544.9373224751,1.25,577.159301798283,21327.782120065363,87.30555023995966,188.52567767189146,337.374095574523,382.46331264363135,79.5945362769307,118.71504944599297,580.7428207367391,21327.782120065363,94.47258811687188,195.69271554880368,344.5411334514352,389.6303505205436,90.34509309229902,129.4656062613613,-20747.039299328626,-21233.309531948493,-21132.08940451656,486.2702326198672,385.0501051879354,-20983.240986613928,-20938.15176954482,-21237.437026973064,-21198.316513804002,250.06854533456334,295.1577624036717,299.28525742824456,39.12051316906228,6.29316666660488,9.998215485458797,0.10013470504931543,1.1067338061554088,0.6868755361812282,38.410481313804844,5.048943904382882,11.4,476.97615185439463,469.8091139774824,-20850.805968210967,382.50356373752277,386.6310587620956,1.25,0.10008718870167657,525.5417263872785,88.45020946823702,159.7867218872131,353.92781750014296,437.09151691904145,71.33651241897608,-20802.240393678087,-21239.331910597128
NGC1090,24,16506.263639740882,1.9980242337777714,63.40453875594986,9045.599450452322,52.93856706907945,40.760409057756846,40.76508854691092,24.930664337385554,51.484125093239356,10.31058649438905,66.5825925862978,9045.599450452322,59.29467472977534,47.116516718452736,47.12119620760681,31.286771998081445,61.018286584283196,19.84474798543289,-8979.016857866025,-8986.304775722547,-8998.482933733869,7.287917856522469,19.46607586784507,-8998.478254244716,-9014.31267845424,-8984.581163868039,-9025.75470246689,-12.17347852216853,-28.007902731693893,-29.73151458620175,-41.17353859885031,3.17225779983816,2.608035222194956,0.1705075755615595,0.25607591948915676,0.39193976733755787,53.203134030919905,8.280624431504066,37.0,65.29007448083901,58.93396682014312,-8980.309375971483,5.9953997510636725,4.271787896555814,2.328255424413107,0.5350438726587508,96.14540205382069,65.2474710035618,50.03564526884998,50.73284351166052,30.89793105025889,-15.211825734711816,-8949.454048398502,-8980.35197944876
NGC1705,14,7393.063880749653,0.22,128.9350316404447,1344.412433575017,1.3614695533681007,7.868637420466763,12.635291533586514,25.968736776971852,0.8490921731272172,3.399355111353936,131.57408897005996,1344.412433575017,6.639584212598617,13.14675207969728,17.913406192817032,31.24685143620237,8.766264161972991,11.31652710019971,-1212.838344604957,-1337.7728493624184,-1331.2656814953198,124.93450475746134,118.42733689036268,-1326.4990273822,-1313.1655821388147,-1335.6461694130442,-1333.0959064748174,11.273821980218415,24.607267223603753,22.48058727422938,2.5502629382267195,0.36496093433409244,0.7832481409972475,1.4996792626800017,1.4985686745629543,1.2532621733559797,1.9007438999543682,39.181594135087565,5.73,9.766300295587834,4.488185636357318,-1334.6461332794293,3.1267160829892173,1.0000361336148433,1.0052541426615138,1.4994133621454238,67.39862917081243,31.374444963311046,50.88476595811583,27.92418904120376,36.02418420750138,19.510320994804783,-1277.0138044042046,-1313.037988611706
NGC2366,26,3039.2937153153375,2.02,160.63778830175846,2336.0077040308843,83.41248115284218,21.946728029508943,62.28602492717994,39.65159520473042,74.2715766420157,10.090764427123142,163.89588483977994,2336.0077040308843,89.92867422888514,28.462921105551906,68.8022180032229,46.16778828077339,84.04586625608015,19.86505404118759,-2172.111819191104,-2246.0790298019992,-2307.5447829253326,73.9672106108948,135.43296373422803,-2267.205486027661,-2289.839915750111,-2251.9618377748043,-2316.1426499896966,-21.12645622566224,-43.760885948111756,-37.87807797530676,-64.18081221489255,0.7536957592030576,0.6020168865931587,1.1820718143135311,0.9714093586564472,0.9755150636174161,32.27833372624475,3.011107243938533,3.27,46.420722715733355,39.90452963969039,-2289.5869813151508,-43.50795151315179,-37.62514354034679,2.02,1.1823068973789768,64.9820461169966,92.5390769522287,33.370972143539596,72.49789772585153,-27.557030835232098,-59.1681048086891,-2271.0256579138877,-2243.4686270786556
NGC2403,73,11666.242146714743,0.56,3022.360886984879,319317.3362433957,710.9015402433079,1742.3666325592203,2620.7454871631135,2042.4755934128436,580.682822120825,1069.3816544748513,3026.6513464260274,319317.3362433957,719.4824591256047,1750.9475514415171,2629.3264060454103,2051.0565122951402,593.5542004442701,1082.2530327982965,-316290.68489696964,-318597.85378427006,-317566.3886919542,2307.1688873004227,1275.7037949845103,-316688.0098373503,-317266.27973110054,-318723.78204295144,-318235.0832105974,1909.8439469198056,1331.5740531695355,1457.5023118508702,488.6988323540264,2.5878396743039667,2.9824661153121808,0.7572878797866354,0.8406016077174501,0.14321295310533066,28.2661796869232,12.255722086299816,3.16,1290.3679622859029,1281.787043403606,-318026.9682811098,570.8855031602982,696.8137618416328,2.5710496364887736,0.8504350313656319,2050.953115689911,678.9258377946115,1088.2783597551804,2631.945223788775,1372.0272778952994,409.3525219605689,-317266.3831277058,-318638.4104056011
NGC2683,11,21393.526669036753,6.943170886582959,56.96120941977595,689.2796674332354,7.6380769392403876,6.225792189863485,21.488149192406976,10.659917686970207,7.311962715425627,10.165511785906162,59.35910469257432,689.2796674332354,12.43386748483713,11.021582735460226,26.283939738003717,15.455708232566948,14.50564853382074,17.359197604301272,-629.9205627406611,-676.8457999483983,-678.2580846977752,46.92523720773719,48.33752195711409,-662.9957276952317,-673.8239592006685,-674.7740188994147,-671.9204698289342,13.850072253166587,3.0218407477298186,0.9500596987462089,2.8535490704805326,0.30018840756827714,0.41271890865159083,0.748125356045348,0.7546495045009993,0.4029548605728228,30.62073202557196,20.452548467103252,9.81,30.120341787682662,25.32455124208592,-659.1593256455528,17.686474302845532,15.614693253861923,9.368935436067886,0.8255733513832093,15.082638339460912,17.775320924750034,25.8207918090676,38.71556249381277,-2.6926825852891216,8.045470884317567,-674.1970290937745,-671.5043465084854
NGC2841,50,64618.96899499078,11.6572961419124,2433.739734578335,37314.676893499534,160.33860904440098,335.710089883668,2367.796326139165,336.9212179648009,89.11592899716139,254.80530460546782,2437.6517575837634,37314.676893499534,168.16265505525726,343.5341358945243,2375.6203721500215,344.7452639756572,100.85199801344582,266.54137362175226,-34877.02513591577,-37146.51423844428,-36971.14275760501,2269.489102528506,2094.117621689239,-34939.056521349514,-36969.931629523875,-37213.82489548609,-37048.13551987778,2207.457717094764,176.58260892039996,243.8932659622114,165.68937560830642,3.320454241251178,5.3552274027846245,1.0798519179501453,1.0664330748720583,0.8429852583337148,179.493005357294,21.873104155889674,14.1,416.02966695768265,408.20562094682634,-36898.64722654185,247.8670119024254,315.1776689442368,18.222731193501307,1.1383793593504066,358.2906371226906,103.69240015671544,287.1035586425466,2379.5001691478337,254.59823696597516,183.41115848583115,-36956.38625637684,-37210.98449334282
NGC2903,34,23786.417113104188,7.2159519322144,687.7028602948939,25037.446570100597,456.3989039792079,310.8882757437206,662.0310116214938,592.674157275238,183.8372460632136,590.7353868893722,691.22922081951,25037.446570100597,463.4516250284402,317.94099679295294,669.0837326707261,599.7268783244704,194.41632763706207,601.3144684632207,-24346.217349281087,-24573.994945072158,-24719.505573307644,227.7775957910698,373.2882240265571,-24368.36283742987,-24437.71969177613,-24843.030242463534,-24436.132101637377,205.63210764228592,136.27525329603014,405.3105506874083,406.8981408261586,1.51159354021296,1.8294308702182278,0.5654428089491833,0.562651877577171,0.2188804751072328,84.74337339950746,10.243095411351046,6.6,1669.5456602814868,1662.4929392322545,-23367.90090981911,1206.0940352530465,1475.1293326444247,8.492514172841961,0.68474002990583,596.7866196891553,234.61609800845486,600.0828705382772,670.6752056010966,362.1705216807004,365.4667725298224,-24440.659950411442,-24802.830472092144
NGC2915,30,6657.980786374167,0.34,22.288913558413384,1769.9207412433232,26.790570698591566,15.758427090766165,9.610597299482858,22.284757727092238,18.401875873791884,4.373013358706713,25.690110940075538,1769.9207412433232,33.592965461915874,22.560821854090477,16.41299206280717,29.08715249041655,28.60546801877835,14.576605503693179,-1744.2306303032476,-1736.3277757814074,-1747.3599193892328,-7.902854521840336,3.129289085985061,-1753.507749180516,-1740.8335887529065,-1741.3152732245449,-1755.34413573963,-17.179973399108704,-4.505812971499324,0.48168447163820005,-14.028862515085171,1.30969529443372,1.16115493133176,0.48498304650711277,0.1014870686960404,0.10015916114650097,7.383810837334614,15.946351168139822,4.06,41.60420099642191,34.8018062330976,-1728.3165402469012,8.011235534506035,12.99873297764356,0.7345200162730465,1.0953238623216732,27.696419383370458,164.47847069137336,150.3208232836366,18.12107372209991,-136.7820513080029,-14.15764740773676,-1742.2243218599526,-1605.4422705519498
NGC2955,24,33562.5244825603,13.03381128533432,132.5689839176336,407.11490664568066,99.65263984660788,99.57799655853196,127.05382040456755,83.3638826132533,82.44398410529749,80.8652056361336,135.74703774798155,407.11490664568066,106.00874750730378,105.93410421922786,133.40992806526344,89.7199902739492,91.97814559634132,90.39936712717743,-271.3678688976991,-301.1061591383769,-301.18080242645283,29.73829024067777,29.81293352875369,-273.7049785804172,-317.3949163717315,-315.1367610493393,-316.71553951850325,27.401180557959663,-16.288757233354588,-2.2581553223921276,-1.5787784691638933,3.976335495521879,2.9340423780514286,0.5475856889399664,0.5471203438662915,0.15071959197323523,445.8741687633516,3.7058697101307136,97.9,118.94221221052072,112.58610454982482,-288.17269443515994,12.933464703216941,26.9640666141794,13.992813512097266,0.5477868353519177,86.93052874809958,171.06226447904248,90.80696334691528,138.51128159630665,-84.1317357309429,-80.2553011321272,-320.1843778975811,-236.05264216663818
NGC2976,27,5538.411048936216,1.63,19.13390324515738,447.0896519431511,48.36949567945326,7.599404853500244,14.573939214445645,10.0644856350452,15.361767461491258,9.449184272220624,22.42974011116171,447.0896519431511,54.96116941146192,14.191078585508901,21.165612946454303,16.65615936705386,25.249278059504245,19.33669487023361,-424.6599118319894,-392.1284825316892,-432.89857335764225,-32.5314293003002,8.238661525652809,-425.9240389966968,-430.43349257609725,-421.84037388364686,-427.7529570729175,-33.795556465007614,-38.30501004440806,-8.593118692450386,-5.912583189270634,9.988239021826347,9.948120564830836,0.7183502045460061,0.6856534919429501,0.8768713455529513,455.5239957126832,3.0019878731957577,3.58,16.940287389508505,10.348613657499847,-430.1493645536426,-38.02088202195341,-8.30899066999574,1.63,0.7320613071107075,15.478641059606217,29.428685231537948,32.75763527267829,36.56602761001172,-13.950044171931731,3.328950041140345,-431.6110108835449,-417.6609667116132
NGC2998,13,28616.46712588634,6.299302833049271,93.03344591803193,7590.740214084509,27.01719523950846,61.12090012588796,82.08210630158882,71.40430369241678,20.402808997902827,22.815807769786538,95.59839527549347,7590.740214084509,32.14709395443153,66.25079884081103,87.2120050165119,76.53420240733985,28.09765707028744,30.510655842171147,-7495.141818809016,-7558.593120130077,-7524.489415243698,63.45130132106194,29.347596434682444,-7503.528209067997,-7514.206011677169,-7562.642557014221,-7560.229558242338,55.06491106208036,44.387108452908315,48.43654533705241,2.412998771883707,4.818741793110427,9.982033179457442,0.7814470845875519,0.894438186291941,0.10060636974251837,87.36814751241926,11.44533727029339,68.1,27.58173386244803,22.451835147524957,-7563.1584802220605,-4.565360091983504,-0.5159232078394105,11.86421308253292,0.9204611871023187,77.18733655344904,163.27153843433632,50.80739307535883,93.9017493912521,-86.08420188088728,-112.46414535897749,-7513.5528775310595,-7427.468675650172
NGC3109,25,4423.85255318071,2.06,112.37224067988939,3717.7155006018884,240.660355321566,4.077724447533054,103.18550123101421,23.341239692669987,198.57623526253346,23.29722075141822,115.5911165047576,3717.7155006018884,247.0981069713024,10.515476097269456,109.62325288075061,29.77899134240639,208.23286273713805,32.95384822602282,-3602.1243840971306,-3470.617393630586,-3707.200024504619,-131.5069904665448,105.07564040748814,-3608.092247721138,-3687.936509259482,-3509.4826378647504,-3684.7616523758657,-137.4748540905518,-217.31911562889601,-178.45387139473166,-175.27901451111524,1.5288780914110596,1.9874976290172666,1.4989717219956211,1.4994360251911967,1.4997754221852135,57.16803769604532,3.00029287660196,1.33,29.810345544003606,23.372593894267204,-3687.9051550578847,-217.2877614272988,-178.42251719313444,2.06,1.4995034743845475,65.89140830221424,244.38998995800534,70.91758716953021,111.21251572040738,-178.4985816557911,-173.47240278847514,-3651.8240922996742,-3473.325510643883
NGC3198,43,13768.428731349886,0.7864863252978769,1202.0096097014869,32639.014020790153,57.117661216568806,69.94095411639445,75.50189814576913,453.0768033733447,55.5990554873556,77.56186147663416,1205.7708098171804,32639.014020790153,64.64006144795593,77.46335434778157,83.02429837715626,460.5992036047318,66.88265583443629,88.84546182371486,-31433.243210972974,-32574.373959342196,-32561.55066644237,1141.1307483692244,1128.3074554693987,-32555.989722412996,-32178.41481718542,-32572.131364955716,-32550.168558966438,18.384236929200327,395.9591421567759,393.7165477702955,21.962805989278564,4.3768399226196975,4.621512482944518,0.10000160151154552,0.5486372293109278,0.44891813443116313,45.50099274709707,9.765479546420273,13.8,1134.6677707720028,1127.1453705406157,-31504.34625001815,1070.0277093240468,1067.7851149375665,0.32,0.10000197056562887,596.7196850260178,67.06453871763478,92.36356570057852,88.88201747796107,529.6551463083831,25.299026982943744,-32042.294335764134,-32571.94948207252
NGC3521,41,28091.641522765443,7.290173012715343,117.11939379520322,617.0236557884083,11.983171490069111,29.175935206639945,103.01555364656059,6.293737093816265,8.648504171031126,5.699307855329728,120.83296586190752,617.0236557884083,19.41031562347773,36.60307934004856,110.44269777996921,13.720881227224881,19.789220371144047,16.84002405544265,-496.1906899265008,-597.6133401649306,-580.4205764483597,101.4226502384298,84.22988652185896,-506.5809580084391,-603.3027745611834,-597.2344354172642,-600.1836317329656,91.03238215649148,-5.689434396252848,-6.068339143919166,-2.9491963157013963,4.4711027736765425,2.82598018326099,0.6073732412475734,0.6045302533856123,0.5396100814987574,170.77761372453006,8.396466584036142,7.7,18.08428774796537,10.657143614556754,-598.9393680404429,-1.3260278755123593,-1.7049326231786779,8.060357000471937,0.5987871408462515,10.773924890356415,17.09919921768327,16.886918341270455,116.47835379801498,-6.325274327326856,-0.2122808764128159,-606.2497308980519,-599.924456570725
NGC3726,12,10717.136910886871,3.5,51.352933942264485,577.1951541212144,20.816921010775488,24.24457968471406,34.077614431501736,37.71507944987933,20.786285463666594,24.76954234492324,53.83784059205249,577.1951541212144,25.786734310351488,29.21439298429006,39.04742773107774,42.68489274945534,28.241005413030596,32.22426229428724,-523.357313529162,-551.4084198108629,-547.9807611369243,28.051106281701,24.623447607762426,-538.1477263901367,-534.510261371759,-548.9541487081838,-544.9708918269272,13.260693420726252,16.89815843910385,14.44388733642474,3.983256881256647,4.926815401034398,9.978223821102837,0.33657840735326017,0.6120981717672014,0.493934691649348,208.57702749151503,3.0029148383266175,18.0,37.98079070221477,33.010977402638765,-539.2143634189996,12.194056391863281,9.739785289184173,3.5,0.42519018173217793,53.40392174317021,26.55573859823651,44.68939129498953,45.93953419996478,26.8481831449337,18.133652696753018,-523.7912323780441,-550.6394155229779
NGC3741,21,2322.8415348013327,0.23,48.541715450370454,2576.163101584595,6.5376021578980135,23.077459664448728,44.0633432949789,9.009440066169079,6.53102681828008,8.12334001417043,51.586237888093876,2576.163101584595,12.62664703334486,29.166504539895573,50.152388170425745,15.098484941615926,15.66459413145035,17.2569073273407,-2524.5768636965013,-2563.5364545512502,-2546.9965970446997,38.95959085474902,22.419733348198303,-2526.0107134141695,-2561.064616642979,-2560.4985074531446,-2558.9061942572544,37.525741137080885,2.471837908271066,-0.5661091898344246,1.5923131958903483,1.7499300998926062,2.159572712798218,1.4998195132054373,1.4972518270183124,0.5255745765954056,12.59287781012441,4.116897956365157,3.21,259.0937143893998,253.00466951395293,-2317.0693871951953,246.46706735605494,243.42912025794945,0.23,1.4999709541589223,51.25806501441201,13.201247401967386,55.28862479618754,51.79448777172098,38.056817612444625,42.087377394220155,-2524.9050365701833,-2562.9618541826276
NGC3769,12,9430.44202351053,2.379592817215531,8.070586116618058,645.7786633470861,11.053852298964589,6.3476646809464805,3.006763138554742,5.112920903575683,4.924776737563683,2.3089871720549713,10.555492766406058,645.7786633470861,16.02366559854059,11.317477980522481,7.976576438130743,10.082734203151684,12.379496686927684,9.763707121418973,-635.2231705806801,-629.7549977485455,-634.4611853665637,-5.468172832134531,-0.7619852141164234,-637.8020869089553,-635.6959291439344,-633.3991666601584,-636.0149562256671,-8.047089160409847,-5.940931395388905,-2.296762483776,-2.6157895655087113,3.0445370988141067,2.840390406780301,0.3508056583441776,0.433931869327705,0.1373803490856646,28.71968294945042,8.0615581553406,18.0,9.961420464836628,4.991607165260628,-635.8172428822495,-6.062245133703961,-2.418076222091056,2.4201639105840616,0.5062438888845993,18.833279045712672,103.03960901124532,13.836114144113452,11.36113472003547,-84.20632996553265,-89.20349486713187,-626.9453843013735,-542.7390543358408
NGC3877,13,10490.029184879648,1.8041878434492515,49.5577685505804,413.6333851622524,61.96984535795315,45.61946966137366,27.807675992437385,4.848953173586759,39.0723995897749,1.510386846409871,52.122717908041935,413.6333851622524,67.09974407287622,50.74936837629673,32.93757470736046,9.978851888509833,46.76724766215951,9.205234918794481,-361.5106672542105,-346.5336410893762,-362.8840167859557,-14.977026164834285,1.3733495317452054,-380.69581045489196,-403.6545332737426,-366.8661375000929,-404.42815024345794,-34.16216936551576,-57.12089218436638,-36.78839577364968,-37.56201274336503,0.797555740797779,1.5777860358524725,0.12242599390444164,0.15955082061053136,0.10014882552760479,13.697397293655438,16.21837409134243,18.0,96.67427970180331,91.54438098688024,-316.9591054604491,29.574535628927094,49.9070320396438,4.07547677403774,0.7539973723249298,116.10044873063045,182.65646579754258,83.14343370349846,36.31757338834935,-66.55601706691213,-99.51303209404412,-297.532936431622,-230.97691936470983
