name,type,source,redshift,M500_Msun,M_bar_Msun,M_gas_Msun,M_star_Msun,sigma_kms,sigma2_kms2,Q1_MOND_kms2,Q1_cluster_kms2,IRS_closure,Q1_ref_kms2
PSZ2 G077.70+26.70,cluster,PSZ2_Planck2016,0.0501,131754500000000.0,17786857500000.0,16469312500000.0,1317545000000.0,486.2085500363779,236398.754128477,532224.8830532976,159899.258706727,0.3004355185150456,532224.8830532976
PSZ2 G077.90-26.63,cluster,PSZ2_Planck2016,0.147,506157700000000.0,68331289500000.0,63269712500000.0,5061577000000.0,764.225356148041,584040.3949796001,1043170.676628721,290154.3519690501,0.2781465760778091,1043170.676628721
PSZ2 G078.36-47.22,cluster,PSZ2_Planck2016,0.1696,370037300000000.0,49955035500000.0,46254662500000.0,3700373000000.0,687.8787402199448,473177.1612465783,891939.0913387992,258325.5490646283,0.2896224098406563,891939.0913387992
PSZ2 G078.67+20.06,cluster,PSZ2_Planck2016,0.45,519619000000000.0,70148564999999.99,64952374999999.99,5196189999999.999,770.9950073111086,594433.3012986564,1056951.2531304157,292731.33809015644,0.2769582203750287,1056951.2531304157
PSZ2 G079.35+28.35,cluster,PSZ2_Planck2016,0.204,377462900000000.0,50957491500000.0,47182862500000.0,3774629000000.0,692.4862484977928,479537.2043585468,900843.9842404516,260374.1291661968,0.2890335437891964,900843.9842404516
PSZ2 G079.88+14.97,cluster,PSZ2_Planck2016,0.0998,232196800000000.0,31346568000000.0,29024600000000.0,2321968000000.0,588.17842682509,345953.8617824378,706546.1947129978,211135.4074712378,0.2988274638673865,706546.1947129978
PSZ2 G080.16+57.65,cluster,PSZ2_Planck2016,0.0878,251272400000000.0,33921774000000.0,31409050000000.0,2512724000000.0,603.990415199941,364804.4216533972,734995.771493484,218910.2638567972,0.2978388071702503,734995.771493484
PSZ2 G080.37+14.64,cluster,PSZ2_Planck2016,0.098,309660800000000.0,41804208000000.0,38707600000000.0,3096608000000.0,647.9166967782384,419796.0459640237,815934.9990335631,240000.3277768237,0.2941414794819353,815934.9990335631
PSZ2 G080.41-33.24,cluster,PSZ2_Planck2016,0.1072,377404800000000.0,50949648000000.0,47175600000000.0,3774048000000.0,692.4504327118434,479487.6017628192,900774.6515329498,260358.2606796192,0.2890381742387379,900774.6515329498
PSZ2 G080.55-24.82,cluster,PSZ2_Planck2016,0.266227,427997300000000.0,57779635500000.0,53499662500000.0,4279973000000.0,722.3465184307851,521784.4926890765,959252.5475415548,273280.0583671265,0.2848885406325054,959252.5475415548
PSZ2 G080.64+64.31,cluster,PSZ2_Planck2016,0.50208,522570700000000.0,70547044500000.0,65321337500000.0,5225707000000.0,772.4638009725007,596700.3238128832,1059949.012100443,293284.5401228332,0.2766968380315269,1059949.012100443
PSZ2 G080.65-46.81,cluster,PSZ2_Planck2016,0.042,195579200000000.0,26403192000000.0,24447400000000.0,1955792000000.0,555.2209100583177,308270.25896598655,648445.9457537181,194712.77049318652,0.3002760241902092,648445.9457537181
PSZ2 G080.70+48.31,cluster,PSZ2_Planck2016,0.2354,319821500000000.0,43175902500000.0,39977687500000.0,3198215000000.0,654.9835163186336,429003.4066491218,829213.3291486619,243308.1675868718,0.2934204733981686,829213.3291486619
PSZ2 G081.00-50.93,cluster,PSZ2_Planck2016,0.2998,748399900000000.0,101033986500000.0,93549987500000.0,7483999000000.0,871.5460285834355,759592.4799395585,1268467.3906628797,325055.4074017086,0.2562583869277398,1268467.3906628797
PSZ2 G081.02+50.57,cluster,PSZ2_Planck2016,0.500574,469120800000000.0,63331307999999.99,58640099999999.99,4691207999999.999,744.9601704279559,554965.6555240491,1004279.947544483,282584.0329468491,0.2813797424092573,1004279.947544483
PSZ2 G081.22-41.95,cluster,PSZ2_Planck2016,0.0768,223784400000000.0,30210894000000.0,27973050000000.0,2237844000000.0,580.9305473066181,337480.30079396686,693629.1734454909,207546.26678936687,0.2992179030740796,693629.1734454909
PSZ2 G081.31-68.56,cluster,PSZ2_Planck2016,0.0765,276198400000000.0,37286784000000.0,34524800000000.0,2761984000000.0,623.4931798986827,388743.7453801711,770589.3913364345,228377.01607457112,0.2963666754852366,770589.3913364345
PSZ2 G081.56+26.51,cluster,PSZ2_Planck2016,0.2764,401478600000000.0,54199611000000.0,50184825000000.0,4014786000000.0,706.9878737119985,499831.8535758128,929059.753733031,266724.7466259127,0.287091056903706,929059.753733031
PSZ2 G081.72+70.15,cluster,PSZ2_Planck2016,0.250479,416048100000000.0,56166493500000.0,52006012500000.0,4160481000000.0,715.5065742624412,511949.65781277424,945767.134390804,270383.1859186243,0.2858876948529046,945767.134390804
PSZ2 G082.31-67.00,cluster,PSZ2_Planck2016,0.3939,590128500000000.0,79667347500000.0,73766062500000.0,5901285000000.0,804.6730422281169,647498.7048886528,1126382.1025542903,304857.4100259028,0.2706518590224218,1126382.1025542903
PSZ2 G082.88-75.10,cluster,PSZ2_Planck2016,0.378,506240800000000.0,68342507999999.99,63280099999999.99,5062407999999.999,764.2675114520412,584104.8290610958,1043256.3059943058,290170.5364038959,0.2781392594865174,1043256.3059943058
PSZ2 G083.14+66.57,cluster,PSZ2_Planck2016,0.089,207491200000000.0,28011312000000.0,25936400000000.0,2074912000000.0,566.3609366874133,320764.7106054441,667901.2984970305,200290.85882464412,0.2998809244350266,667901.2984970305
PSZ2 G083.29-31.03,cluster,PSZ2_Planck2016,0.412,826616900000000.0,111593281500000.0,103327112500000.0,8266169000000.0,901.146989510588,812065.896703996,1333105.7039810466,332114.352300646,0.2491282959099602,1333105.7039810466
PSZ2 G083.85-55.43,cluster,PSZ2_Planck2016,0.302061,491615400000000.0,66368079000000.0,61451925000000.0,4916154000000.0,756.7763630319961,572710.4636439355,1028075.9175585776,287267.99267283553,0.2794229373206454,1028075.9175585776
PSZ2 G083.86+85.09,cluster,PSZ2_Planck2016,0.1832,465785700000000.0,62881069500000.0,58223212500000.0,4657857000000.0,743.1764598013037,552311.2504027989,1000703.73839164,281866.05859024887,0.2816678381188743,1000703.73839164
PSZ2 G084.10+58.72,cluster,PSZ2_Planck2016,0.731,539607700000000.0,72847039500000.0,67450962500000.0,5396077000000.0,780.8356844726591,609704.366145886,1077088.8143595555,296396.53396033606,0.2751830025610056,1077088.8143595555
PSZ2 G084.13-35.41,cluster,PSZ2_Planck2016,0.3137,549604300000000.0,74196580500000.0,68700537500000.0,5496043000000.0,785.6665060664926,617271.8587547301,1087019.9320295914,298159.7856822801,0.2742910013853945,1087019.9320295914
PSZ2 G084.19-47.48,cluster,PSZ2_Planck2016,0.0424,148258500000000.0,20014897500000.0,18532312500000.0,1482585000000.0,505.87589329192434,255910.4194139024,564575.7856161218,169828.3467561524,0.3008069971878419,564575.7856161218
PSZ2 G084.41-12.43,cluster,PSZ2_Planck2016,0.273,523412800000000.0,70660728000000.0,65426600000000.0,5234128000000.0,772.8818274804266,597346.319249484,1060802.699231021,293441.594194284,0.2766222167486948,1060802.699231021
PSZ2 G084.47+12.63,cluster,PSZ2_Planck2016,0.185,486670400000000.06,65700504000000.01,60833800000000.01,4866704000000.001,754.2100851900055,568832.8526023154,1022892.3082996664,286261.5549487153,0.2798550273826599,1022892.3082996664
PSZ2 G084.50+31.35,cluster,PSZ2_Planck2016,0.3236,418979200000000.0,56562192000000.0,52372400000000.0,4189792000000.0,717.1963418122583,514370.59270888567,949092.7987484016,271102.2611360857,0.2856435761535613,949092.7987484016
PSZ2 G084.62-15.86,cluster,PSZ2_Planck2016,0.3673,574265600000000.0,77525856000000.0,71783200000000.0,5742656000000.0,797.3395366684168,635750.3367346056,1111140.1672760642,302319.3826642056,0.272080329347948,1111140.1672760642
PSZ2 G084.69+42.28,cluster,PSZ2_Planck2016,0.13,269900500000000.0,36436567500000.0,33737562500000.0,2699005000000.0,618.6796591753904,382764.5206773772,761753.2067658502,226054.4875166272,0.2967555443269862,761753.2067658502
PSZ2 G084.81-62.18,cluster,PSZ2_Planck2016,0.0786,311656600000000.0,42073641000000.0,38957075000000.0,3116566000000.0,649.3168071130143,421612.31599943945,818560.1740901757,240657.7934225395,0.29400134655956,818560.1740901757
PSZ2 G084.82+20.66,cluster,PSZ2_Planck2016,0.367,448742000000000.0,60580170000000.0,56092750000000.0,4487420000000.0,733.9260379838073,538647.429230609,982224.5984067085,278098.1760776089,0.2831309422801252,982224.5984067085
PSZ2 G084.85+35.05,cluster,PSZ2_Planck2016,0.1138,242870600000000.0,32787531000000.0,30358825000000.0,2428706000000.0,597.127922479541,356561.75580473273,722603.2648643688,215545.86372683276,0.2982907415555204,722603.2648643688
PSZ2 G085.23+39.42,cluster,PSZ2_Planck2016,0.2565,388094100000000.0,52392703500000.0,48511762500000.0,3880941000000.0,698.9791860184545,488571.9024870212,913441.979510756,263236.1240038712,0.2881804536122391,913441.979510756
PSZ2 G085.72+10.66,cluster,PSZ2_Planck2016,0.0805,223801500000000.0,30213202500000.0,27975187500000.0,2238015000000.0,580.9454621526907,337497.62999580335,693655.6740243747,207553.66736355337,0.299217140630295,693655.6740243747
PSZ2 G085.82+35.44,cluster,PSZ2_Planck2016,0.0276,101023900000000.02,13638226500000.002,12627987500000.002,1010239000000.0,444.7007950116785,197758.7970840189,466041.41453422833,139102.1487301689,0.2984759388158465,466041.41453422833
PSZ2 G085.98+26.69,cluster,PSZ2_Planck2016,0.179,392519900000000.0,52990186500000.0,49064987500000.0,3925199000000.0,701.6474034727489,492309.07880005054,918635.6310791484,264403.58568220056,0.2878220447116751,918635.6310791484
PSZ2 G086.43-24.95,cluster,PSZ2_Planck2016,0.231476,381016500000000.0,51437227500000.0,47627062500000.0,3810165000000.0,694.6699446695716,482566.3320272256,905074.5191840952,261339.96027247567,0.288749660644593,905074.5191840952
PSZ2 G086.47+15.31,cluster,PSZ2_Planck2016,0.26,757795700000000.0,102302419500000.0,94724462500000.0,7577957000000.0,875.2072688980522,765987.7635319876,1276405.0533184991,325995.28750443755,0.2554011257295551,1276405.0533184991
PSZ2 G086.54-26.67,cluster,PSZ2_Planck2016,0.165,345473000000000.0,46638855000000.0,43184125000000.0,3454730000000.0,672.1845707017193,451832.09708945465,861825.8219843112,251243.04561995468,0.2915241562865684,861825.8219843112
PSZ2 G086.58+73.11,cluster,PSZ2_Planck2016,0.2219,383149600000000.0,51725196000000.0,47893700000000.0,3831496000000.0,695.9742514554766,484380.158689011,907604.4882070908,261915.26321261103,0.2885786337725217,907604.4882070908
PSZ2 G086.62+30.26,cluster,PSZ2_Planck2016,0.2263,433296600000000.0,58495041000000.0,54162075000000.0,4332966000000.0,725.3393730130299,526117.2060429354,965172.828593334,274535.8842060354,0.2844422015134332,965172.828593334
PSZ2 G086.73-61.16,cluster,PSZ2_Planck2016,0.354699,437210400000000.0,59023404000000.0,54651300000000.0,4372104000000.0,727.5341785761816,529305.9809965193,969522.0452353394,275452.2227329193,0.2841113557825874,969522.0452353394
PSZ2 G086.93+53.18,cluster,PSZ2_Planck2016,0.6752,544755100000000.0,73541938500000.0,68094387500000.0,5447551000000.0,783.3304996168213,613606.6716299389,1082213.8782653976,297310.1483352889,0.2747240211073857,1082213.8782653976
PSZ2 G087.03-57.37,cluster,PSZ2_Planck2016,0.2779,732930000000000.0,98945550000000.0,91616250000000.0,7329300000000.0,865.450827557911,749005.134920673,1255288.9209899823,323450.218925673,0.2576699383840529,1255288.9209899823
PSZ2 G087.03+22.49,cluster,PSZ2_Planck2016,0.1094,179542500000000.0,24238237500000.0,22442812500000.0,1795425000000.0,539.4877654474751,291047.04906750994,621292.4565909336,186800.81340376,0.3006648663155295,621292.4565909336
PSZ2 G087.25-41.86,cluster,PSZ2_Planck2016,0.0481,169815000000000.0,22925025000000.0,21226875000000.0,1698150000000.0,529.4846212922727,280353.9641850214,604227.4778032139,181755.72416252145,0.3008067836029728,604227.4778032139
PSZ2 G087.39+50.92,cluster,PSZ2_Planck2016,0.748,515769700000000.0,69628909500000.0,64471212500000.0,5157697000000.0,769.0712123352855,591470.5296428658,1053029.0665596873,292003.55277431576,0.2772986634911322,1053029.0665596873
PSZ2 G087.44-21.56,cluster,PSZ2_Planck2016,0.257701,414640000000000.0,55976400000000.0,51830000000000.0,4146400000000.0,714.6919984764382,510784.6526862452,944165.3203037124,270035.75392624526,0.2860047367969224,944165.3203037124
PSZ2 G088.53+41.18,cluster,PSZ2_Planck2016,0.1329,256152200000000.0,34580547000000.0,32019025000000.0,2561522000000.0,607.9064570453796,369550.260517466,742098.3940001071,220822.785925166,0.2975653736896972,742098.3940001071
PSZ2 G088.83-12.99,cluster,PSZ2_Planck2016,0.292,783102800000000.0,105718878000000.0,97887850000000.0,7831028000000.0,884.9210114863449,783085.1965700159,1297543.2268208344,328398.8741798159,0.2530928198703945,1297543.2268208344
PSZ2 G088.98+55.07,cluster,PSZ2_Planck2016,0.702346,491540200000000.0,66357927000000.0,61442525000000.0,4915402000000.0,756.7374655709266,572651.5917987094,1027997.2846824416,287252.7835644094,0.2794295158601947,1027997.2846824416
PSZ2 G089.39+69.36,cluster,PSZ2_Planck2016,0.68,574976300000000.0,77621800500000.0,71872037500000.0,5749763000000.0,797.6709559219717,636278.9539214721,1111827.5174695242,302435.35215102206,0.2720164300658371,1111827.5174695242
PSZ2 G089.46-58.09,cluster,PSZ2_Planck2016,0.27,518341300000000.0,69976075500000.0,64792662500000.0,5183413000000.0,770.3574935036589,593450.66779724,1055650.975610067,292490.56467929,0.2770712777585016,1055650.975610067
PSZ2 G089.52+62.34,cluster,PSZ2_Planck2016,0.070077,182838200000000.0,24683157000000.0,22854775000000.0,1828382000000.0,542.7950630807068,294626.48050478846,626968.7793438481,188466.6905634885,0.3005998014139198,626968.7793438481
PSZ2 G089.81-39.56,cluster,PSZ2_Planck2016,0.2502,606233600000000.0,81841536000000.0,75779200000000.0,6062336000000.0,811.9858088746637,659320.9538138419,1141648.5993108384,307328.69163144194,0.269197274727935,1141648.5993108384
PSZ2 G089.99-43.91,cluster,PSZ2_Planck2016,0.523709,627730500000000.0,84743617500000.0,78466312500000.0,6277305000000.0,821.5484933643744,674941.9269492736,1161713.568630241,310468.1024435236,0.2672501301758848,1161713.568630241
PSZ2 G090.04+34.09,cluster,PSZ2_Planck2016,0.267,357405900000000.0,48249796500000.0,44675737500000.0,3574059000000.0,679.8979553829433,462261.2297339068,876583.5276828096,254743.6799670568,0.2906097045200642,876583.5276828096
PSZ2 G090.62+33.52,cluster,PSZ2_Planck2016,0.307,438551500000000.0,59204452500000.0,54818937500000.0,4385515000000.0,728.2832472017957,530396.4881547919,971007.8635761568,275764.05839754187,0.2839977602054852,971007.8635761568
PSZ2 G090.66-52.34,cluster,PSZ2_Planck2016,0.196717,431893200000000.0,58305582000000.0,53986650000000.0,4318932000000.0,724.5491597553171,524971.484902136,963608.516623642,274205.00727833604,0.2845605892308989,963608.516623642
PSZ2 G091.40-51.01,cluster,PSZ2_Planck2016,0.099,268252800000000.0,36214128000000.0,33531600000000.0,2682528000000.0,617.4080258675183,381192.6704056261,759424.4555453972,225439.32729042607,0.2968555010893374,759424.4555453972
PSZ2 G091.79-27.00,cluster,PSZ2_Planck2016,0.361735,631287100000000.0,85223758500000.0,78910887500000.0,6312871000000.0,823.1095517226181,677509.3341370093,1164999.9427777815,310970.4712043594,0.2669274562047559,1164999.9427777815
PSZ2 G091.83+26.11,cluster,PSZ2_Planck2016,0.822,743143000000000.0,100324305000000.0,92892875000000.0,7431430000000.0,869.4842540819479,756002.8680964414,1264004.564563571,324518.0647219414,0.2567380481208858,1264004.564563571
PSZ2 G092.16-66.01,cluster,PSZ2_Planck2016,0.232,595735300000000.0,80424265500000.0,74466912500000.0,5957353000000.0,807.233763622608,651626.3491323205,1131720.3207472635,305729.62564337056,0.2701459185971851,1131720.3207472635
PSZ2 G092.30-55.75,cluster,PSZ2_Planck2016,0.349,513687800000000.0,69347853000000.0,64210975000000.0,5136878000000.0,768.0267499776037,589865.0886811606,1050901.6461322878,291606.90771346056,0.277482587249419,1050901.6461322878
PSZ2 G092.71+73.46,cluster,PSZ2_Planck2016,0.2279,812601900000000.0,109701256500000.0,101575237500000.0,8126019000000.0,895.9841975881748,802787.6823277253,1321756.2215697395,330973.5482468754,0.250404380812224,1321756.2215697395
PSZ2 G093.42-43.21,cluster,PSZ2_Planck2016,0.0428,181996100000000.0,24569473500000.0,22749512500000.0,1819961000000.0,541.9537896628343,293713.91012990766,625523.2943934221,188043.06155375764,0.3006172004131443,625523.2943934221
PSZ2 G093.92+34.92,cluster,PSZ2_Planck2016,0.0809,538281400000000.0,72667989000000.0,67285175000000.0,5382814000000.0,780.1903018106689,608696.9070394225,1075764.313451168,296159.15314932255,0.2753011504901217,1075764.313451168
PSZ2 G093.93-82.22,cluster,PSZ2_Planck2016,0.352,700699000000000.0,94594365000000.0,87587375000000.0,7006990000000.0,852.4717214307456,726708.0358390986,1227377.6068714987,319867.13141059864,0.2606102063617715,1227377.6068714987
PSZ2 G093.94-38.82,cluster,PSZ2_Planck2016,0.0422,221941100000000.0,29962048500000.0,27742637500000.0,2219411000000.0,579.3183389193493,335609.7378082741,690766.5734919969,206745.9634146241,0.2992993166555119,690766.5734919969
PSZ2 G094.00+27.41,cluster,PSZ2_Planck2016,0.3315,677659200000000.0,91483992000000.0,84707400000000.0,6776592000000.0,842.9488216316716,710562.7158902237,1207030.14346876,317099.21469742374,0.2627102698414348,1207030.14346876
PSZ2 G094.44+36.13,cluster,PSZ2_Planck2016,0.453,408583100000000.0,55158718500000.0,51072887500000.0,4085831000000.0,711.1670264624051,505758.53952737927,937243.9510906629,268526.4071307293,0.2865064179056556,937243.9510906629
PSZ2 G094.46-69.65,cluster,PSZ2_Planck2016,0.352111,545052700000000.0,73582114500000.0,68131587500000.0,5450527000000.0,783.4742593254583,613831.9150255756,1082509.444911639,297362.59877252555,0.274697463537418,1082509.444911639
PSZ2 G094.56+51.03,cluster,PSZ2_Planck2016,0.5392,586725000000000.0,79207875000000.0,73340625000000.0,5867250000000.0,803.110717378009,644986.8243674202,1123129.264394593,304321.6747799202,0.2709587261480187,1123129.264394593
PSZ2 G094.61-41.24,cluster,PSZ2_Planck2016,0.0416,176430400000000.0,23818104000000.0,22053800000000.0,1764304000000.0,536.3275011630394,287647.18850379006,615884.3321848571,185207.9050101901,0.3007186501289338,615884.3321848571
PSZ2 G094.69+26.36,cluster,PSZ2_Planck2016,0.1623,307261500000000.0,41480302500000.0,38407687500000.0,3072615000000.0,646.2255654893968,417607.4814920907,812767.85664113,239204.84846984068,0.2943089426031021,812767.85664113
PSZ2 G095.22+67.41,cluster,PSZ2_Planck2016,0.0625,150190800000000.0,20275758000000.0,18773850000000.0,1501908000000.0,508.0817050330556,258147.0189892969,568243.0227706,170943.0114070969,0.30082729493734,568243.0227706
PSZ2 G095.29+44.13,cluster,PSZ2_Planck2016,0.330785,403495600000000.0,54471906000000.0,50436950000000.0,4034956000000.0,708.1793125987664,501517.9387928613,931390.5950466162,267239.7182774613,0.2869255065476433,931390.5950466162
PSZ2 G095.39+14.43,cluster,PSZ2_Planck2016,0.119,317910000000000.0,42917850000000.0,39738750000000.0,3179100000000.0,653.6655628772885,427278.6680916824,826731.6061560946,242693.28702668243,0.2935575284887072,826731.6061560946
PSZ2 G095.49+16.41,cluster,PSZ2_Planck2016,0.3,471810800000000.0,63694458000000.0,58976350000000.0,4718108000000.0,746.3927375455628,557102.1186607594,1007155.1679730992,283158.6242485594,0.2811469704498627,1007155.1679730992
PSZ2 G095.65-50.01,cluster,PSZ2_Planck2016,0.488066,600024600000000.0,81003321000000.0,75003075000000.0,6000246000000.0,809.1819766271125,654775.4712981608,1135787.2121641105,306388.2880092609,0.2697585293511745,1135787.2121641105
PSZ2 G096.14+56.24,cluster,PSZ2_Planck2016,0.139773,277125000000000.03,37411875000000.01,34640625000000.004,2771250000000.0005,624.1952153315584,389619.6668428106,771880.909083912,228714.9336553105,0.2963085768331222,771880.909083912
PSZ2 G096.77-50.29,cluster,PSZ2_Planck2016,0.04,147199000000000.0,19871865000000.0,18399875000000.0,1471990000000.0,504.65831221578514,254680.0120884849,562554.8540914957,169213.1079099849,0.3007939700089469,562554.8540914957
PSZ2 G096.78-50.20,cluster,PSZ2_Planck2016,0.068723,200292900000000.0,27039541500000.0,25036612500000.0,2002929000000.0,559.6815936693342,313243.48629224574,656213.5955496747,196949.12225489572,0.3001295974215866,656213.5955496747
PSZ2 G096.83+52.49,cluster,PSZ2_Planck2016,0.3179,492427900000000.0,66477766500000.0,61553487500000.0,4924279000000.0,757.1963797549405,573346.357513988,1028925.1249216406,287432.13157413807,0.2793518445727797,1028925.1249216406
PSZ2 G096.88+24.18,cluster,PSZ2_Planck2016,0.3,468963900000000.0,63310126499999.99,58620487499999.99,4689638999999.999,744.8764447225244,554840.917902468,1004111.9900576944,282550.39483861806,0.2813933083523713,1004111.9900576944
PSZ2 G096.99-53.64,cluster,PSZ2_Planck2016,0.0562,185620200000000.0,25058727000000.0,23202525000000.0,1856202000000.0,545.5561770861784,297631.5423568857,631720.6371712171,189856.46340258568,0.3005386435572918,631720.6371712171
PSZ2 G097.15+39.20,cluster,PSZ2_Planck2016,0.2058,294487300000000.0,39755785500000.0,36810912500000.0,2944873000000.0,637.0708967007976,405859.3274231583,795693.355964637,234873.6695662083,0.2951811370618593,795693.355964637
PSZ2 G097.52+51.70,cluster,PSZ2_Planck2016,0.7,517936700000000.0,69921454500000.0,64742087500000.0,5179367000000.0,770.155399124606,593139.3388007812,1055238.8921377556,292414.1551417312,0.2771070677174758,1055238.8921377556
PSZ2 G097.72+38.12,cluster,PSZ2_Planck2016,0.1709,658515100000000.0,88899538500000.0,82314387500000.0,6585151000000.0,834.8712120693799,697009.9407421955,1189858.494945054,314661.91560754547,0.2644532244332769,1189858.494945054
PSZ2 G097.78+46.95,cluster,PSZ2_Planck2016,0.3378,342800500000000.0,46278067500000.0,42850062500000.0,3428005000000.0,670.4329092367657,449480.2857876733,858485.9066569653,250442.94527692333,0.2917263327620305,858485.9066569653
PSZ2 G097.94+19.43,cluster,PSZ2_Planck2016,0.245,398387500000000.0,53782312500000.0,49798437500000.0,3983875000000.0,705.1542282796306,497242.4856606414,925476.2928406508,265930.1378293914,0.2873440842154337,925476.2928406508
PSZ2 G098.10+30.30,cluster,PSZ2_Planck2016,0.077,239732600000000.0,32363901000000.0,29966575000000.0,2397326000000.0,594.5244258356217,353459.29291517567,717919.9044086493,214265.39110427565,0.2984530583265637,717919.9044086493
PSZ2 G098.30-41.15,cluster,PSZ2_Planck2016,0.436,704944800000000.0,95167548000000.0,88118100000000.0,7049448000000.0,854.2038322248836,729664.1869876771,1231090.563157063,320358.07979447715,0.2602230001446333,1231090.563157063
PSZ2 G098.44+56.59,cluster,PSZ2_Planck2016,0.131838,282818000000000.0,38180430000000.0,35352250000000.0,2828180000000.0,628.4746514462252,394980.3875104542,779769.0077558428,230770.17612345424,0.2959468430113752,779769.0077558428
PSZ2 G098.64+23.20,cluster,PSZ2_Planck2016,0.2471,339097200000000.0,45778122000000.0,42387150000000.0,3390972000000.0,667.9905683453687,446211.3993983687,853836.1702625576,249324.27448856877,0.2920048168162057,853836.1702625576
PSZ2 G098.97+24.86,cluster,PSZ2_Planck2016,0.0928,258325400000000.03,34873929000000.004,32290675000000.004,2583254000000.0005,609.634515302159,371654.2422476984,745239.7335231713,221664.96101159835,0.2974411468423218,745239.7335231713
PSZ2 G099.24+42.54,cluster,PSZ2_Planck2016,0.2231,280226100000000.0,37830523500000.0,35028262500000.0,2802261000000.0,626.5334778854801,392544.1989112754,776187.6670838019,229838.90039012543,0.29611253841954,776187.6670838019
PSZ2 G099.30+20.92,cluster,PSZ2_Planck2016,0.1706,392102100000000.0,52933783500000.0,49012762500000.0,3921021000000.0,701.3963775966769,491956.87850574014,918146.6009022484,264293.9690505902,0.2878559576334243,918146.6009022484
PSZ2 G099.38+25.19,cluster,PSZ2_Planck2016,0.35,424414700000000.0,57295984500000.0,53051837500000.0,4244147000000.0,720.3092276384265,518845.3834210665,955229.3444919616,272421.0836850165,0.2851891906962966,955229.3444919616
PSZ2 G099.48+55.60,cluster,PSZ2_Planck2016,0.1051,281194200000000.03,37961217000000.01,35149275000000.004,2811942000000.0005,627.2599145308047,393455.00037719245,777527.2628748997,230187.60218189243,0.2960508437103233,777527.2628748997
PSZ2 G099.48+37.72,cluster,PSZ2_Planck2016,0.1668,250628200000000.0,33834807000000.0,31328525000000.0,2506282000000.0,603.4696819824354,364175.65707198175,734052.9935766777,218655.53564568172,0.2978743191009702,734052.9935766777
PSZ2 G099.57-58.64,cluster,PSZ2_Planck2016,0.0924,223877400000000.0,30223449000000.0,27984675000000.0,2238773999999.9995,581.011654004509,337574.54208905523,693773.2871829491,207586.5102849553,0.2992137548677546,693773.2871829491
PSZ2 G099.86+58.45,cluster,PSZ2_Planck2016,0.6305,684608200000000.0,92422107000000.0,85576025000000.0,6846082000000.0,845.8433564345784,715450.9836245131,1213203.0541238426,317952.7436282132,0.2620771045271016,1213203.0541238426
PSZ2 G100.04+23.73,cluster,PSZ2_Planck2016,0.2103,370340200000000.0,49995927000000.0,46292525000000.0,3703402000000.0,688.0678817711346,473437.4099250161,892304.0722281826,258409.92749071607,0.2895985074296901,892304.0722281826
PSZ2 G100.14+41.67,cluster,PSZ2_Planck2016,0.2339,404427000000000.0,54597645000000.0,50553375000000.0,4044270000000.0,708.7281546944259,502295.59725656617,932464.952685549,267476.5858760662,0.2868489428001763,932464.952685549
PSZ2 G100.22-29.64,cluster,PSZ2_Planck2016,0.485,764337800000000.0,103185603000000.0,95542225000000.0,7643378000000.0,877.738749629342,770425.3126008807,1281902.857379727,326634.35265818075,0.2548042940834359,1281902.857379727
PSZ2 G100.45-38.42,cluster,PSZ2_Planck2016,0.0565,184404500000000.0,24894607500000.0,23050562500000.0,1844045000000.0,544.3530079642914,296320.19727977185,629648.5448855672,189250.97988302185,0.3005660561280523,629648.5448855672
PSZ2 G100.80+24.61,cluster,PSZ2_Planck2016,0.0877,224096800000000.0,30253068000000.0,28012100000000.0,2240968000000.0,581.2029074383076,337796.819614742,694113.1530761778,207681.399453542,0.2992039533225057,694113.1530761778
PSZ2 G100.96-24.07,cluster,PSZ2_Planck2016,0.424012,569810000000000.0,76924350000000.0,71226250000000.0,5698100000000.0,795.2555349894155,632431.3659313015,1106821.2279225772,301587.4290163015,0.2724807054725171,1106821.2279225772
PSZ2 G101.36+32.39,cluster,PSZ2_Planck2016,0.3059,331278400000000.0,44722584000000.0,41409800000000.0,3312784000000.0,662.7752563685726,439271.0404544272,843935.0157285166,246923.6789288272,0.2925861284659143,843935.0157285166
PSZ2 G101.52-29.98,cluster,PSZ2_Planck2016,0.227,487861900000000.0,65861356499999.99,60982737499999.99,4878618999999.999,754.8300086285246,569768.3419261386,1024143.7005398362,286505.23375528865,0.2797510091643086,1024143.7005398362
PSZ2 G101.55-59.03,cluster,PSZ2_Planck2016,0.369455,572079800000000.0,77230773000000.0,71509975000000.0,5720798000000.0,796.3185270864119,634123.1965810725,1109023.511083678,301961.3649853726,0.2722767930233618,1109023.511083678
PSZ2 G101.68-49.21,cluster,PSZ2_Planck2016,0.0726,239946200000000.03,32392737000000.004,29993275000000.004,2399462000000.0005,594.702358101123,353670.8947310363,718239.6639008323,214352.97216773627,0.2984421258547092,718239.6639008323
PSZ2 G102.90-31.04,cluster,PSZ2_Planck2016,0.5915,672871700000000.0,90837679500000.0,84108962500000.0,6728717000000.0,840.9431520877653,707185.3850433063,1202758.8967781332,316501.60928175633,0.2631463463954237,1202758.8967781332
PSZ2 G103.40-32.99,cluster,PSZ2_Planck2016,0.0309,151193300000000.0,20411095500000.0,18899162500000.0,1511933000000.0,509.2186879910771,259303.67219935392,570136.3350970047,171517.59156340393,0.3008361000781004,570136.3350970047
