r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1291.2267421229915,364.9382423049602,926.2884998180313,2440.5730412878124,878.7327668906846,3319.305808178497,2430535663974.4805,7024538888870.258,8678618113963.741,17901925601172.656,0.3923901286021499,0.48478684959986945,0.26473389849334134,0.9976723575140058,0.28006021604566195,686940088935.8893,2440.5730412878124,494.436910583651,181.67831047672067,112.74047660277799,89.87706922753497
137.2142635848495,906.236055672568,444.4121412698142,461.82391440275387,2406.4644619653213,761.5823202386908,3168.0467822040123,3967167253591.2173,14501781221642.385,17835707766335.71,36000501081297.69,0.40282164931243364,0.4954294309975976,0.24039490973326394,0.9990649259830973,0.2224283614401392,1945472465929.9707,2406.4644619653213,395.5937357309892,168.66475183025668,112.59522531672089,84.7286073607241
184.4519608845518,747.4625342764962,471.01792500971357,276.44460926678266,2256.8359854880064,577.0440977421761,2833.880083230182,5912846941892.273,23765682560016.98,28330424299179.094,56982892139339.58,0.41706697690778916,0.49717420853092276,0.20362332942628808,0.9994981921586822,0.20871014424106613,3726015378370.657,2256.8359854880064,320.7262649610011,130.43454084044458,76.70271417126898,49.18057776946134
231.68965818425403,653.0508614953163,469.65732456599756,183.39353692931874,2108.6882923961066,425.43252960589876,2534.1208220020053,8150813563292.695,34469629061160.26,39779508332489.5,79600131301643.6,0.4330348266705501,0.49974174265800647,0.16788170710416195,0.9996874250539008,0.20489980658296883,5861854744984.128,2108.6882923961066,260.12284170546997,93.51094397897383,46.6612126383146,25.137531283140344
278.9273554839564,586.4442160463948,455.0909937562362,131.35322229015867,1990.7993393628878,323.67723399813394,2314.4765733610216,10608392528185.293,46620651254499.836,52475760839923.445,103071563828058.17,0.452313417231851,0.5091196726913197,0.1398489998661332,0.9997767067585414,0.20215795556630503,8232298598416.289,1990.7993393628878,215.32816093555172,67.04357143922732,28.370233702505544,12.935267920849329
326.16505278365867,534.1418879547494,434.99518207716665,99.14670587758285,1898.5286178393808,257.9819643275117,2156.5105821668926,13212108907988.436,60172602794496.07,66553839476837.35,126898871555280.16,0.4741776034492431,0.5244636036644733,0.11962935237177819,0.9998202762152519,0.19851760637471005,10759694848236.03,1898.5286178393808,183.43955169119528,49.573899486130166,17.953763498826653,7.01474965135963
373.4027500833609,490.6901233104777,413.1836864637965,77.50643684668118,1825.41061955954,215.3937415670338,2040.804361126574,15907538974131.863,75084989660385.62,82067776099300.11,150759697878270.78,0.49804417703869475,0.5443615054572795,0.10554355217475682,0.9998417500312529,0.1938341664685066,13394880564448.434,1825.41061955954,161.05400929607504,38.23952428303923,12.014232693254849,4.085975294664673
420.64044738306325,453.45523741062743,391.49897344078636,61.95626396984106,1766.2635336686208,186.76050910081398,1953.0240427694348,18655080987508.703,91318899921490.2,99002199473699.5,174444344902985.62,0.5234844383879323,0.5675288558580558,0.09562632359404194,0.9998515906076083,0.18843097513671433,16106209507622.77,1766.2635336686208,145.1356484513022,30.645966900727185,8.442505744519249,2.536388004265345
467.87814468276554,420.88689918699527,370.79115578289475,50.09574340410054,1717.8155204756713,166.32273920463282,1884.1382596803041,21422570517372.39,108857043280272.5,117322644410021.03,197816833708586.34,0.5502921123519505,0.5930872626485103,0.0882752305198951,0.9998536323842789,0.18259536021455886,18872765337483.113,1717.8155204756713,133.57620218139664,25.179283971517144,6.00727933280942,1.5599737189096268
515.1158419824677,391.95886553436674,351.4110591976492,40.54780633671756,1680.227835160087,152.59401106199948,1832.8218462220864,24181930019759.04,127843705526989.98,137258003866446.88,220790271889057.03,0.5790278006054046,0.6216668999593263,0.08325632487223714,0.9998492269767355,0.17617865143433273,21680330230830.996,1680.227835160087,126.02735926975323,21.41214467217573,4.288438668156843,0.8660684519136642
562.3535392821701,366.1000550065178,333.45930934228835,32.640745664229414,1658.2678372032328,147.77928847026757,1806.0471256735004,26919024319575.73,148850041885932.97,159716126733120.22,243310896975740.53,0.6117689085695744,0.6564281695490393,0.0818247134139197,0.999841662148786,0.16854293220218414,24518978172822.664,1658.2678372032328,123.68126474518503,19.99465913268876,3.5529598146795394,0.5504047777142532
609.5912365818724,343.56928198389477,316.9135954464296,26.655686537465165,1661.8544099570752,153.5096911973279,1815.364101154403,29684682786483.863,173270339548451.22,186533709490986.94,265347528583996.38,0.6529939829215409,0.7029788839052227,0.08456137867864083,0.9998384763682622,0.1591384359828977,27381608440746.242,1661.8544099570752,127.22670256849358,21.404121030014583,4.102445325872041,0.7764222729477058
656.8289338815746,326.02959940957675,301.69435816891183,24.335241240664907,1704.5783336364805,165.9502286548021,1870.5285622912825,32704102600901.01,203690739444533.7,220337244284579.25,286884474610753.44,0.7100096292101638,0.7680347449388265,0.0887183612163202,0.9998475546049275,0.14842748309342396,30263029067106.383,1704.5783336364805,134.72776548023725,24.451891453136028,5.428131434907867,1.3424402865209475
