r,aN,aBL,aTot,v
3.1642275568892226,0.057667495767994306,0.02335061754920733,0.08101811331720163,0.5063198068073804
3.176730432608152,0.05732276182473081,0.024951482063971013,0.08227424388870183,0.511236828075858
3.189233308327082,0.056981109875391386,0.026634598506405906,0.0836157083817973,0.5164010091688357
3.2017361840460117,0.05664250329092872,0.02840035288747938,0.0850428561784081,0.5218091507639839
3.2142390597649415,0.05630690598484667,0.030248571386047186,0.08655547737089385,0.5274561557154561
3.2267419354838713,0.05597428240358522,0.03217846455536554,0.08815274695895076,0.5333349466709871
3.2392448112028007,0.05564459751710358,0.03418857642894922,0.08983317394605281,0.5394364119881325
3.2517476869217306,0.05531781680965686,0.036276740571300266,0.09159455738095712,0.5457493839649725
3.2642505626406604,0.054993906270761936,0.03844004518241318,0.09343395145317512,0.5522606527725537
3.27675343835959,0.05467283238634765,0.04067480933907173,0.09534764172541937,0.5589550186403609
3.2892563140785196,0.05435456213008554,0.04297657232582599,0.09733113445591153,0.5658153838183726
3.3017591897974494,0.05403906295489656,0.04534009776400238,0.09937916071889893,0.5728228846493323
3.3142620655163793,0.05372630278462991,0.047759393884647144,0.10148569666927706,0.5799570627757601
3.326764941235309,0.05341625000590993,0.05022775081576722,0.10364400082167716,0.5871960731330883
3.339267816954239,0.05310887346014714,0.052737795179790825,0.10584666863993797,0.5945169250081652
3.3517706926731683,0.05280414243570987,0.05528156164764328,0.10808570408335315,0.6018957511426108
3.364273568392098,0.052502026660252485,0.05785058040386698,0.11035260706411947,0.6093080987062097
3.376776444111028,0.052202496293196864,0.06043597878245049,0.11263847507564735,0.6167292350262253
3.389279319829958,0.051905521918363604,0.06302859467923631,0.11493411659759992,0.624134460294551
3.4017821955488876,0.05161107453674951,0.06561909877815665,0.11723017331490616,0.6314994191317662
3.414285071267817,0.051319125559448085,0.0681981221857226,0.1195172477451707,0.6388004028922911
3.426787946986747,0.05102964680070971,0.07075638578416144,0.12178603258487114,0.6460146349527784
3.4392908227056767,0.05074261047113864,0.07328482751035027,0.12402743798148891,0.6531205319184448
3.4517936984246065,0.05045798917102332,0.07577472385385291,0.12623271302487624,0.6600979346690229
3.464296574143536,0.050175755883797496,0.07821780213718256,0.12839355802098007,0.6669283043882457
3.4767994498624657,0.04989588396962872,0.08060634057536226,0.13050222454499097,0.673594880105136
3.4893023255813955,0.049618347159132,0.08293325367860552,0.1325516008377375,0.6800827957408233
3.5018052013003254,0.049343119547205196,0.08519216122157253,0.13453528076877772,0.6863791561189089
3.514308077019255,0.049070175586983955,0.08737743971057531,0.13644761529755928,0.6924730727835045
3.5268109527381846,0.04879949008391325,0.08948425599122703,0.13828374607514027,0.698355661710758
3.5393138284571144,0.048531038189933144,0.09150858331166037,0.14003962150159352,0.7040200060456309
3.5518167041760442,0.048264795397776096,0.09344720075546559,0.14171199615324168,0.7094610878118792
3.564319579894974,0.04800073753537359,0.09529767745760959,0.14329841499298318,0.7146756931136006
3.576822455613904,0.0477388407603695,0.09705834339932665,0.14479718415969614,0.719662295672118
3.5893253313328333,0.0474790815547379,0.0987282488377536,0.1462073303924915,0.7244209236378519
3.601828207051763,0.04722143671950325,0.1003071145652939,0.14752855128479714,0.7289530145098961
3.614331082770693,0.04696588336956038,0.10179527522209511,0.1487611585916555,0.7332612627207311
3.6268339584896228,0.04671239892859252,0.1031936178177986,0.14990601674639112,0.7373494640384066
3.639336834208552,0.04646096112408496,0.10450351747436726,0.15096447859845222,0.7412223604428267
3.651839709927482,0.04621154798243237,0.1057267722002255,0.15193832018265788,0.7448854885837864
3.664342585646412,0.04596413782413797,0.10686553826673648,0.15282967609087444,0.7483450343593778
3.6768454613653416,0.04571870925910219,0.10792226749921807,0.15364097675832025,0.7516076955923002
3.6893483370842715,0.04547524118199933,0.10889964753178767,0.15437488871378702,0.7546805542504588
3.701851212803201,0.0452337127677401,0.10980054582091582,0.15503425858865594,0.7575709591731068
3.7143540885221307,0.04499410346701816,0.11062795797613825,0.1556220614431564,0.7602864198350713
3.7268569642410605,0.04475639300193929,0.11138496075441244,0.15614135375635174,0.762834511314798
3.7393598399599903,0.04452056136173088,0.11207466988093343,0.1565952312426643,0.7652227903284552
3.75186271567892,0.044286588798530514,0.11270020270538432,0.15698679150391484,0.7674587219503068
