r,aN,aChi,aTot,v,chi
97.61271346418303,0.00010283339679136808,0.0010244567172768236,0.0011272901140681917,0.33171953047046326,0.23775718832703413
97.63771646455807,0.00010278127032940409,0.001024194375093764,0.0011269756454231681,0.33171573452323544,0.23778279953904957
97.66271946493312,0.00010272918349191441,0.0010239321672371234,0.0011266613507290378,0.3317119404366274,0.2378084041934026
97.68772246530817,0.00010267713623874794,0.0010236700936037601,0.001126347229842508,0.33170814820927086,0.23783400229345047
97.7127254656832,0.00010262512852980448,0.0010234081540906384,0.001126033282620443,0.33170435783979896,0.2378595938425479
97.73772846605826,0.00010257316032503447,0.0010231463485948268,0.0011257195089198612,0.3317005693268461,0.237885178844047
97.76273146643331,0.00010252123158443912,0.0010228846770135,0.001125405908597939,0.33169678266904806,0.23791075730129732
97.78773446680835,0.00010246934226807027,0.0010226231392439376,0.0011250924815120078,0.3316929978650419,0.23793632921764582
97.8127374671834,0.00010241749233603021,0.0010223617351835246,0.0011247792275195549,0.3316892149134662,0.23796189459643696
97.83774046755845,0.00010236568174847176,0.00102210046472975,0.0011244661464782219,0.33168543381296056,0.23798745344101258
97.8627434679335,0.00010231391046559812,0.0010218393277802084,0.0011241532382458065,0.3316816545621661,0.23801300575471193
97.88774646830853,0.00010226217844766278,0.001021578324232599,0.0011238405026802619,0.3316778771597254,0.23803855154087175
97.91274946868359,0.00010221048565496943,0.0010213174539847251,0.0011235279396396946,0.3316741016042821,0.23806409080282623
97.93775246905864,0.00010215883204787192,0.0010210567169344942,0.0011232155489823662,0.33167032789448136,0.23808962354390698
97.96275546943367,0.00010210721758677424,0.0010207961129799186,0.001122903330566693,0.33166655602896955,0.23811514976744302
97.98775846980872,0.00010205564223213031,0.0010205356420191145,0.0011225912842512448,0.3316627860063944,0.23814066947676094
98.01276147018378,0.00010200410594444401,0.0010202753039503015,0.0011222794098947454,0.33165901782540497,0.2381661826751847
98.03776447055883,0.00010195260868426905,0.0010200150986718042,0.0011219677073560732,0.33165525148465175,0.23819168936603569
98.06276747093386,0.00010190115041220895,0.00101975502608205,0.0011216561764942588,0.3316514869827863,0.2382171895526328
98.08777047130891,0.00010184973108891684,0.0010194950860795697,0.0011213448171684866,0.3316477243184617,0.2382426832382924
98.11277347168397,0.0001017983506750956,0.0010192352785629983,0.001121033629238094,0.3316439634903323,0.23826817042632828
98.137776472059,0.0001017470091314976,0.0010189756034310739,0.0011207226125625714,0.3316402044970537,0.23829365112005174
98.16277947243405,0.00010169570641892459,0.001018716060582637,0.0011204117670015616,0.331636447337283,0.23831912532277152
98.1877824728091,0.00010164444249822791,0.001018456649916632,0.00112010109241486,0.33163269200967826,0.23834459303779384
98.21278547318416,0.00010159321733030805,0.001018197371332106,0.0011197905886624142,0.3316289385128992,0.23837005426842242
98.23778847355919,0.0001015420308761149,0.001017938224728209,0.001119480255604324,0.3316251868456067,0.2383955090179584
98.26279147393424,0.00010149088309664734,0.0010176792100041931,0.0011191700931008405,0.3316214370064629,0.23842095728970042
98.2877944743093,0.00010143977395295353,0.0010174203270594134,0.001118860101012367,0.3316176889941314,0.23844639908694465
98.31279747468433,0.0001013887034061306,0.0010171615757933272,0.0011185502791994579,0.3316139428072769,0.2384718344129847
98.33780047505938,0.00010133767141732451,0.0010169029561054941,0.0011182406275228186,0.3316101984445655,0.23849726327111168
98.36280347543443,0.00010128667794773028,0.0010166444678955762,0.0011179311458433064,0.33160645590466475,0.23852268566461415
98.38780647580948,0.00010123572295859166,0.0010163861110633365,0.0011176218340219282,0.33160271518624324,0.23854810159677825
98.41280947618452,0.00010118480641120115,0.0010161278855086414,0.0011173126919198425,0.3315989762879709,0.23857351107088753
98.43781247655957,0.00010113392826689982,0.0010158697911314576,0.0011170037193983574,0.3315952392085192,0.2385989140902231
98.46281547693462,0.00010108308848707743,0.0010156118278318543,0.0011166949163189316,0.3315915039465606,0.23862431065806353
98.48781847730966,0.00010103228703317222,0.001015353995510002,0.0011163862825431742,0.33158777050076904,0.23864970077768488
98.51282147768471,0.00010098152386667083,0.001015096294066172,0.0011160778179328428,0.3315840388698196,0.23867508445236077
98.53782447805976,0.00010093079894910833,0.001014838723400738,0.0011157695223498465,0.33158030905238894,0.2387004616853623
98.56282747843481,0.00010088011224206801,0.0010145812834141735,0.0011154613956562416,0.33157658104715454,0.23872583247995807
98.58783047880985,0.00010082946370718145,0.001014323974007054,0.0011151534377142353,0.3315728548527956,0.23875119683941418
98.6128334791849,0.00010077885330612833,0.0010140667950800548,0.0011148456483861832,0.33156913046799247,0.2387765547669943
98.63783647955995,0.0001007282810006364,0.0010138097465339528,0.0011145380275345892,0.3315654078914266,0.23880190626595957
98.66283947993499,0.00010067774675248148,0.0010135528282696254,0.0011142305750221069,0.33156168712178097,0.23882725133956864
98.68784248031004,0.0001006272505234872,0.0010132960401880496,0.0011139232907115368,0.33155796815773975,0.23885258999107775
98.71284548068509,0.00010057679227552517,0.001013039382190304,0.0011136161744658292,0.3315542509979883,0.2388779222237406
98.73784848106013,0.00010052637197051473,0.0010127828541775664,0.0011133092261480812,0.33155053564121345,0.23890324804080842
98.76285148143518,0.0001004759895704229,0.0010125264560511148,0.0011130024456215376,0.33154682208610303,0.23892856744553004
98.78785448181023,0.00010042564503726438,0.0010122701877123277,0.001112695832749592,0.3315431103313464,0.23895388044115176
98.81285748218528,0.00010037533833310148,0.001012014049062683,0.0011123893873957846,0.3315394003756342,0.23897918703091742
98.83786048256032,0.00010032506942004397,0.0010117580400037585,0.0011120831094238025,0.331535692217658,0.23900448721806838
98.86286348293537,0.00010027483826024897,0.001011502160437231,0.00111177699869748,0.331531985856111,0.2390297810058436
98.88786648331042,0.0001002246448159211,0.0010112464102648776,0.0011114710550807986,0.33152828128968753,0.23905506839747956
98.91286948368545,0.00010017448904931219,0.001010990789388574,0.0011111652784378864,0.33152457851708317,0.23908034939621023
98.9378724840605,0.00010012437092272125,0.0010107352977102957,0.0011108596686330169,0.33152087753699483,0.23910562400526722
98.96287548443556,0.0001000742903984945,0.0010104799351321164,0.0011105542255306108,0.3315171783481206,0.23913089222787962
98.98787848481061,0.00010002424743902522,0.0010102247015562097,0.001110248948995235,0.3315134809491599,0.2391561540672741
99.01288148518564,9.997424200675368e-05,0.0010099695968848479,0.0011099438388916015,0.33150978533881337,0.2391814095266749
99.0378844855607,9.992427406416703e-05,0.0010097146210204008,0.001109638895084568,0.3315060915157829,0.2392066586093038
99.06288748593575,9.98743435737994e-05,0.0010094597738653384,0.0011093341174391379,0.3315023994787717,0.2392319013183801
99.08789048631078,9.982445049823161e-05,0.0010092050553222281,0.0011090295058204598,0.33149870922648417,0.23925713765712073
99.11289348668583,9.977459480009122e-05,0.0010089504652937358,0.0011087250600938271,0.33149502075762594,0.23928236762874017
99.13789648706089,9.972477644205248e-05,0.001008696003682626,0.0011084207801246783,0.3314913340709039,0.23930759123645043
99.16289948743594,9.967499538683617e-05,0.0010084416703917607,0.0011081166657785969,0.33148764916502643,0.23933280848346114
99.18790248781097,9.962525159720966e-05,0.0010081874653241002,0.00110781271692131,0.3314839660387027,0.23935801937297946
99.21290548818602,9.957554503598665e-05,0.0010079333883827024,0.001107508933418689,0.33148028469064356,0.23938322390821015
99.23790848856108,9.952587566602729e-05,0.0010076794394707233,0.0011072053151367507,0.3314766051195609,0.23940842209235555
99.26291148893611,9.947624345023804e-05,0.0010074256184914162,0.0011069018619416543,0.3314729273241678,0.23943361392861554
99.28791448931116,9.942664835157152e-05,0.0010071719253481315,0.001106598573699703,0.33146925130317867,0.23945879942018763
99.31291748968621,9.937709033302659e-05,0.0010069183599443175,0.001106295450277344,0.3314655770553092,0.2394839785702669
99.33792049006126,9.932756935764818e-05,0.0010066649221835194,0.0011059924915411677,0.3314619045792763,0.239509151382046
99.3629234904363,9.927808538852727e-05,0.00100641161196938,0.0011056896973579073,0.3314582338737981,0.2395343178587152
99.38792649081135,9.922863838880072e-05,0.0010061584292056379,0.0011053870675944385,0.3314545649375938,0.23955947800346236
99.4129294911864,9.917922832165135e-05,0.0010059053737961298,0.001105084602117781,0.3314508977693842,0.2395846318194729
99.43793249156144,9.91298551503078e-05,0.0010056524456447888,0.0011047823007950966,0.33144723236789103,0.23960977930992985
99.46293549193649,9.908051883804443e-05,0.0010053996446556437,0.0011044801634936881,0.33144356873183733,0.23963492047801388
99.48793849231154,9.90312193481813e-05,0.001005146970732821,0.001104178190081002,0.3314399068599474,0.23966005532690318
99.5129414926866,9.898195664408405e-05,0.0010048944237805427,0.0011038763804246266,0.33143624675094685,0.23968518385977364
99.53794449306163,9.893273068916398e-05,0.001004642003703128,0.001103574734392292,0.3314325884035624,0.23971030607979865
99.56294749343668,9.888354144687774e-05,0.0010043897104049908,0.0011032732518518685,0.3314289318165219,0.23973542199014933
99.58795049381173,9.883438888072745e-05,0.0010041375437906419,0.0011029719326713693,0.3314252769885546,0.2397605315939943
99.61295349418677,9.878527295426056e-05,0.0010038855037646883,0.001102670776718949,0.3314216239183911,0.23978563489449986
99.63795649456182,9.873619363106983e-05,0.001003633590231832,0.0011023697838629018,0.33141797260476286,0.23981073189482993
99.66295949493687,9.868715087479314e-05,0.0010033818030968707,0.001102068953971664,0.3314143230464027,0.239835822598146
99.68796249531192,9.863814464911365e-05,0.0010031301422646984,0.001101768286913812,0.3314106752420449,0.23986090700760723
99.71296549568696,9.858917491775952e-05,0.0010028786076403035,0.0011014677825580631,0.33140702919042464,0.23988598512637033
99.73796849606201,9.854024164450385e-05,0.00100262719912877,0.001101167440773274,0.33140338489027843,0.23991105695758974
99.76297149643706,9.849134479316478e-05,0.0010023759166352775,0.0011008672614284422,0.33139974234034403,0.23993612250441745
99.7879744968121,9.844248432760533e-05,0.0010021247600651001,0.0011005672443927055,0.3313961015393604,0.2399611817700031
99.81297749718715,9.839366021173323e-05,0.001001873729323607,0.0011002673895353402,0.3313924624860677,0.239986234757494
99.8379804975622,9.834487240950102e-05,0.0010016228243162621,0.0010999676967257631,0.3313888251792072,0.24001128147003503
99.86298349793724,9.829612088490596e-05,0.0010013720449486246,0.0010996681658335305,0.3313851896175216,0.24003632191076874
99.88798649831229,9.824740560198978e-05,0.001001121391126347,0.0010993687967283368,0.3313815557997547,0.24006135608283535
99.91298949868734,9.819872652483888e-05,0.0010008708627551773,0.001099069589280016,0.33137792372465136,0.24008638398937268
99.93799249906239,9.815008361758404e-05,0.0010006204597409574,0.0010987705433585413,0.33137429339095786,0.24011140563351618
99.96299549943743,9.810147684440056e-05,0.0010003701819896237,0.0010984716588340242,0.33137066479742155,0.240136421018399
99.98799849981248,9.805290616950795e-05,0.0010001200294072064,0.0010981729355767143,0.33136703794279115,0.2401614301471519
100.01300150018753,9.800437155717009e-05,0.0009998700018998296,0.0010978743734569997,0.3313634128258163,0.24018643302290335
100.03800450056256,9.795587297169507e-05,0.0009996200993737116,0.0010975759723454066,0.331359789445248,0.24021142964877937
100.06300750093762,9.790741037743507e-05,0.000999370321735164,0.001097277732112599,0.3313561677998386,0.2402364200279037
100.08801050131267,9.785898373878638e-05,0.0009991206688905925,0.0010969796526293788,0.3313525478883414,0.24026140416339778
100.11301350168772,9.781059302018928e-05,0.000998871140746496,0.0010966817337666852,0.33134892970951096,0.24028638205838063
100.13801650206275,9.776223818612812e-05,0.0009986217372094668,0.0010963839753955948,0.3313453132621031,0.24031135371596896
100.1630195024378,9.77139192011309e-05,0.0009983724581861904,0.0010960863773873213,0.3313416985448748,0.2403363191392772
100.18802250281286,9.766563602976969e-05,0.0009981233035834456,0.0010957889396132152,0.3313380855565841,0.24036127833141735
100.2130255031879,9.761738863666015e-05,0.0009978742733081044,0.0010954916619447645,0.3313344742959905,0.24038623129549916
100.23802850356294,9.756917698646166e-05,0.0009976253672671312,0.001095194544253593,0.33133086476185447,0.24041117803463002
100.263031503938,9.75210010438773e-05,0.0009973765853675837,0.0010948975864114611,0.3313272569529377,0.240436118551915
100.28803450431305,9.747286077365361e-05,0.0009971279275166121,0.0010946007882902658,0.33132365086800314,0.24046105285045682
100.31303750468808,9.742475614058071e-05,0.0009968793936214592,0.00109430414976204,0.33132004650581487,0.24048598093335594
100.33804050506313,9.737668710949208e-05,0.0009966309835894602,0.0010940076706989522,0.33131644386513814,0.24051090280371049
100.36304350543818,9.732865364526458e-05,0.0009963826973280424,0.001093711350973307,0.33131284294473945,0.24053581846461622
100.38804650581322,9.728065571281845e-05,0.0009961345347447258,0.0010934151904575442,0.33130924374338633,0.2405607279191666
100.41304950618827,9.723269327711706e-05,0.0009958864957471225,0.0010931191890242394,0.3313056462598477,0.24058563117045287
100.43805250656332,9.718476630316704e-05,0.0009956385802429358,0.001092823346546103,0.33130205049289346,0.2406105282215638
100.46305550693837,9.713687475601804e-05,0.0009953907881399622,0.0010925276628959803,0.33129845644129485,0.24063541907558603
100.48805850731341,9.708901860076289e-05,0.000995143119346089,0.001092232137946852,0.3312948641038241,0.24066030373560374
100.51306150768846,9.704119780253727e-05,0.000994895573769295,0.0010919367715718324,0.33129127347925474,0.2406851822046989
100.53806450806351,9.699341232651982e-05,0.0009946481513176514,0.0010916415636441712,0.3312876845663615,0.24071005448595115
100.56306750843855,9.694566213793213e-05,0.0009944008518993203,0.0010913465140372524,0.3312840973639201,0.24073492058243784
100.5880705088136,9.689794720203843e-05,0.0009941536754225551,0.0010910516226245936,0.33128051187070773,0.24075978049723407
