galaxy,delta_external,in_twompp_grid,ra_deg,dec_deg,l_deg,b_deg,distance_input,distance_units,distance_mpch,x_mpch,y_mpch,z_mpch,vx_kms,vy_kms,vz_kms,in_twompp_velocity_grid
F565-V2,1.2824293493882735,True,144.4025,21.77083,306.9857558812093,45.827778457258574,51.8,mpc,36.26,15.20080272714435,-20.18258404955792,26.007431582779777,231.16875298990738,-511.5324666176358,-216.16837521719674,True
F567-2,0.41930440568447996,True,154.48458,21.06139,301.57117264826,54.58492962884838,79.0,mpc,55.3,16.77797200966161,-27.302974992618395,45.06813965314595,253.14992377080597,-198.08526904212005,-209.46470059677048,True
F568-1,0.004554397846797786,True,156.42542,22.42444,302.97178588866785,56.7023250891882,90.7,mpc,63.489999999999995,18.969162777824494,-29.241463177774378,53.06682386134732,297.87521466397146,-161.658018524037,-151.46452726296593,True
F568-3,0.07358908298182039,True,156.74583,22.22667,302.4764422824998,56.93355198620168,82.4,mpc,57.68,16.898366271628646,-26.549204373549557,48.33805296535412,252.1833726152432,-224.98051914604488,-148.7968404092898,True
F568-V1,-0.024118705810812754,True,161.2586,22.05432,299.89397758346433,60.89966042351293,80.6,mpc,56.419999999999995,13.675671397409971,-23.788507327340792,49.29806619906217,262.0157411424874,-276.45091591414155,-97.06438494015018,True
F571-8,-0.07713127990408156,True,173.47625,19.355,283.4345176684346,70.5990922040076,53.3,mpc,37.309999999999995,2.879427818584367,-12.05435502641418,35.19144100963649,282.09699122833104,-345.4420143389433,-205.43182334351008,True
F571-V1,-0.4331528061255525,True,171.575,18.83167,284.44646945177743,68.76101143400506,80.1,mpc,56.06999999999999,5.0673080973457285,-19.669619556984305,52.26158584591625,164.97339209655138,-332.8455277556717,128.4893435292195,True
F574-1,2.0560574208751916,True,189.55542,22.299720000000004,245.50331721658793,84.31544942827483,96.8,mpc,67.75999999999999,-2.7829535278296524,-6.107571218565879,67.42677764413843,69.92190752723269,-77.8923589608004,337.09074325127494,True
F574-2,0.996523618330857,True,191.69708000000003,21.80333,224.4151416804383,84.57110692088246,89.1,mpc,62.36999999999999,-4.214902797461267,-4.129720400809196,62.09023195172565,182.2564729094658,-337.67359720362697,570.1197805879607,True
F579-V1,-0.6792494350393644,True,218.20042,22.76611,128.08664027642084,66.65532485282525,89.5,mpc,62.65,-15.313843822048742,19.53985038329292,57.521325909547905,185.29397481604292,-489.83952997692325,202.19080906482787,True
F583-1,0.9335067181130736,True,239.36451,20.666420000000002,121.20646018030008,47.22963391414237,35.4,mpc,24.779999999999998,-8.718540723930476,14.392359309784021,18.19053163443111,65.48993478200624,-572.6595710323985,16.331113700661362,True
F583-4,-0.0668566397522635,True,238.05,18.785000000000004,124.43683541611861,47.78644551919582,53.3,mpc,37.309999999999995,-14.176132554442669,20.67519302262134,27.633489813561734,61.88048801781189,-544.9122734730563,-115.22503869725335,True
IC2574,0.43684332741089704,True,157.09784,68.41214,15.656993500158833,43.607196326755506,3.91,mpc,2.737,1.9082850079200881,0.5348495104707933,1.8877376220483033,-13.600829250062903,-658.7022213713866,471.0277052106219,True
IC4202,4.456666071189689,True,197.13159000000002,24.70083,154.26547796349013,85.4555120097068,100.4,mpc,70.28,-5.016196087634843,2.4178556385759986,70.05904760215773,741.4196022307079,-557.4992189042035,277.1049100662472,True
KK98-251,-0.23126865288816034,True,307.6370800000001,60.35472,60.288034815507935,12.228157597466836,6.8,mpc,4.76,2.3057198926539177,4.040396511255197,1.0081923469541128,-62.60425150939118,-666.1943891258078,346.65431658477434,True
NGC0024,0.04916094193973145,True,2.48559,-24.96313,112.17229554723237,-80.43478936699458,7.3,mpc,5.109999999999999,-0.3204553303201731,0.7863384712288012,-5.038956259974374,12.580180494036549,-532.2611147663027,214.76855027390093,True
NGC0055,0.15559528121988112,True,3.72334,-39.19663,182.98180383942284,-75.7309056620067,2.11,mpc,1.4769999999999999,-0.36355259277438995,-0.01893721075701999,-1.431432811673591,66.70588914210518,-551.6168047512796,337.5808487941802,True
NGC0100,-0.58734594016458,True,6.01182,16.48639,42.384534116656425,-45.88203507006738,13.5,mpc,9.45,4.859128197733405,4.434589102256787,-6.784231176200987,-50.44586664535069,-559.6253221339709,160.54594765231425,True
NGC0247,0.0655144984012473,True,11.78564,-20.7604,41.91646356644333,-83.55708711887392,3.7,mpc,2.59,0.21626512104160245,0.19415579461481947,-2.5736419573900227,34.28871452637747,-553.4223860580839,298.63811946341275,True
NGC0289,0.9191865966199932,True,13.17652,-31.20583,216.73947817528065,-85.9130406798496,20.8,mpc,14.559999999999999,-0.8315729601676836,-0.6207271505200656,-14.522974358461326,-57.549105136303254,-383.1510482953494,290.80545608162146,True
NGC0300,0.15952894705229134,True,13.72283,-37.68438,216.65523465308107,-79.41889199326143,2.08,mpc,1.456,-0.2144885199461276,-0.1596142812813376,-1.4312421025187743,64.1904433089476,-552.1126064333564,340.5679135830768,True
NGC0801,1.0872846534880758,True,30.93687,38.25867,17.645195931653763,-22.45715260046914,80.7,mpc,56.489999999999995,49.74990619336575,15.8248032769365,-21.578751933269153,157.08857726321955,-628.1690771424329,-121.51311458240843,True
NGC0891,-0.6343017395773687,True,35.63711,42.34832,15.481600374441882,-17.41524968936417,9.91,mpc,6.936999999999999,6.378850010383282,1.7668058559400313,-2.0762077479022194,-56.641433513394674,-632.2984536444594,281.5048597016448,True
NGC1003,-0.6864554599681729,True,39.82039,40.87229,11.858685172305107,-17.545043543429326,11.4,mpc,7.9799999999999995,7.446381593452495,1.5635916915493968,-2.4056147211907333,-48.82249245286456,-633.6125118672227,266.2064916663038,True
NGC1090,0.6839275074086878,True,41.64132,-0.24704,342.3550142953924,-51.44379827707589,37.0,mpc,25.9,15.383523428801409,-4.893238165957696,-20.253726253870745,250.76914807805142,-399.6084028418489,392.1121202199455,True
NGC1705,0.33487416922391455,True,73.55625,-53.36106,254.78534617694032,-38.743359267468996,5.73,mpc,4.011,-0.8210067212172714,-3.018755078184626,-2.510216473065739,118.76810130083811,-486.0641127158899,304.17659044469775,True
NGC2366,0.26525981521556674,True,112.21604,69.20864,9.437432832546698,28.53207379451212,3.27,mpc,2.2889999999999997,1.98378224119547,0.3297447417901649,1.0933423182056086,-8.977115439082613,-638.2992086906215,444.9078875124501,True
