r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,shell_directions,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1413.7315995605695,364.9382423049603,1048.7933572556094,2695.5729222109685,345.76483823939907,3041.3377604503676,2661132208561.6753,7735133473053.461,8385982579003.264,17901925601172.656,0.4320838799903612,0.46844025418438473,0.11368840473285595,0.9971962767024114,0.3173309965160899,686940088935.8893,48,2695.5729222109685,427.0940969967168,66.77216002425642,-37.55388851508416,-110.54753026649001
137.2142635848495,912.6125563019021,444.4121412698142,468.2004150320879,2349.139651310558,634.0577249020924,2983.1973762126504,3995081221845.796,14278748308867.037,17054419203191.916,36000501081297.69,0.3966263768557618,0.47372727298097833,0.21254300166590623,0.9986138445771969,0.23425489746951184,1945472465929.9707,48,2349.139651310558,322.44585811357894,116.98284395307928,90.3114664383047,104.31755639712952
184.4519608845518,740.0104527920331,471.01792500971357,268.99252778231966,2186.139688270918,654.3114186174005,2840.451106888319,5853896807008.536,23147485151010.29,28323454638714.348,56982892139339.58,0.4062181521851861,0.4970518970756231,0.23035475492982205,0.9989788215129661,0.20668018367388868,3726015378370.6577,48,2186.139688270918,292.19840573894436,131.45213042963596,109.9056829672323,120.75519948158792
231.68965818425403,647.9367520621113,469.6573245659976,178.27942749611373,2103.706277834454,531.7143720908263,2635.42064992528,8086983691853.762,34343618011721.406,40980014916415.87,79600131301643.6,0.4314517758969108,0.5148234587845423,0.20175692715540555,0.9992433310979005,0.19733969615062924,5861854744984.128,48,2103.706277834454,267.3901054201195,114.10254128528408,80.00338629277728,70.21833909264538
278.9273554839564,583.6504206661028,455.0909937562362,128.55942690986657,2052.5368350636927,457.7299985511027,2510.2668336147954,10557854595971.764,47686904263659.46,55966940733780.66,103071563828058.17,0.46265820069645747,0.5429910894448399,0.18234316464754843,0.999428177652173,0.18864448293131786,8232298598416.289,48,2052.5368350636927,247.8797143338843,99.00401147031677,62.129169969828695,48.71710277707297
326.16505278365867,532.1463617429409,434.99518207716665,97.15117966577424,2008.9753819131863,385.2010356292231,2394.1764175424096,13162749158765.035,62855166357008.23,72383192802734.9,126898871555280.16,0.4953169841989259,0.5704006025869431,0.16089083193987302,0.999564063768571,0.18184814249127315,10759694848236.03,48,2008.9753819131863,228.4440774058689,82.5306878263529,44.65701576626739,29.569254630733912
373.4027500833609,489.22000820569923,413.1836864637965,76.03632174190273,1971.455387397529,329.07458288874614,2300.529970286275,15859879744376.13,79771912860529.06,90440085102069.55,150759697878270.78,0.5291328782373921,0.5998956377260345,0.1430429453817533,0.9996586924351263,0.17536338810912075,13394880564448.432,48,1971.455387397529,210.21877388711766,68.30986024933476,32.175293722719935,18.370655029573765
420.64044738306325,452.8380447666771,391.49897344078636,61.33907132589075,1938.892275294501,285.38143733116743,2224.2737126256684,18629689773982.234,98395429449230.34,110135979312862.38,174444344902985.62,0.5640505543699417,0.6313531079159528,0.12830320104547105,0.9997239992978912,0.1691517149092671,16106209507622.771,48,1938.892275294501,193.56955685931243,56.641417646205205,23.45440497947007,11.716057846179714
467.87814468276554,421.84498678584623,370.79115578289475,51.053831002951455,1912.0868367675428,251.63242549444755,2163.7192622619905,21471335872596.92,118793954312648.05,131601702403702.95,197816833708586.34,0.6005250012627804,0.6652704925889769,0.11629624502736392,0.999769896717996,0.16315393707241868,18872765337483.113,48,1912.0868367675428,178.88097032189785,47.42489774437937,17.51934965886546,7.807207769304881
515.1158419824677,395.6785847381225,351.4110591976492,44.26752554047326,1892.2219331169706,225.95540991327746,2118.1773430302483,24411418359959.594,141152184782235.5,155092519829025.62,220790271889057.03,0.6393043659693568,0.7024427231420627,0.10667445323063808,0.9998048152529987,0.15739906983825397,21680330230830.996,48,1892.2219331169706,166.33617755910453,40.338519680538234,13.624940283269728,5.655772390364969
562.3535392821701,372.6743634322483,333.45930934228835,39.21505408995989,1872.2196240873975,204.64187512624756,2076.861499213645,27402427602302.582,165065137299241.4,180112279570850.62,243310896975740.53,0.678412431793794,0.740255704983114,0.0985341946026398,0.9998338444468595,0.15214080720977888,24518978172822.668,48,1872.2196240873975,155.06887897492592,34.575037718708465,10.775330217308452,4.2226282153047086
609.5912365818724,351.39988588529997,316.9135954464296,34.48629043887041,1846.9133990896016,184.87433558388707,2031.7877346734888,30361253728733.33,189936167031522.4,205909469346212.2,265347528583996.38,0.7158015303368378,0.7759991979010691,0.09099096939552923,0.9998566965206546,0.14744952636289158,27381608440746.24,48,1846.9133990896016,144.2351832428313,29.421552052535485,8.279509728002077,2.9380905605181957
656.8289338815746,332.130703424062,301.69435816891183,30.43634525515016,1819.9186216652713,166.6823680931156,1986.600989758387,33316105719727.76,215872552852187.4,232592498764307.78,286884474610753.44,0.7524720643913707,0.8107531754023659,0.08390329459837213,0.9998708573660854,0.1432380919278393,30263029067106.387,48,1819.9186216652713,134.11293183013404,24.78422877240759,6.033313731812128,1.7518937587618224
704.0666311812769,314.24442812589024,287.6988185532395,26.545609572650747,1791.528721042804,151.74579353820153,1943.2745145810054,36218942375189.93,242705580492930.44,260195380342733.34,307916690105893.06,0.7882183340223083,0.8450187622283538,0.07808767747408031,0.9998762513605495,0.13919902162552533,33159368943259.55,48,1791.528721042804,125.24611379871054,21.144078033790475,4.410024226684299,0.945577479016201
751.3043284809793,296.5250991957733,274.818462560377,21.70663663539628,1760.9377217873096,141.66257853252264,1902.6003003198323,38916510954919.56,270025284973479.16,288617347852187.7,328446432666030.5,0.8221288408635119,0.878734914273398,0.07445735108351911,0.999877958542314,0.13483774015846836,36067691193263.8,48,1760.9377217873096,118.03883585864116,19.017330926306236,3.8099831482332203,0.7964285993420214
