r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,shell_directions,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1450.584247838272,364.9382423049603,1085.6460055333116,2934.190350992814,356.50724920734325,3290.697600200157,2730501648512.704,8253663507174.497,8924733548861.527,17901925601172.656,0.4610489223926752,0.4985348362902881,0.10833789442872498,0.9970910352196003,0.30594769396348165,686940088935.8893,48,2934.190350992814,441.33484990164084,67.05450040452197,-38.5981574073471,-113.28394369147246
137.2142635848495,958.7979892369125,444.4121412698142,514.3858479670982,2647.3011248135895,659.7238334096801,3307.0249582232696,4197264015154.2393,15786172078364.479,18674199730689.746,36000501081297.69,0.4384986765244059,0.5187205502645357,0.19949164029415822,0.9985875691264882,0.22476272481204795,1945472465929.9707,48,2647.3011248135895,340.6535581516598,119.54986064160755,92.29237087251776,107.22804374389493
184.4519608845518,772.6693898047168,471.01792500971357,301.65146479500316,2478.9245788920125,674.6272189494878,3153.5517978415,6112247275407.353,25721927952808.67,31058606790288.96,56982892139339.58,0.451397375372088,0.5450514290208669,0.21392615761416933,0.9989670962625244,0.19679721362512814,3726015378370.6577,48,2478.9245788920125,304.89632442906293,133.45350651706465,112.15732916150695,124.12005884185324
231.68965818425403,674.7447074208651,469.6573245659976,205.08738285486754,2390.6595034795355,546.7689516867019,2937.4284551662377,8421577303202.735,38259712516068.27,45084007605719.98,79600131301643.6,0.48064886188546124,0.5663810708411366,0.1861386447472671,0.9992127471310368,0.1867974421629336,5861854744984.128,48,2390.6595034795355,278.03482560013714,115.58484570445462,81.37010662961487,71.77917375249532
278.9273554839564,613.1600004401516,455.0909937562362,158.06900668391546,2341.321258905237,472.4634185008386,2813.7846774060754,11091663604602.422,53444634730310.89,61991189136550.72,103071563828058.17,0.5185196842406128,0.6014383291977904,0.16791029615542055,0.9994187647707992,0.17892322697940713,8232298598416.289,48,2341.321258905237,259.2887452288152,100.45874952495768,63.08608947406339,49.62983427300233
326.16505278365867,555.6254619122489,434.99518207716665,120.63027983508226,2277.645462504763,396.3433766426305,2673.9888391473937,13743509506331.607,70081536129976.5,79885170660893.36,126898871555280.16,0.5522628788660845,0.6295183690904098,0.1482217767105585,0.9995611820901432,0.17204081048623893,10759694848236.03,48,2277.645462504763,237.42589310625155,83.53943408011092,45.283406157890425,30.094643298377644
373.4027500833609,504.0347761377756,413.1836864637965,90.8510896739791,2207.1753982947334,335.9584142778113,2543.1338125725447,16340155354331.926,87893926264252.28,98785263413564.12,150759697878270.78,0.5830067816613778,0.6552498101536869,0.13210410424214666,0.9996555102540203,0.16541085977494363,13394880564448.432,48,2207.1753982947334,215.89240274124515,68.85880662425384,32.554078591236895,18.653126321075394
420.64044738306325,469.1944446467994,391.49897344078636,77.69547120601302,2166.962433271808,292.66745874062104,2459.629892012429,19302589631022.473,108451101665888.84,120491397366058.62,174444344902985.62,0.6216945681225846,0.6907154108840154,0.11898841353776413,0.9996854224451692,0.16019890260198646,16106209507622.771,48,2166.962433271808,199.82801893470176,57.254508964969965,23.72120621305814,11.863724627891195
467.87814468276554,439.3174821504893,370.79115578289475,68.5263263675946,2131.8950564425218,258.8806458412528,2390.7757022837745,22360662113890.14,130871219868234.86,144047892513142.2,197816833708586.34,0.6615777707827821,0.728188242691955,0.10828311731374823,0.9997648554098938,0.1552307480781093,18872765337483.113,48,2131.8950564425218,185.3354304381122,47.95721924337594,17.695857466294374,7.892138693470268
515.1158419824677,403.53298711838903,351.4110591976492,52.121927920739886,2075.1011601865375,227.8294552459974,2302.930615432535,24895996272102.727,152919509584246.16,166975463990807.4,220790271889057.03,0.6926007576143814,0.7562627762635731,0.09893022990760258,0.9997910033750383,0.14909972805030408,21680330230830.996,48,2075.1011601865375,168.4046958026637,40.09604141024658,13.630948080663154,5.697769952423973
562.3535392821701,384.41338236558516,333.45930934228835,50.954073023296836,2050.621440175412,209.49270485839924,2260.114145033811,28265587636924.344,179046030478820.56,194449850117024.53,243310896975740.53,0.7358734553375653,0.7991826610890028,0.09269120558301061,0.9998335554939441,0.14536183812902628,24518978172822.668,48,2050.621440175412,159.49237365311572,34.87615909837246,10.863450762094068,4.260721344816976
609.5912365818724,359.7565601767663,316.9135954464296,42.84296473033668,1997.9673066419584,188.30773181755922,2186.2750384595174,31083277607177.07,203709379023927.84,219979329739453.56,265347528583996.38,0.7677078437888792,0.8290234731536932,0.08613176682026416,0.999856740796422,0.14130090151648575,27381608440746.24,48,1997.9673066419584,147.39100737806461,29.624070307274547,8.336291477794664,2.956362654425383
656.8289338815746,338.8468469673125,301.69435816891183,37.152488798400675,1951.7684239585844,169.50873218278423,2121.277156141369,33989803592309.3,229772134110565.5,246775593241557.47,286884474610753.44,0.800922163607221,0.8601915233523322,0.07990880950753407,0.9998709832894005,0.13773567777036289,30263029067106.387,48,1951.7684239585844,136.7022350777692,24.956077031224343,6.082223824323173,1.7681962494675314
