r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.21,16.4,3.3,11.518079266961138,11.518079266961138,631.7435714285715,0.0,631.7435714285715,3.43,15.55,0.0,0.08868049611751,0.91131950388249,0.0
0.41,26.2,3.3,19.031602665041113,25.65160160287597,883.419268292683,721.4701580308998,1604.889426323583,6.87,25.1,0.0,0.13030550088224274,0.8696944991177573,0.0
0.62,35.2,3.3,20.827080928445064,35.280559323935655,699.624677419355,1307.9847842092631,2007.6094616286182,10.25,25.64,0.0,0.24220935971890917,0.7577906402810908,0.0
0.82,44.0,3.3,21.408360516396392,44.132520459981706,558.924268292683,1816.294466037444,2375.218734330127,12.77,24.3,0.0,0.35580739918733256,0.6441926008126674,0.0
