r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
5.49,198.0,10.0,160.10672977735823,160.1067297773582,4669.246797814208,0.0,4669.246797814208,0.0,186.83,108.11,0.0,0.6808384242071889,0.31916157579281107
6.17,195.0,5.0,164.22333147272346,169.12030153041022,4371.037698541329,264.56625441440474,4635.603952955733,10.14,197.4,102.7,0.0038124678833927287,0.7224280245199963,0.273759507596611
6.92,194.0,4.0,166.28152191389157,178.34272724026002,3995.598920520232,600.6624031060377,4596.26132362627,19.07,203.18,97.43,0.013152654272674195,0.7465242755664301,0.2403230701608957
7.69,195.0,3.0,166.75022479744968,187.5089109849533,3615.817616384915,956.300940021215,4572.11855640613,24.03,205.95,92.74,0.020767044115532738,0.7627122835389538,0.21652067234551337
8.36,195.0,3.0,165.5469037161372,194.25134215305982,3278.2030299043063,1235.3835643857788,4513.5865942900855,26.62,205.73,88.92,0.025856752445561817,0.7721881483301097,0.20195509922432842
9.12,195.0,3.0,162.65998592155356,199.7979312642503,2901.1262083333336,1475.9805172668966,4377.10672560023,28.67,202.75,85.21,0.031066614268886572,0.776837656340554,0.19209572939055938
9.88,192.0,7.0,157.09293873373176,201.6524640684137,2497.792651821862,1617.9681037310606,4115.760755552923,29.74,195.44,81.9,0.03584004944543869,0.773897750059593,0.19026220049496823
10.56,188.0,8.0,149.88698652651604,200.14937379803396,2127.4724176136365,1666.0665816046512,3793.5389992182877,29.63,185.44,79.23,0.03907828055811247,0.7653304364649535,0.19559128297693412
11.31,186.0,7.0,142.82472363004942,197.7557921840197,1803.6164173297964,1654.1513406126603,3457.7677579424567,29.42,175.66,76.58,0.0424305393289194,0.7563259062681065,0.2012435544029741
12.08,186.0,6.0,136.64702814185165,194.90774440498015,1545.7293294701985,1599.0578252514138,3144.7871547216123,29.85,166.96,74.1,0.047718665436566596,0.746439296055957,0.20584203850747643
