r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.5,24.2,2.18,17.536594595302702,17.536594595302702,615.0643,0.0,615.0643,-0.51,24.79,0.0,0.000845765231374996,0.999154234768625,0.0
1.0,42.0,2.91,28.189192077815925,33.07661313024016,794.6305500000001,299.4317861675759,1094.062336167576,-5.39,39.13,0.0,0.03656051230348493,0.9634394876965151,0.0
1.5,59.4,2.4,32.94772450412926,43.357818456109655,723.7017,529.5652475153087,1253.2669475153086,-5.79,45.87,0.0,0.030882060937538217,0.9691179390624617,0.0
2.0,63.9,2.01,35.87588605177578,52.25547319678254,643.5396000000001,721.7776395098289,1365.317239509829,7.68,49.56,0.0,0.045826550533953146,0.9541734494660468,0.0
2.49,66.0,2.0,37.95185502712614,60.047107972439754,578.4511244979919,869.6031629935092,1448.054287491501,15.55,48.96,0.0,0.16787838010563177,0.8321216198943683,0.0
3.0,67.2,2.07,39.1456089491529,66.7842702229322,510.7929,975.9200164032092,1486.7129164032092,19.33,48.14,0.0,0.24383587425223277,0.7561641257477673,0.0
3.49,68.7,2.38,38.65849583209363,71.41211758761565,428.21756446991407,1033.0118161453997,1461.2293806153139,19.89,46.88,0.0,0.264715677226175,0.7352843227738249,0.0
4.0,71.3,2.91,40.98364551867001,76.69937724746009,419.9148,1050.7838175370498,1470.6986175370498,25.08,45.84,0.0,0.3744845382920534,0.6255154617079465,0.0
4.49,72.5,3.21,41.73723517436199,79.97139555760099,387.97256124721605,1036.398064015653,1424.370625262869,25.36,46.88,0.0,0.3691910341052291,0.6308089658947709,0.0
5.01,74.0,3.41,42.79723881280193,82.6517020267387,365.5895508982036,997.9441512807989,1363.5337021790024,26.06,48.01,0.0,0.3707808728160156,0.6292191271839844,0.0
5.5,76.2,3.17,44.10468002377979,84.6409718093293,353.6768727272727,948.8856925141233,1302.562565241396,28.3,47.84,0.0,0.4117214747842766,0.5882785252157234,0.0
