r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.41,15.0,4.1,11.943504510820935,11.943504510820935,347.92024390243904,0.0,347.92024390243904,10.41,8.28,0.0,0.7596926124784696,0.24030738752153036,0.0
0.82,23.4,1.3,20.174840767649194,23.77361332273132,496.37097560975604,192.8786468521321,689.2496224618882,18.08,12.66,0.0,0.8031129352996701,0.19688706470032988,0.0
1.24,29.2,1.5,22.754431436535608,30.750265654475324,417.5517338709677,345.01184501677807,762.5635788877457,20.09,15.11,0.0,0.779521139113243,0.22047886088675703,0.0
1.64,36.2,1.1,23.149083135191336,36.1578986369841,326.7561280487805,470.43511209903454,797.191240147815,20.2,15.99,0.0,0.761439057117353,0.23856094288264698,0.0
2.06,44.0,1.1,25.032699614703965,42.7037225074855,304.1922572815534,581.0543038817104,885.2465611632638,22.0,16.89,0.0,0.7723781611351597,0.22762183886484028,0.0
2.47,52.1,1.2,25.634495313931968,47.97669831446333,266.0434615384615,665.8446279987969,931.8880895372583,22.63,17.03,0.0,0.7793267165032775,0.22067328349672255,0.0
2.89,52.9,1.7,25.904295975764327,52.66078478774086,232.19119377162625,727.3791364916121,959.5703302632384,22.95,16.99,0.0,0.7849134889209176,0.21508651107908253,0.0
3.3,54.8,2.2,25.78479493810257,56.427732392728494,201.4714090909091,763.4040402986002,964.8754493895093,22.74,17.19,0.0,0.7777742431759435,0.22222575682405654,0.0
3.71,55.0,2.5,25.774801648121368,59.588320126599065,179.0674932614555,778.0128020242726,957.0802952857281,22.74,17.16,0.0,0.7783774703450219,0.2216225296549781,0.0
4.12,52.0,2.7,25.51658382307475,61.99505753303325,158.0330218446602,774.8279389621608,932.860960806821,22.74,16.37,0.0,0.7942109309371481,0.20578906906285183,0.0
