r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.22,10.7,4.9,3.98057156699889,3.98057156699889,72.0225,0.0,72.0225,0.47,5.59,0.0,0.013941350398707475,0.9860586496012925,0.0
0.76,24.7,4.9,12.605766537581124,15.371948153070358,209.08598684210526,101.83084213247793,310.91682897458315,1.87,17.63,0.0,0.02200618166726294,0.977993818332737,0.0
1.31,38.9,4.9,19.119040247878555,25.117523661111246,279.03641221374045,202.5590037148728,481.59541592861325,3.27,26.64,0.0,0.029252523063968503,0.9707474769360315,0.0
1.94,42.7,7.89,23.33223842669194,34.25894488794624,280.61512886597944,324.37214166769996,604.9872705336794,4.87,32.27,0.0,0.043565741572706575,0.9564342584272935,0.0
3.92,55.0,4.9,28.357782000713666,54.696580849636156,205.14382653061222,558.0490195512206,763.1928460818328,8.5,38.26,0.0,0.08984487986154066,0.9101551201384593,0.0
4.35,57.2,4.9,28.67963301717789,57.976914277837935,189.08536781609197,583.6324687769583,772.7178365930503,9.17,38.43,0.0,0.10223309097083011,0.8977669090291699,0.0
5.0,59.8,4.9,29.497526167460215,61.965133589329916,174.02081000000004,593.9147461487005,767.9355561487005,10.3,39.09,0.0,0.12192794643353286,0.8780720535664671,0.0
5.05,62.5,3.43,29.5127396220683,62.19564280071905,172.47560396039606,593.5239967118091,765.9996006722051,10.4,39.06,0.0,0.1241788478508311,0.875821152149169,0.0
5.83,61.8,3.98,29.714006798141515,64.9438878990258,151.44463121783878,572.0045240894048,723.4491553072435,12.1,38.38,0.0,0.16582435009562563,0.8341756499043744,0.0
6.09,64.4,4.9,29.811857540247306,65.56160657501839,145.9354433497537,559.8649272081274,705.800370557881,12.72,38.13,0.0,0.18205229081824592,0.8179477091817541,0.0
6.74,67.2,4.9,31.153954002662324,67.1422504841432,144.00131305637981,524.8535534236541,668.8548664800339,14.18,39.23,0.0,0.2071696407730374,0.7928303592269625,0.0
7.29,69.9,4.9,30.299004934155843,67.18311646250469,125.93,493.21556071529045,619.1455607152905,15.33,36.96,0.0,0.25599269827544796,0.744007301724552,0.0
