r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.42,35.7,9.1,11.014356540443023,11.014356540443023,288.8477380952381,0.0,288.8477380952381,-1.7,15.39,0.0,0.02382207465541451,0.9761779253445855,0.0
1.47,83.3,9.3,29.098711311671522,45.79434770392269,576.0102040816328,850.6035929440609,1426.6137970256937,-4.3,40.7,0.0,0.021836820256632826,0.9781631797433672,0.0
2.11,94.2,10.4,34.645129527828296,62.39473055606546,568.8554502369669,1276.216777802848,1845.072228039815,-3.8,48.7,0.0,0.012030476095260707,0.9879695239047392,0.0
2.84,97.6,9.1,37.909365597435155,78.37531641583267,506.0281690140846,1656.8909236908064,2162.919092704891,-0.8,53.6,0.0,0.0004453351146737921,0.9995546648853262,0.0
3.9,101.0,9.1,41.16146316641331,96.05161493195743,434.4271923076923,1931.191456676161,2365.6186489838533,5.9,57.61,0.0,0.020545769656424386,0.9794542303435756,0.0
4.74,105.0,16.7,45.830403663943436,106.42534725730259,443.12782700421945,1946.398447012119,2389.5262740163384,10.47,63.1,0.0,0.052189843974024513,0.9478101560259754,0.0
5.69,106.0,9.1,49.84554543788241,113.38609501309367,436.65701230228456,1822.8168967167496,2259.473909019034,13.24,67.96,0.0,0.07055426385418148,0.9294457361458186,0.0
6.32,108.0,11.5,51.58416084419712,115.84581067646754,421.032539556962,1702.4250318493605,2123.4575714063226,14.88,69.85,0.0,0.08320954025904484,0.9167904597409551,0.0
7.37,110.0,23.0,54.226805179726384,118.28802621473682,398.98865671641795,1499.5265598070916,1898.5152165235095,17.96,72.36,0.0,0.10969444318239632,0.8903055568176037,0.0
8.21,112.0,19.7,55.36822328736944,119.09747072960843,373.403185140073,1354.2713013629643,1727.6744865030373,20.83,72.55,0.0,0.1415328866957852,0.8584671133042148,0.0
9.16,113.0,9.1,57.05990317201739,119.97988910228615,355.44023471615725,1216.0852881000962,1571.5255228162534,23.19,73.73,0.0,0.16517314442353614,0.8348268555764639,0.0
10.85,114.0,9.1,58.19755450188608,120.5515760661558,312.1617834101383,1027.2559577911659,1339.4177412013041,26.37,73.37,0.0,0.20531032391672951,0.7946896760832705,0.0
12.21,114.0,9.1,57.001957861112096,119.97964995676931,266.1116461916461,912.8495662366006,1178.9612124282467,28.32,69.96,0.0,0.24683512046817843,0.7531648795318217,0.0
15.16,114.0,11.2,55.7872212070112,119.40737012506614,205.29116424802112,735.2180732311699,940.509237479191,33.04,63.57,0.0,0.35076044978333026,0.6492395502166697,0.0
