r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.22,12.4,7.0,27.090744729519713,27.090744729519713,3335.9475,0.0,3335.9475,0.92,38.29,0.0,0.0011532773604119152,0.9988467226395881,0.0
0.78,37.5,4.0,60.65077864298199,63.501531457950385,4716.047371794872,453.75326603213153,5169.800637827003,2.67,85.69,0.0,0.0019379820990086778,0.9980620179009912,0.0
1.33,56.5,4.0,73.64244699899645,81.03115127773225,4077.6015037593984,859.2762987930283,4936.877802552427,3.9,104.0,0.0,0.0028046120286693674,0.9971953879713307,0.0
2.33,69.1,4.0,81.10435777441307,100.77930311346239,2823.140278969957,1535.8588352082093,4358.999114178167,5.34,114.45,0.0,0.004335050237067074,0.995664949762933,0.0
3.44,85.5,7.5,76.21718507003523,112.98924652959774,1688.6800290697674,2022.5321311994812,3711.2121602692487,7.09,107.32,0.0,0.008653397633589315,0.9913466023664107,0.0
3.78,87.1,8.4,73.6884597477787,115.71583777005003,1436.505052910053,2105.8640240276554,3542.3690769377085,7.29,103.7,0.0,0.009787146718213485,0.9902128532817864,0.0
4.77,105.0,4.0,65.61750414333054,120.6817333851992,902.6534276729559,2150.612981730881,3053.266409403837,8.42,92.03,0.0,0.01646587326159074,0.9835341267384093,0.0
5.44,112.0,6.7,61.76565429103783,122.73036548294023,701.2860386029413,2067.6004708779565,2768.886509480898,8.94,86.43,0.0,0.020949851311117342,0.9790501486888826,0.0
6.11,116.0,4.0,58.343043287096364,123.46676970801903,557.104860883797,1937.8285633605574,2494.9334242443542,9.45,81.42,0.0,0.026235265220089347,0.9737647347799107,0.0
7.22,124.0,4.0,54.91017528655322,123.70990467839864,417.6076662049862,1702.0793858086538,2119.68705201364,10.47,76.23,0.0,0.03635697178760957,0.9636430282123905,0.0
9.33,135.0,4.0,49.69848740152964,122.29161332943258,264.7309378349411,1338.1885359823634,1602.9194738173046,11.28,68.45,0.0,0.05151478093806866,0.9484852190619313,0.0
11.1,140.0,4.0,46.93217233412491,121.21863811156736,198.435027027027,1125.3449932993813,1323.7800203264082,11.8,64.24,0.0,0.06321537246766229,0.9367846275323378,0.0
15.55,144.0,5.0,40.78579225661799,118.9755810716916,106.97626045016077,803.3252759708461,910.3015364210069,11.28,55.43,0.0,0.07648924843348812,0.9235107515665119,0.0
