r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.28,11.9,7.89,4.499633318393844,4.499633318393844,72.30964285714283,0.0,72.30964285714283,0.95,6.22,0.0,0.04457516533558556,0.9554248346644144,0.0
0.87,34.8,7.89,12.812872433611442,21.67884780775842,188.70080459770116,351.4974049102897,540.1982095079909,2.93,17.64,0.0,0.052292840883549165,0.9477071591164509,0.0
1.46,58.5,8.68,19.95657410479063,37.93441781666898,272.7841438356164,712.8460308832967,985.6301747189132,4.98,27.33,0.0,0.06227112435355519,0.9377288756464448,0.0
2.05,81.5,14.2,25.8834464474884,54.32751199998956,326.806243902439,1112.9393951751267,1439.7456390775658,7.2,35.16,0.0,0.0773785854764694,0.9226214145235305,0.0
2.35,91.8,17.5,27.909132018033095,62.329052059136124,331.45517021276595,1321.6983321661708,1653.1535023789368,8.24,37.71,0.0,0.08716893969743862,0.9128310603025613,0.0
4.76,114.0,8.68,35.93641885330256,106.94967002664146,271.30802521008405,2131.6818736990526,2402.9898989091366,16.62,45.06,0.0,0.2138909679856271,0.7861090320143729,0.0
7.86,116.0,8.68,45.00690724766588,130.38027332578534,257.71268447837144,1905.0119557896298,2162.724640268001,34.33,41.16,0.0,0.5818208306121523,0.4181791693878477,0.0
8.7,117.0,16.6,48.67636952361998,132.15777820351596,272.34355747126443,1735.2056769758296,2007.549234447094,39.57,40.09,0.0,0.6608391163468538,0.3391608836531461,0.0
10.18,118.0,51.9,47.87453341809192,132.07960798903025,225.14449410609038,1488.5119741194405,1713.656468225531,39.57,38.11,0.0,0.6831608838672236,0.3168391161327765,0.0
10.47,118.0,40.3,47.743576531298956,132.03739477805607,217.7124259789876,1447.4139942479685,1665.126420226956,39.57,37.78,0.0,0.6869137371832519,0.3130862628167481,0.0
