r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
1.74,59.2,3.5,39.7747564417433,39.7747564417433,909.2133620689655,0.0,909.2133620689655,0.0,56.25,0.0,0.0,1.0,0.0
2.61,71.2,4.0,41.782939700313094,59.92614200297519,668.8942720306515,707.0223928585239,1375.9166648891753,0.0,59.09,0.0,0.0,1.0,0.0
3.5,84.5,4.4,44.10940035865371,77.27019336166686,555.8969142857143,1150.0124520426812,1705.9093663283954,6.4,61.72,0.0,0.021052207418518296,0.9789477925814817,0.0
4.37,93.5,4.5,47.3885223445509,90.3442951685111,513.8837643020594,1353.871766474842,1867.7555307769012,14.66,63.73,0.0,0.09570213068288401,0.9042978693171161,0.0
5.24,97.5,3.5,48.91261902617769,98.19722492719079,456.5733396946564,1383.6356266033015,1840.2089662979579,17.89,64.38,0.0,0.13377619700487908,0.8662238029951209,0.0
6.11,100.0,3.5,50.04471100925651,102.54175086327074,409.89739770867425,1311.020878904269,1720.9182766129434,20.91,64.3,0.0,0.1745788764910272,0.8254211235089729,0.0
6.98,101.0,4.0,51.74254100834245,105.07435933299958,383.56598137535815,1198.1848766819933,1581.7508580573515,24.79,64.23,0.0,0.2295395619276361,0.7704604380723639,0.0
7.85,103.0,3.5,52.36344049047961,106.01669815297377,349.2904331210191,1082.4981385042997,1431.7885716253188,27.59,62.94,0.0,0.2776176371248587,0.7223823628751413,0.0
8.72,105.0,4.0,52.590029948650916,106.32635663975611,317.1687213302752,979.3099617298864,1296.4786830601615,29.1,61.95,0.0,0.30618163772519635,0.6938183622748036,0.0
9.6,110.0,4.9,53.98378275000743,107.07343916005557,303.56758333333335,890.6742264127209,1194.2418097460543,32.76,60.68,0.0,0.368265605874145,0.631734394125855,0.0
10.47,111.0,6.0,56.30344261233055,108.2718750421765,302.77723495702,816.878822841326,1119.656057798346,36.86,60.19,0.0,0.42858874450599027,0.5714112554940097,0.0
