r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
1.25,34.1,18.8,20.85914907181019,20.85914907181019,348.08327999999995,0.0,348.08327999999995,1.71,29.4,0.0,0.0067204606897521765,0.9932795393102478,0.0
3.75,78.4,6.54,35.01562722556887,93.4586853623289,326.95844,2002.2484585746106,2329.2068985746105,4.27,49.15,0.0,0.014870717717721757,0.9851292822822783,0.0
6.25,96.9,2.44,36.44733323578009,117.79978197255437,212.545296,2007.7408852450155,2220.2861812450155,7.23,50.52,0.0,0.03935003106349623,0.9606499689365038,0.0
8.76,108.0,1.26,38.1895974055763,121.34196397479505,166.48919520547946,1514.318135988637,1680.8073311941166,11.57,51.47,0.0,0.09178602407008257,0.9082139759299174,0.0
11.25,113.0,1.0,40.210015543394164,122.0718259116422,143.71958666666666,1180.860918346869,1324.5805050135357,13.37,53.63,0.0,0.11055905872506605,0.889440941274934,0.0
13.74,114.0,0.86,43.77598485471229,123.29285452196925,139.4713864628821,966.8698053985061,1106.341191861388,16.66,57.25,0.0,0.14483654061132312,0.8551634593886769,0.0
16.22,121.0,0.68,46.9409602586057,124.45177778329631,135.84795006165228,819.0376845513541,954.8856346130065,23.15,57.75,0.0,0.24321930968598726,0.7567806903140128,0.0
18.71,126.0,0.55,49.44780429907884,125.41880478401505,130.68334313201495,710.0369451336653,840.7202882656802,30.33,55.23,0.0,0.3762277255474947,0.6237722744525053,0.0
21.3,128.0,0.63,51.430053470709126,126.21347647319949,124.18076995305164,623.6991194108394,747.879889363891,35.52,52.6,0.0,0.47699295257285085,0.5230070474271492,0.0
23.79,129.0,0.61,53.265141509245986,126.9723062067114,119.2591551071879,558.4191359163884,677.6782910235763,39.51,50.52,0.0,0.5502092521389144,0.4497907478610857,0.0
26.28,129.0,0.65,53.889064289519816,127.23530364427508,110.50347222222221,505.5095602530776,616.0130324752998,42.0,47.75,0.0,0.6074314799470564,0.3925685200529436,0.0
28.77,131.0,0.73,55.394017727548885,127.87997671039388,106.65614181438998,461.7584721394119,568.4146139538019,44.9,45.88,0.0,0.6570023919200578,0.34299760807994223,0.0
31.25,131.0,0.83,54.75849888373494,127.60597338467694,95.95178240000001,425.11331979042814,521.0651021904282,45.1,43.92,0.0,0.6783440429346312,0.3216559570653687,0.0
33.74,131.0,0.75,52.29918737418393,126.57012381858083,81.0671310017783,393.740107986096,474.8072389878743,43.0,42.1,0.0,0.6760005191566995,0.3239994808433006,0.0
36.23,127.0,1.24,51.05470056713681,126.06099195806323,71.94541678167265,366.67930564313775,438.6247224248104,42.3,40.43,0.0,0.6864505667181178,0.31354943328188223,0.0
38.82,126.0,1.4,50.51380454885575,125.84290084645569,65.73015069551776,342.2151273428872,407.9452780384049,42.4,38.83,0.0,0.7045495699841724,0.2954504300158276,0.0
41.31,130.0,1.62,49.390206012933376,125.39610717024226,59.05089445654806,321.58778125032387,380.63867570687194,41.7,37.43,0.0,0.7128373296391896,0.2871626703608105,0.0
43.8,132.0,2.01,47.65858054957155,124.72422195969345,51.857084474885845,303.3057361518466,355.1628206267324,40.21,36.18,0.0,0.7118458207253224,0.2881541792746776,0.0
46.28,134.0,2.1,46.03711871957236,124.11368797780074,45.795512100259295,287.0525333502783,332.8480454505376,38.81,35.02,0.0,0.7106749627244067,0.2893250372755933,0.0
48.77,129.0,2.66,44.20557148143207,123.44603595681345,40.06833196637276,272.39678579968995,312.4651177660627,37.11,33.97,0.0,0.7047383249411613,0.29526167505883877,0.0
51.26,132.0,4.67,42.68183688643215,122.9086263996587,35.53919625438939,259.164870141453,294.70406639584235,35.72,33.04,0.0,0.7003847751643045,0.29961522483569547,0.0
53.75,125.0,5.95,41.48112100703162,122.49683523851087,32.01271441860465,247.1589068549001,279.17162127350474,34.72,32.1,0.0,0.700581176060628,0.299418823939372,0.0
