r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.64,12.4,8.6,9.660703908101107,9.660703908101107,145.826875,0.0,145.826875,1.18,13.56,0.0,0.014919232137423227,0.9850807678625768,0.0
1.18,21.9,6.2,15.04948337983733,17.226384126521282,191.93809322033903,59.54352548683424,251.48161870717325,1.55,21.17,0.0,0.010607675188349704,0.9893923248116503,0.0
1.8,32.3,1.88,19.66619434461075,25.603619953684042,214.8662222222222,149.32564151815976,364.19186374038196,1.6,27.72,0.0,0.00661910563472052,0.9933808943652794,0.0
2.03,37.9,6.2,21.099772510622007,28.83700612230645,219.31054187192123,190.33129167386195,409.6418335457832,1.54,29.76,0.0,0.005327039238958455,0.9946729607610415,0.0
2.78,53.1,9.5,25.7800620635405,40.98014522772359,239.06892086330936,365.02183557025785,604.0907564335672,1.46,36.4,0.0,0.003207286782234917,0.996792713217765,0.0
3.0,62.4,11.0,26.97531464135312,44.76413584035368,242.55586666666667,425.3867525112123,667.942619177879,1.62,38.08,0.0,0.003606591800981658,0.9963934081990183,0.0
3.64,68.0,6.2,30.12709079881428,56.225873016428494,249.3520879120879,619.1503286976764,868.5024166097643,2.96,42.4,0.0,0.009653149436958375,0.9903468505630416,0.0
4.19,78.0,7.98,32.554889801687246,66.23937660990437,252.9405369928401,794.2324972956434,1047.1730342884834,5.28,45.43,0.0,0.026304823121756853,0.9736951768782431,0.0
4.6,82.3,6.2,33.540006708407205,73.19477933326098,244.55044565217395,920.1181894879934,1164.6686351401672,6.86,46.43,0.0,0.041833282285805615,0.9581667177141944,0.0
5.14,85.7,6.3,34.540041256489545,81.68337624687916,232.1039785992218,1065.984339511522,1298.0883181107438,8.92,47.19,0.0,0.06669357609205824,0.9333064239079418,0.0
5.39,85.5,6.51,35.308448705656836,85.45665920859359,231.29620593692022,1123.5907334125613,1354.8869393494815,9.95,47.91,0.0,0.07941250348774517,0.9205874965122548,0.0
6.31,89.5,15.6,38.519937694653656,97.11452649672229,235.14827258320125,1259.500104070139,1494.6483766533404,14.48,50.48,0.0,0.14130774688742095,0.858692253112579,0.0
9.1,95.2,15.5,45.04124942760802,113.31499517612673,222.9356208791209,1188.0850529412771,1411.020673820398,26.69,51.31,0.0,0.35113675329764915,0.6488632467023507,0.0
10.17,97.5,6.2,47.39757430502114,114.93955670879559,220.89774336283185,1078.1289721154808,1299.0267154783126,29.9,52.01,0.0,0.3979514985788861,0.6020485014211139,0.0
11.99,101.0,10.2,49.68217386548218,116.14396522828486,205.8647539616347,919.1911808965007,1125.0559348581353,33.72,51.6,0.0,0.4606530502709861,0.5393469497290139,0.0
14.02,107.0,10.7,50.815318064536406,116.6465425454747,184.17949714693293,786.3209228112154,970.5004199581483,36.41,50.13,0.0,0.5133955043042715,0.4866044956957286,0.0
15.94,117.0,11.7,52.06421563799843,117.1961643530234,170.05536700125472,691.6096856374451,861.6650526386998,38.69,49.27,0.0,0.5522284783955982,0.44777152160440187,0.0
17.98,120.0,12.0,52.15391116685306,117.2360401221449,151.28089265850946,613.1400808409993,764.4209734995088,39.0,48.97,0.0,0.5591849164776813,0.44081508352231863,0.0
