r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.85,10.3,0.2,6.781154031578991,6.781154031578991,54.098882352941175,0.0,54.098882352941175,0.0,9.59,0.0,0.0,1.0,0.0
1.14,12.9,2.7,8.478210306426705,8.541280432496258,63.052675438596495,0.9415977425820001,63.99427318117849,0.0,11.99,0.0,0.0,1.0,0.0
1.42,16.4,1.8,9.824360030047758,9.97635730021832,67.97045774647887,2.1194753391685643,70.08993308564743,0.94,13.83,0.0,0.009154764316104604,0.9908452356838954,0.0
1.71,18.6,2.1,11.332257056738522,11.616610868683894,75.09944444444444,3.816139224809815,78.91558366925426,3.44,15.27,0.0,0.09214760467699552,0.9078523953230044,0.0
1.99,19.8,2.0,12.917755222947989,13.379770490814028,83.85346733668344,6.105456475807957,89.95892381249139,5.14,16.76,0.0,0.15832596225528614,0.8416740377447138,0.0
2.28,26.1,0.6,13.84770197541816,14.600720672617182,84.10475877192982,9.39569919289069,93.50045796482051,5.82,17.77,0.0,0.17664060876460203,0.823359391235398,0.0
2.55,27.7,2.7,14.901070431348213,16.017237250435677,87.07525490196079,13.533329073233029,100.60858397519382,6.87,18.7,0.0,0.21255853061967134,0.7874414693803287,0.0
2.84,29.7,2.6,15.64804141098815,17.32318911590447,86.2187323943662,19.447775051194053,105.66650744556026,7.58,19.36,0.0,0.2346488541263377,0.7653511458736623,0.0
3.13,33.0,3.4,16.285274022871093,18.71834389545196,84.73167731629393,27.209663957956444,111.94134127425036,8.21,19.89,0.0,0.2541535457824673,0.7458464542175328,0.0
3.41,34.8,1.2,16.76026401940017,20.15768400016783,82.37725806451613,36.78175197965457,119.1590100441707,8.78,20.19,0.0,0.2744273048910055,0.7255726951089946,0.0
3.7,35.0,0.9,16.663158464108776,21.43961476994187,75.04347297297296,49.188170671218806,124.23164364419176,8.64,20.15,0.0,0.26885173044741456,0.7311482695525854,0.0
3.98,39.0,10.2,16.478969931400446,22.926838724471402,68.23026381909548,63.84007133113601,132.0703351502315,7.98,20.39,0.0,0.23450151892912136,0.7654984810708786,0.0
4.26,35.9,5.4,17.02762755054268,25.227241699800405,68.06105633802818,81.33183656810996,149.39289290613814,7.97,21.28,0.0,0.21908283814484436,0.7809171618551556,0.0
4.55,40.0,4.1,18.928795524279934,28.722376740803444,78.74709890109891,102.56607156937291,181.31317047047182,10.01,22.72,0.0,0.2796547467438535,0.7203452532561464,0.0
4.84,38.7,1.4,20.808565544025374,32.36492498254244,89.4620661157025,126.96115064578512,216.42321676148762,11.42,24.6,0.0,0.3011951138623785,0.6988048861376215,0.0
5.12,41.8,0.5,21.945083731897675,35.5921016952544,94.05990234374998,153.3615240401038,247.42142638385377,12.67,25.34,0.0,0.33333333333333337,0.6666666666666667,0.0
5.41,42.9,0.4,22.44260902836388,38.67175953865983,93.09994454713492,183.33350939296253,276.4334539400975,13.13,25.74,0.0,0.34228097842499083,0.6577190215750092,0.0
5.68,44.4,1.7,23.337525575776024,41.90105870109326,95.8873415492958,213.21454582261674,309.10188737191254,13.93,26.48,0.0,0.3562809642551108,0.6437190357448891,0.0
5.97,46.1,1.3,24.058496420183868,45.30212098572904,96.95330820770519,246.81254871116107,343.76585691886623,14.5,27.15,0.0,0.36324449464311553,0.6367555053568844,0.0
6.26,49.0,0.9,25.10909098314792,48.896768172293385,100.71349041533549,281.21844851357883,381.9319389289143,15.98,27.39,0.0,0.4050340823052519,0.594965917694748,0.0
6.54,51.9,0.6,26.114640529787117,52.32797492169062,104.27743883792049,314.41016963380457,418.68760847172507,17.58,27.31,0.0,0.45317885442775746,0.5468211455722425,0.0
6.83,53.1,2.1,26.374336958490538,55.42280502129521,101.84562957540263,347.8889701945103,449.73459976991296,18.38,26.75,0.0,0.485655054699455,0.514344945300545,0.0
7.1,54.0,0.5,26.770045760140196,58.28315570883083,100.93455633802817,377.50575906758036,478.44031540560854,19.29,26.25,0.0,0.5192377127363309,0.48076228726366904,0.0
7.39,55.9,1.1,27.08247403765025,61.1582583074166,99.25039242219215,406.8839187004997,506.1343111226918,19.86,26.04,0.0,0.537751731381817,0.4622482686181831,0.0
7.68,58.8,3.6,27.853005223853312,64.04733766097762,101.01430989583334,433.1082762316774,534.1225861275108,21.01,25.86,0.0,0.568994388815838,0.4310056111841621,0.0
7.96,57.3,4.6,28.420460059611983,66.55263442456345,101.47268216080401,454.9661556343704,556.4388377951744,21.81,25.77,0.0,0.5889102638028367,0.41108973619716327,0.0
8.25,54.0,9.0,28.85675917354546,68.85277148881615,100.93485454545454,473.6959505080161,574.6308050534707,22.49,25.57,0.0,0.6074126059466739,0.39258739405332616,0.0
8.52,63.8,12.0,28.72672710212564,70.55680712977203,96.85737676056337,487.445796050217,584.3031728107803,22.38,25.47,0.0,0.606942944095782,0.39305705590421813,0.0
8.81,60.5,6.2,28.87202885146799,72.2732832546007,94.61907491486947,498.27848154367143,592.8975564585409,22.6,25.41,0.0,0.6127203043255888,0.3872796956744113,0.0
9.1,61.0,5.7,29.133738174151286,73.79936221863771,93.27194505494505,505.22760042611986,598.499545481065,22.95,25.38,0.0,0.6205445331959117,0.37945546680408826,0.0
9.38,66.0,1.3,29.728049885587854,75.19273552001796,94.21715884861406,508.54909648010363,602.7662553287176,23.63,25.51,0.0,0.6318217921793996,0.3681782078206005,0.0
9.67,65.2,3.4,30.834816360730933,76.62660117431672,98.32325749741469,508.8779842324505,607.2012417298652,24.89,25.74,0.0,0.6515789727214087,0.34842102727859126,0.0
9.96,67.1,4.7,31.211420986555545,77.58134731521096,97.80650602409638,506.4972541409028,604.3037601649992,25.8,24.84,0.0,0.6833014286875735,0.3166985713124265,0.0
10.23,67.5,9.3,32.023262638275945,78.50893800755154,100.24333822091887,502.26432033954745,602.5076585604663,27.17,23.97,0.0,0.7198601331159608,0.28013986688403925,0.0
