r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
2.43,62.2,5.69,97.15355140189163,97.15355140189163,3884.285,0.0,3884.285,10.89,136.53,0.0,0.012564302911174987,0.9874356970888251,0.0
3.65,88.2,3.85,105.69299456444594,116.21131395771263,3060.5504383561642,639.4686004871386,3700.019038843303,14.29,148.1,0.0,0.018279825767933532,0.9817201742320664,0.0
4.86,107.0,4.42,107.87871708543813,127.94657527287713,2394.612674897119,973.7671860201675,3368.379860917287,16.72,150.72,0.0,0.024021548507513982,0.9759784514924861,0.0
6.08,120.0,3.93,109.91566653575823,135.9175879189933,1987.0812088815794,1051.3383150850764,3038.419523966656,25.95,151.05,0.0,0.055738532293764714,0.9442614677062353,0.0
7.29,124.0,5.15,116.20803457592766,143.75287889279588,1852.442702331961,982.2473100091685,2834.6900123411297,32.85,157.64,0.0,0.07990950413280365,0.9200904958671964,0.0
8.51,128.0,4.29,116.28151701796807,144.67612118649254,1588.8826321974145,870.7154925462607,2459.5981247436753,38.2,155.32,0.0,0.10792084767135503,0.892079152328645,0.0
9.73,133.0,5.36,115.48649141782774,144.22807753215872,1370.722476875642,767.1745784812316,2137.897055356874,40.33,153.04,0.0,0.12195344400077328,0.8780465559992268,0.0
10.96,138.0,6.78,114.8870867417222,143.777602032874,1204.2922171532848,681.8390644455739,1886.1312815988585,39.17,152.74,0.0,0.11624243779437125,0.8837575622056288,0.0
12.19,143.0,6.42,116.332049109435,144.93775715550032,1110.1842206726824,613.1097456330423,1723.2939663057246,46.36,150.89,0.0,0.15881374926309172,0.8411862507369082,0.0
13.41,146.0,5.4,116.13477752163648,144.7796715231166,1005.7633519761373,557.3353270948204,1563.0986790709576,53.75,145.59,0.0,0.21420635568835006,0.7857936443116499,0.0
14.55,148.0,4.5,115.05238654630334,143.9128941360064,909.763,513.6680033403014,1423.4310033403015,56.66,141.61,0.0,0.24252799527302585,0.7574720047269742,0.0
15.78,154.0,4.46,114.87951797426729,143.77473081690778,836.3310297845375,473.6292504102846,1309.9602801948222,60.84,137.81,0.0,0.2804743831138568,0.7195256168861432,0.0
17.0,158.0,4.02,112.70972517932957,142.04700533366255,747.2636558823529,439.6393867212682,1186.903042603621,62.11,133.01,0.0,0.30366887239653423,0.6963311276034658,0.0
18.23,159.0,5.07,109.32441813245568,139.37610259404929,655.6131870543062,409.97638915561976,1065.589576209926,60.94,128.36,0.0,0.31072096048500825,0.6892790395149917,0.0
19.46,160.0,7.33,106.27306173250115,136.99574162837118,580.3681217882836,384.0631847023347,964.4313064906182,60.06,123.99,0.0,0.31939217371219364,0.6806078262878064,0.0
20.69,158.0,7.82,106.36355837409728,137.06595538027463,546.7958699855002,361.23100890804426,908.0268788935444,64.05,120.09,0.0,0.3626206665518716,0.6373793334481285,0.0
21.92,155.0,8.07,104.09106061521325,135.31008267792697,494.2951140510948,340.961203207456,835.2563172585508,63.17,117.0,0.0,0.36829420579916167,0.6317057942008384,0.0
23.14,156.0,7.93,101.18298325311426,133.0859334201306,442.4371694036301,322.9848562794916,765.4220256831218,61.23,113.92,0.0,0.36619596875994115,0.6338040312400588,0.0
24.28,154.0,9.09,100.11602868671929,132.27656169672477,412.8179242174629,307.8199989418219,720.6379231592848,62.4,110.72,0.0,0.388473994462777,0.611526005537223,0.0
25.51,150.0,13.4,97.01757778876981,129.9472199560554,368.9694394355155,292.9780311371006,661.9474705726161,60.16,107.64,0.0,0.38451634025647663,0.6154836597435233,0.0
26.73,141.0,20.1,98.41907741896385,130.9968868878472,362.3761616161616,279.6060446804129,641.9822062965745,64.54,105.08,0.0,0.4300305829416158,0.5699694170583842,0.0
27.96,152.0,16.0,98.56869913922979,131.10933614471332,347.4888572961373,267.30577876636033,614.7946360624976,66.58,102.79,0.0,0.45625699065112924,0.5437430093488708,0.0
