r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.45,18.9,9.78,46.096291065551036,46.096291065551036,4721.929,0.0,4721.929,0.0,65.19,0.0,0.0,1.0,0.0
1.34,58.3,10.5,84.97302189518741,95.70319788545426,5388.368992537314,1446.7818175391158,6835.1508100764295,0.0,120.17,0.0,0.0,1.0,0.0
2.23,74.1,5.69,97.21304027752655,127.49474137970368,4237.836412556053,3051.3604840706403,7289.196896626693,0.0,137.48,0.0,0.0,1.0,0.0
3.12,119.0,4.27,103.36486927384952,159.5050473937429,3424.4539102564104,4729.98844361544,8154.44235387185,0.0,146.18,0.0,0.0,1.0,0.0
4.01,141.0,3.76,111.6238764781084,192.12409271823384,3107.204438902744,6097.700050574691,9204.904489477434,0.0,157.86,0.0,0.0,1.0,0.0
4.9,195.0,4.54,124.30230106478318,221.6505602538679,3153.2779693877546,6873.042614459903,10026.320583847657,0.0,175.79,0.0,0.0,1.0,0.0
5.79,227.0,4.2,140.8485997445484,246.00226062569124,3426.308816925734,7025.69675007781,10452.005567003544,0.0,199.19,0.0,0.0,1.0,0.0
6.69,246.0,4.24,154.05735441711312,262.16601003219006,3547.633550074738,6726.0610412852575,10273.694591359996,0.0,217.87,0.0,0.0,1.0,0.0
7.58,268.0,5.56,161.6799655183041,270.63743801257004,3448.603067282322,6214.275937204179,9662.879004486502,0.0,228.65,0.0,0.0,1.0,0.0
8.47,283.0,2.96,170.95013541965972,277.80944551048697,3450.2891145218414,5661.64571603828,9111.934830560122,0.0,241.76,0.0,0.0,1.0,0.0
10.23,291.0,9.81,184.51244348281773,287.15835330953456,3327.9415249266863,4732.65670336691,8060.598228293597,0.0,260.94,0.0,0.0,1.0,0.0
12.06,310.0,4.74,194.4826532110255,293.71618590280303,3136.2771475953573,4017.056008398834,7153.333155994191,0.04,275.04,0.0,4.230174094083893e-08,0.999999957698259,0.0
13.44,310.0,20.4,196.56195003102712,295.098099458733,2874.747038690477,3604.6345315592453,6479.381570249722,0.4,277.98,0.0,4.141151115050749e-06,0.9999958588488849,0.0
15.18,310.0,16.1,199.6051185465944,297.13383726756524,2624.6510770750992,3191.4567786131706,5816.107855688269,3.11,282.25,0.0,0.00024276016853370128,0.9997572398314662,0.0
16.83,314.0,13.5,200.91883149670164,298.0179372628948,2398.596366607249,2878.5688699008138,5277.165236508063,15.18,283.33,0.0,0.005708240409472893,0.9942917595905272,0.0
18.56,317.0,12.7,196.83165027505106,295.27785665592955,2087.4298787715525,2610.2539914504137,4697.683870221967,22.91,276.47,0.0,0.01354753591370573,0.9864524640862943,0.0
20.3,319.0,10.4,195.28610204005815,294.2498525595573,1878.6532832512316,2386.517935040454,4265.171218291685,33.06,272.19,0.0,0.028659131468577296,0.9713408685314227,0.0
21.94,318.0,10.8,195.94592213159223,294.6881716006281,1749.9910847766635,2208.1273510173755,3958.118435794039,33.62,273.0,0.0,0.029438993573828436,0.9705610064261715,0.0
23.68,317.0,9.3,195.9244923433515,294.6739228050579,1621.0475802364863,2045.8747500557947,3666.922330292281,39.67,271.34,0.0,0.040996515050209174,0.9590034849497909,0.0
25.41,317.0,7.23,190.38306804965615,291.0189455711109,1426.4349704840615,1906.5845762031176,3333.019546687179,44.98,261.62,0.0,0.055819026717107485,0.9441809732828924,0.0
27.06,312.0,8.39,184.7692467647146,287.37778033682633,1261.628771249076,1790.3294191175619,3051.9581903666376,46.29,252.97,0.0,0.06276463171497926,0.9372353682850209,0.0
28.8,312.0,8.37,177.7528534229479,282.91763992604143,1097.0860034722223,1682.163683379209,2779.2496868514313,43.21,243.84,0.0,0.05909290909467308,0.9409070909053269,0.0
30.53,311.0,11.5,171.39170823000742,278.96492921390893,962.1722125777922,1586.842911278127,2549.0151238559192,45.08,233.85,0.0,0.06918121738994976,0.9308187826100502,0.0
32.18,310.0,14.5,167.3475011764442,276.4986441762802,870.2668163455563,1505.4789956905288,2375.745812036085,52.43,224.75,0.0,0.09815699439655394,0.901843005603446,0.0
33.91,313.0,15.9,164.12639047392713,274.5610790540444,794.381363904453,1428.6733730852618,2223.054736989715,59.7,216.21,0.0,0.13230974285131555,0.8676902571486844,0.0
35.65,320.0,8.83,159.98318052220367,272.1046345274575,717.9416002805051,1358.9428914816613,2076.8844917621664,61.56,208.83,0.0,0.14806369028820102,0.8519363097117989,0.0
37.3,321.0,7.88,156.66588700160608,270.167566949331,658.0214517426274,1298.8287957458774,1956.850247488505,63.33,202.65,0.0,0.16340678757054544,0.8365932124294545,0.0
39.03,320.0,8.0,152.71927858001425,267.89828691374873,597.5705367665898,1241.2583674435361,1838.828904210126,62.96,196.77,0.0,0.1699580388016632,0.8300419611983368,0.0
40.76,315.0,9.82,149.02625959877003,265.81034617057554,544.8681562806672,1188.5749283935531,1733.4430846742202,62.4,191.39,0.0,0.17532489070938537,0.8246751092906147,0.0
42.41,312.0,9.07,146.0616998052535,264.15967563449425,503.0422105635463,1142.3323291988027,1645.3745397623488,62.21,186.89,0.0,0.18140435195942198,0.818595648040578,0.0
