r_kpc,vobs_kms,e_vobs_kms,vbar_kms,vmodel_kms,gbar_kms2_per_kpc,gextra_kms2_per_kpc,gtot_kms2_per_kpc,vgas_kms,vdisk_kms,vbul_kms,frac_gas,frac_disk,frac_bul
0.26,14.6,13.0,3.6127275014869302,3.6127275014869302,50.19923076923076,0.0,50.19923076923076,-0.5,5.06,0.0,0.019154446130035706,0.9808455538699643,0.0
0.44,10.0,7.0,5.840723414098633,8.392773635501273,77.53193181818182,82.55590749264832,160.08783931083013,-0.86,8.17,0.0,0.02168021680216802,0.9783197831978319,0.0
0.77,10.7,7.13,9.419782375405497,15.67496199820293,115.23675324675325,203.859913824813,319.09666707156623,-1.55,13.14,0.0,0.027075822445715936,0.9729241775542841,0.0
0.89,17.4,9.6,10.441247530826956,18.101627279366713,122.49398876404496,245.67332602372267,368.1673147877676,-1.78,14.55,0.0,0.029062650632248405,0.9709373493677516,0.0
1.22,23.5,11.2,12.465029081394073,24.341420504591262,127.35815573770492,358.30147719781644,485.65963293552136,-2.43,17.29,0.0,0.03800370646997512,0.9619962935300249,0.0
1.55,31.0,5.2,13.326997036091814,30.016947777219418,114.58635483870968,466.7150347485921,581.3013895873017,-2.98,18.37,0.0,0.049999760710122264,0.9500002392898776,0.0
1.8,32.3,2.41,13.290735495073251,34.01236908301306,98.13536111111111,544.5542225772793,642.6895836883905,-3.18,18.25,0.0,0.057247458371699186,0.9427525416283008,0.0
2.21,40.9,5.9,13.93207450453808,40.62719961411403,87.82927601809955,659.0346825724287,746.8639585905282,-3.53,19.06,0.0,0.06419745835580855,0.9358025416441914,0.0
2.31,43.8,4.26,14.190900253331359,42.21829060583378,87.17820346320346,684.4166284323085,771.5948318955119,-3.66,19.39,0.0,0.06651847375369108,0.933481526246309,0.0
2.54,44.8,4.5,14.82764984749775,45.756530407542286,86.55874015748032,737.7168798961974,824.2756200536777,-4.08,20.16,0.0,0.07571391144878176,0.9242860885512182,0.0
3.1,51.7,12.7,16.497224008905256,53.47116163356321,87.79303225806453,834.5182988524653,922.3113311105297,-5.16,22.16,0.0,0.09783126297038783,0.9021687370296121,0.0
3.43,55.7,4.5,17.47814778516305,57.39350176040084,89.06287172011662,871.2910770615551,960.3539487816718,-4.94,23.71,0.0,0.07988460341754187,0.9201153965824582,0.0
3.86,59.4,9.85,17.900466474368763,61.488996542259706,83.01209844559587,896.494817558038,979.5069160036338,-3.07,24.94,0.0,0.02941359131433179,0.9705864086856683,0.0
4.09,62.0,4.5,17.96590938416422,63.296912326295846,78.91782396088018,900.666310523908,979.5841344847881,1.31,25.34,0.0,0.005316724803337569,0.9946832751966624,0.0
4.37,63.0,3.2,18.729927922979307,65.38585582493066,80.27693363844392,898.0549066266861,978.33184026513,4.42,25.74,0.0,0.05568937277194336,0.9443106272280566,0.0
4.76,66.6,6.9,19.778294921453668,67.77597102559324,82.1808718487395,882.8574156432886,965.0382874920281,7.13,26.09,0.0,0.12995750432120992,0.87004249567879,0.0
5.4,71.3,2.95,21.65633740963601,70.67461046429652,86.85128703703704,838.1302989407503,924.9815859777874,11.25,26.17,0.0,0.2698578316980526,0.7301421683019474,0.0
5.86,72.3,15.5,22.990815557522097,72.11385073197954,90.20095563139932,797.2405917054991,887.4415473368985,13.88,25.92,0.0,0.3644770417815662,0.6355229582184339,0.0
6.08,73.4,6.0,23.541878642113506,72.63382073862277,91.15461348684211,776.5545830740768,867.7091965609189,14.94,25.73,0.0,0.4027346177750155,0.5972653822249845,0.0
6.43,72.4,5.81,24.53333344655797,73.36392695652015,93.60566874027994,743.4496622833007,837.0553310235806,16.72,25.39,0.0,0.46447187662017175,0.5355281233798281,0.0
6.97,77.1,12.1,26.323804816173517,74.3585704720912,99.41789096126257,693.8671883289746,793.2850792902373,19.67,24.74,0.0,0.5583562681301066,0.44164373186989336,0.0
7.96,80.3,13.5,29.37,75.77780594496991,108.36644472361809,613.0249967127535,721.3914414363716,24.09,23.76,0.0,0.672768589824517,0.32723141017548296,0.0
10.29,84.7,6.0,35.30353594188548,78.39826121808673,121.12144314868804,476.1853947540683,597.3068379027563,31.66,22.09,0.0,0.8042395184972251,0.19576048150277495,0.0
15.49,86.9,5.6,41.300118643897385,81.27868784155783,110.1161910910265,316.3670301643253,426.4832212553518,39.34,17.78,0.0,0.9073317590821082,0.09266824091789189,0.0
16.26,85.8,8.6,41.35500634747866,81.30659165947536,105.1805996309963,301.38531963595733,406.56591926695364,39.55,17.09,0.0,0.914611782796947,0.08538821720305301,0.0
