galaxy,n,sigma_kpc,ups_disk,ups_bul,a0_kms2_per_kpc,r_t_kpc,r_near_half_rt_kpc,frac_gas_half_rt,frac_disk_half_rt,frac_bul_half_rt,r_near_rt_kpc,frac_gas_rt,frac_disk_rt,frac_bul_rt,frac_bul_peak,r_bul_peak_kpc,q_best_kms2,v_extra_asym_kms,chi2,chi2_red,gbar_inner_kms2_per_kpc,gbar_rt_kms2_per_kpc,gbar_half_rt_kms2_per_kpc,gbar_1kpc_kms2_per_kpc,gbar_2kpc_kms2_per_kpc,s_in_dlng_dlnr,vobs_outer_kms,outer_resid_mean_z,outer_resid_rms_z,outer_chi2,sparc_T,sparc_D_mpc,sparc_e_D_mpc,sparc_Inc_deg,sparc_e_Inc_deg,sparc_L36_1e9solLum,sparc_e_L36_1e9solLum,sparc_Reff_kpc,sparc_SBeff_solLum_pc2,sparc_Rdisk_kpc,sparc_SBdisk_solLum_pc2,sparc_MHI_1e9solMass,sparc_RHI_kpc,sparc_Vflat_kms,sparc_e_Vflat_kms,sparc_Q_flag,env_twompp_delta_external,env_twompp_in_twompp_grid
NGC6503,31,2.0,0.5,0.7,3702.813097789641,2.6258281707257813,1.52,0.007596583332492203,0.9924034166675078,0.0,2.28,0.009201638028388276,0.9907983619716118,0.0,0.0,0.76,10445.66295611946,102.20402612480322,138.9400620471855,4.6313354015728505,3311.8168421052633,3702.81309778964,4603.862058258335,3907.334048832199,4666.773214473386,-1.1778321177950444,115.0,0.027240751462908396,1.8506018588427153,85.61818099880281,6.0,6.26,0.31,74.0,2.0,12.845,0.059,1.62,774.16,2.16,398.87,1.744,14.05,116.3,2.4,1.0,0.06746355562828371,True
NGC6674,15,2.0,0.5,0.7,3702.813097789641,8.344040503222162,2.5,0.0,0.26772824536503936,0.7322717546349606,7.49,0.0,0.7743389058073118,0.22566109419268815,0.7322717546349606,2.5,44811.73807106131,211.68783165562755,151.35644347857888,10.811174534184206,11259.531379999999,3702.81309778964,7028.949373966022,nan,nan,-1.291266538735767,242.0,-0.11994169200781783,2.57943056892197,79.84154471866943,3.0,51.2,10.2,54.0,6.0,214.654,1.977,7.75,560.83,6.04,1370.35,32.165,50.02,241.3,4.9,1.0,-0.31744928779493753,True
NGC6789,4,2.0,0.5,0.7,3702.813097789641,0.3,0.1,0.2126263146760974,0.7873736853239025,0.0,0.3,0.2857720992633978,0.7142279007366023,0.0,0.0,0.1,3647.4653342850415,60.39424918222795,4.413443868271599,1.471147956090533,368.722,695.1740000000002,465.9496133792566,nan,nan,-0.31737337393409093,46.7,0.31674959360547733,0.31674959360547733,0.10033030504923504,11.0,3.52,0.18,43.0,7.0,0.1,0.003,0.52,59.27,0.31,319.76,0.017,0.97,0.0,0.0,2.0,0.15062240245063974,True
NGC6946,58,2.0,0.5,0.7,3702.813097789641,6.196676874057913,2.99,0.0021747947297310537,0.7765969587067265,0.22122824656354245,6.17,0.027555697802471014,0.8850284474926234,0.08741585470490552,0.9922150726303381,0.19,14515.473237660584,120.48017777900473,613.1480774365042,10.756983814675513,201875.66226315784,3702.81309778964,6106.279624745883,17089.369248587194,8013.212207906718,-1.25445172557219,157.0,-0.11465102543562766,0.2668911318754385,1.6383101542963123,6.0,5.52,1.66,38.0,2.0,66.173,0.122,4.2,571.26,2.44,2232.7,5.67,21.25,158.9,10.9,1.0,-0.11292827702401129,True
NGC7331,36,2.0,0.5,0.7,3702.813097789641,12.135990745059608,5.88,0.0005396023481409013,0.9174869048600145,0.08197349279184456,11.74,0.024911732432621844,0.9099653291281394,0.06512293843923866,0.20550570881972807,2.67,27191.62614994803,164.8988361085306,389.2943597040012,11.12269599154289,23888.50761048689,3702.81309778964,11828.428463845124,nan,nan,-0.8910673524523071,238.0,-3.12292331758476,3.3551564678882215,135.08489908814602,3.0,14.7,1.5,75.0,2.0,250.631,0.693,3.99,2470.76,5.02,1806.47,11.067,27.01,239.0,5.4,1.0,-0.6618372839066521,True
NGC7793,46,2.0,0.5,0.7,3702.813097789641,0.11,0.11,0.0011383263154505637,0.9988616736845494,0.0,0.11,0.0011383263154505637,0.9988616736845494,0.0,0.0,0.11,7626.300641697564,87.32869311799853,64.77022594669046,1.439338354370899,3374.1722727272727,3374.1722727272736,nan,2374.5540104537395,2087.1088689657863,-0.10497415741653186,101.0,-0.6350445694101248,1.2226954614538534,62.789336041313774,7.0,3.61,0.18,47.0,9.0,7.05,0.026,2.19,233.79,1.21,1068.64,0.861,7.35,0.0,0.0,1.0,0.09981358370573967,True
NGC7814,18,2.0,0.5,0.7,3702.813097789641,7.350764892646532,3.91,0.000600569271110534,0.1659437769550617,0.8334556537738278,7.26,6.9288613812898e-05,0.24428155592675996,0.755649155459427,0.9906411803882766,0.63,31882.560113101114,178.55688200991054,168.91676482868442,9.93628028404026,133669.71115873018,3702.81309778964,11991.713604316279,75236.27371289629,30444.39652015689,-1.5720818234555005,214.0,-0.5149180627178993,0.7769465371069355,3.0182296076122936,2.0,14.4,0.66,90.0,1.0,74.529,0.343,2.08,2709.13,2.54,2635.3,1.07,12.15,218.9,7.0,1.0,-0.6048932547267283,True
PGC51017,6,2.0,0.5,0.7,3702.813097789641,0.99,0.33,0.30340557275541796,0.6965944272445821,0.0,0.99,0.3718780014426852,0.6281219985573149,0.0,0.0,0.33,38.511488745732365,6.205762543453654,8.778580393473181,1.7557160786946362,253.7018181818182,316.8194444444444,275.3813478665951,314.3971488314631,169.31879794278544,-1.0408633845567932,18.8,0.047539905675387684,0.10686658218382626,0.03426139916295748,11.0,13.6,1.4,66.0,3.0,0.155,0.014,1.28,15.03,0.53,93.94,0.201,4.29,18.6,1.3,3.0,2.4895890748077223,True
UGC00128,22,2.0,0.5,0.7,3702.813097789641,1.25,1.25,0.0067204606897521765,0.9932795393102478,0.0,1.25,0.0067204606897521765,0.9932795393102478,0.0,0.0,1.25,13284.79124345088,115.25966876340952,565.8251820628616,26.944056288707696,348.08327999999995,348.08328,nan,nan,338.88363096577655,-0.6785859918583873,132.0,0.27214178407258993,5.18849066388685,565.3291427540609,8.0,64.5,9.7,57.0,10.0,12.02,0.565,9.63,20.36,5.95,88.89,7.431,31.27,129.3,2.8,1.0,-0.5261506318471949,True
UGC00191,9,2.0,0.5,0.7,3702.813097789641,0.87,0.62,0.01359963901449629,0.9864003609855037,0.0,0.87,0.021196464617248844,0.9788035353827512,0.0,0.0,0.62,5123.061096065383,71.5755621428528,312.335923932467,39.04199049155837,388.54209677419357,471.91235632183896,nan,470.74901043619906,398.78967430691324,-0.2218665757865569,76.65,-0.2792605527887711,2.105660368916076,17.735222356895143,9.0,17.1,5.1,45.0,5.0,2.004,0.063,2.5,50.21,1.58,207.41,1.343,10.03,0.0,0.0,1.0,-0.4786621889199005,True
UGC00634,4,2.0,0.5,0.7,3702.813097789641,4.51,4.51,0.2827203350859207,0.7172796649140794,0.0,4.51,0.2827203350859207,0.7172796649140794,0.0,0.0,4.51,9400.60772846931,96.95673121794746,70.05382528101664,23.351275093672214,293.95247228381373,293.95247228381373,nan,nan,nan,-1.1519427058209926,107.5,-0.8285694594992175,0.8309323254905013,1.3808970590901049,9.0,30.9,7.7,37.0,8.0,2.989,0.146,4.26,26.11,2.45,126.13,3.663,16.78,0.0,0.0,2.0,0.16097517832136654,True
UGC00731,12,2.0,0.5,0.7,3702.813097789641,8.19,3.64,0.6775025596461501,0.3224974403538499,0.0,8.19,0.9122084498355703,0.08779155016442973,0.0,0.0,0.91,8093.54442331986,89.96412853643312,1211.4620436874663,110.13291306249694,34.30351648351649,151.29250915750913,79.79909906031331,36.43414537190229,52.410135385746145,0.482705054032086,73.8,nan,nan,0.0,10.0,12.5,3.75,57.0,3.0,0.323,0.019,1.4,25.63,2.3,82.57,1.807,11.57,73.3,2.3,1.0,-0.7803554915432293,True
UGC00891,5,2.0,0.5,0.7,3702.813097789641,1.48,1.48,0.35328776525681976,0.6467122347431802,0.0,1.48,0.35328776525681976,0.6467122347431802,0.0,0.0,1.48,3182.8682230960794,56.41691433511832,20.28717259864272,5.07179314966068,179.95054054054054,179.95054054054057,nan,nan,179.58099327169896,-0.9089008792756624,54.15,-0.40534352289903386,1.7835198574028388,12.72377232700097,9.0,10.2,3.1,60.0,5.0,0.374,0.017,1.76,19.09,1.43,113.98,0.428,6.23,0.0,0.0,2.0,-0.4422434211244362,True
UGC01230,11,2.0,0.5,0.7,3702.813097789641,2.35,0.78,0.036471153529245445,0.9635288464707545,0.0,2.35,0.07240029796599427,0.9275997020340057,0.0,0.0,0.78,9399.00928495635,96.94848779097254,2.8310458952598667,0.28310458952598666,295.6323076923076,381.82280851063814,325.1100079803936,313.1722570886682,367.80261392759763,-0.36547621551012566,105.0,0.07341628767970683,0.4580526784390667,1.6784980498016246,9.0,53.7,10.7,22.0,10.0,7.62,0.379,6.45,28.63,4.34,69.32,6.43,26.29,103.7,6.1,1.0,-0.8189525558883827,True
UGC01281,25,2.0,0.5,0.7,3702.813097789641,0.08,0.08,0.9681731381285805,0.03182686187141948,0.0,0.08,0.9681731381285805,0.03182686187141948,0.0,0.0,0.08,2876.882186955294,53.63657508599234,3.3345260529075498,0.13893858553781457,441.84374999999994,441.8437500000001,nan,123.26655,152.0872265480732,-0.1919545854746752,55.7,0.03960631343979889,0.2921845617811529,2.048923635437865,8.0,5.27,0.24,90.0,1.0,0.353,0.009,2.01,13.83,1.63,135.78,0.294,5.26,55.2,3.5,1.0,-0.2489667803307692,True
UGC02023,5,2.0,0.5,0.7,3702.813097789641,1.51,0.76,0.002179636660270517,0.9978203633397295,0.0,1.51,0.17868890563448014,0.82131109436552,0.0,0.0,0.76,2084.2471478215994,45.65355569746566,0.36775174790421233,0.09193793697605308,203.07585526315788,372.10105960264883,nan,258.6959985859795,361.0423441472996,-0.34012160437324107,37.6,-0.11482868235433283,0.24095350626381942,0.11611718436165694,10.0,10.4,3.1,19.0,10.0,1.308,0.033,2.73,27.59,1.55,121.57,0.477,6.5,0.0,0.0,2.0,-0.6067490425546382,True
UGC02259,8,2.0,0.5,0.7,3702.813097789641,2.04,1.02,0.0515007188592948,0.9484992811407053,0.0,2.04,0.08920795100093551,0.9107920489990645,0.0,0.0,1.02,7939.877107846856,89.10598805830536,407.57411085765546,58.224872979665065,312.24578431372544,349.9226470588236,312.2457843137253,nan,348.7856261427212,-0.44075612297288397,86.0,3.22540244550506,3.405384222699406,46.38656681684016,8.0,10.5,3.1,41.0,3.0,1.725,0.038,2.4,47.08,1.62,172.52,0.494,7.28,86.2,2.9,2.0,-0.6188138349252332,True
UGC02455,8,2.0,0.5,0.7,3702.813097789641,1.0,0.5,0.005181704822011084,0.9948182951779889,0.0,1.0,0.017757803412718622,0.9822421965872814,0.0,0.0,0.5,3.461409155190849e-07,0.0005883374163854318,188.10450511520688,26.87207215931527,1702.1425,2122.9877999999994,1702.1425,2122.9877999999994,1574.1381903888205,-0.6471036825763506,43.8,2.796852277954364,4.007235646147393,80.28968761877155,10.0,6.92,2.08,51.0,5.0,3.649,0.034,1.49,254.0,0.99,795.85,0.803,7.11,0.0,0.0,3.0,-0.3190870540115064,True
UGC02487,17,2.0,0.5,0.7,3702.813097789641,15.538900070042814,9.93,0.002782810807782854,0.5184547294793623,0.4787624597128548,15.07,0.0024149772877906247,0.6378243770414809,0.35976064567072846,0.4787624597128548,9.93,90732.07196842098,301.2176488329012,487.95706255236627,30.49731640952289,6362.885647532728,3702.8130977896462,nan,nan,nan,-1.3015207893370166,330.0,-0.10167343611820598,3.454723601468149,119.35115162541058,0.0,69.1,10.4,36.0,5.0,489.955,4.061,9.63,818.14,7.89,1150.35,17.963,40.2,332.0,3.5,1.0,0.10081716060768028,True
UGC02885,19,2.0,0.5,0.7,3702.813097789641,11.35949034336855,6.82,0.0,0.5311160806008218,0.46888391939917823,13.67,0.0,0.7361936946203861,0.26380630537961397,0.9207044102983483,1.7,56613.41899226826,237.93574551182564,112.70606341039726,6.261447967244292,31606.00115882352,3702.81309778964,8307.080630987144,nan,26514.903387417995,-1.1882123295800358,298.0,-0.10911345313292072,1.4254756327141282,28.447730912464422,5.0,80.6,8.06,64.0,4.0,403.525,4.088,12.2,421.53,11.4,470.79,40.075,74.24,289.5,12.0,1.0,1.4682057123358976,True
UGC02916,43,2.0,0.5,0.7,3702.813097789641,8.568995388813224,4.44,0.0005356868519856497,0.06987474106255345,0.9295895720854609,8.51,0.024441787137204494,0.1791486866087658,0.7964095262540296,0.9935340855595668,0.37,29318.25534810473,171.22574382406614,1436.783070000028,34.20912071428638,29085.746135135134,3702.8130977896462,11711.476723315114,31701.642234290382,25259.660237216274,-0.329209490098374,185.0,1.7943781174337594,1.9687325362189785,27.13135459417048,2.0,65.4,9.8,50.0,5.0,124.153,1.83,2.8,2425.66,6.15,520.99,23.273,34.24,182.7,6.9,2.0,-0.8185986202035137,True
UGC02953,115,2.0,0.5,0.7,3702.813097789641,13.555926085646986,6.79,0.0013109788372979536,0.7774322145422522,0.22125680662044994,13.22,0.010180078708157228,0.8549404165753206,0.13487950471652202,0.9839462414112006,0.17,53797.755468831034,231.94343161389813,31548.401269991213,276.7403620174668,51219.852999999996,3702.81309778964,8932.923861784102,53207.01978983536,29734.95601020141,-0.1479176321861288,266.0,0.2478073254186949,1.64864321650322,73.38666029369627,2.0,16.5,4.95,50.0,4.0,259.518,0.717,5.03,1544.65,3.55,4215.31,7.678,24.0,264.9,6.0,2.0,-0.7774401241650912,True
UGC03205,48,2.0,0.5,0.7,3702.813097789641,8.079816209936762,4.15,0.0024810902903456456,0.4815498358857598,0.5159690738238945,8.02,6.730864769585382e-05,0.7820229329194923,0.2179097584328117,0.9838251720090531,0.28,30799.787646110075,175.4986827475069,1557.0213792679583,33.12811445250975,21256.143464285706,3702.81309778964,5979.46161793639,20191.864457761752,11830.992275138427,-0.7223756138912887,212.0,-0.5845180257098226,1.783722278038838,38.17998198206474,2.0,50.0,10.0,67.0,4.0,113.642,1.361,5.35,587.26,3.19,3915.89,9.677,28.6,219.6,8.6,1.0,-0.39015421039280834,True
UGC03546,30,2.0,0.5,0.7,3702.813097789641,7.570305589508195,4.17,0.00019394491829880035,0.5305194893332802,0.469286565748421,6.96,0.0011813229833320853,0.5950576012645363,0.4037610757521316,0.9686729810220835,0.63,20914.75350960222,144.61934002616047,95.47451237863125,3.292224564780388,173804.03749206345,3702.81309778964,11754.301264014428,86254.19952591663,28925.582687098286,-1.6089612707876813,192.0,-1.6876007946018676,1.866768662498393,27.87860191428831,1.0,28.7,7.2,55.0,5.0,101.336,0.747,2.58,2403.42,3.79,922.21,2.675,18.37,196.9,7.4,1.0,-0.39874843338705085,True
UGC03580,47,2.0,0.5,0.7,3702.813097789641,2.2411314767267445,1.14,0.00017187484678293563,0.24025194953592527,0.7595761756172917,2.29,0.005844954096959602,0.47828055050475543,0.515874495398285,0.9620678777292995,0.11,8861.118749114408,94.1335155463473,2051.0277510865144,44.587559806228576,12893.21,3702.81309778964,8350.153260143306,9131.300706140863,4287.090113284825,-0.4089483327360192,127.0,-1.0629671253936988,6.67170669188844,845.7217334691909,1.0,20.7,5.2,63.0,4.0,13.266,0.195,1.84,614.94,2.43,302.57,4.37,19.97,126.2,3.2,2.0,-0.49077429247163046,True
UGC04278,25,2.0,0.5,0.7,3702.813097789641,1.25,0.69,0.08414134875156105,0.915858651248439,0.0,1.25,0.06423641867195003,0.9357635813280499,0.0,0.0,0.14,5264.850349481743,72.55928851278617,31.63512336997345,1.3181301404155603,73.37214285714285,334.1705600000001,222.97827024588997,315.3261503686602,280.62759396265517,0.602814318833144,90.2,0.10355906106863043,1.1865388559775893,22.5259913079137,7.0,9.51,2.85,90.0,3.0,1.307,0.026,2.46,34.11,2.21,377.42,1.116,8.9,91.4,4.8,1.0,0.5999961597077212,True
UGC04305,22,2.0,0.5,0.7,3702.813097789641,1.26,0.75,0.08948496431648954,0.9105150356835104,0.0,1.26,0.07786175647763866,0.9221382435223613,0.0,0.0,0.25,210.56628523796354,14.510902288898631,55.27485541671959,2.6321359722247424,87.5314,386.782380952381,222.22067161684626,330.7945500000001,260.23331362206807,0.6205208790434296,35.1,0.45272647091315704,0.7848758665670142,7.392361511031858,10.0,3.45,0.17,40.0,10.0,0.736,0.007,1.23,76.71,1.16,88.07,0.69,7.41,34.5,2.7,3.0,0.2915989862783213,True
UGC04325,8,2.0,0.5,0.7,3702.813097789641,2.79,1.4,0.08069490868922778,0.9193050913107722,0.0,2.79,0.2714857961459218,0.7285142038540783,0.0,0.0,0.7,10425.401273900678,102.1048543111476,454.46040521671296,64.92291503095899,325.8676428571428,537.6393010752688,402.8612001403662,363.65257617964227,484.9020518460615,0.15442713240247363,91.5,6.384172831998122,6.384172831998122,40.75766274882292,9.0,9.6,2.88,41.0,3.0,2.026,0.035,2.79,41.0,1.86,213.22,0.678,6.61,90.9,2.7,1.0,0.5476000409013365,True
UGC04483,8,2.0,0.5,0.7,3702.813097789641,0.4,0.24,0.3333333333333333,0.6666666666666666,0.0,0.4,0.5170593265440419,0.48294067345595804,0.0,0.0,0.08,570.5032357403461,23.88520956031883,31.10481773277956,4.443545390397079,122.56187500000001,256.2491250000001,221.10264465999165,170.4591236707189,nan,-0.2164472090349905,22.9,0.715579736373682,1.5305230490084394,7.027502410638269,10.0,3.34,0.31,58.0,3.0,0.013,0.001,0.26,29.71,0.18,82.57,0.032,1.46,0.0,0.0,2.0,0.315354867060011,True
UGC04499,9,2.0,0.5,0.7,3702.813097789641,0.91,0.91,0.022863048455223266,0.9771369515447768,0.0,0.91,0.022863048455223266,0.9771369515447768,0.0,0.0,0.91,3999.399058719258,63.24080216694961,11.570976369409669,1.4463720461762086,510.8103296703297,510.81032967032957,nan,487.68781438526963,356.248525224757,-0.2738814793374187,72.8,-0.28439628510260323,1.1400818174896061,10.398292404563227,8.0,12.5,3.75,50.0,3.0,1.552,0.043,2.69,33.79,1.73,127.3,1.1,8.67,72.8,2.4,1.0,0.6541736946839634,True
UGC05005,11,2.0,0.5,0.7,3702.813097789641,3.91,2.34,0.12797401748530052,0.8720259825146995,0.0,3.91,0.14639749156712026,0.8536025084328798,0.0,0.0,0.78,5747.24567910634,75.81059081095688,11.973456428554886,1.1973456428554887,171.86192307692303,238.73639386189254,206.6619993331854,180.64830807949724,207.6079468566492,-0.22072447566008066,99.1,-0.6112137903855741,1.0405081096252649,6.495942757175652,10.0,53.7,10.7,41.0,10.0,4.1,0.283,5.02,25.63,3.2,65.59,3.093,21.61,98.9,7.2,1.0,0.9818425515343884,True
UGC05253,73,2.0,0.5,0.7,3702.813097789641,10.027194593845524,4.99,0.0022443487257603092,0.2405237565260691,0.7572318947481707,10.0,0.015043749623600312,0.4531269668102803,0.5318292835661194,0.9974684769679931,0.13,35593.103752041105,188.66134673546964,1698.275555524168,23.587160493391224,121445.134,3702.8130977896462,10212.144331642668,56495.40203871533,27450.03971048438,-0.5660452766824104,212.0,0.025186840511237672,1.4684234221931236,23.718940815299014,2.0,22.9,5.72,37.0,4.0,171.582,0.79,4.28,1488.78,8.07,189.16,16.396,36.64,213.7,7.1,2.0,0.1491321391568137,True
UGC05414,6,2.0,0.5,0.7,3702.813097789641,1.37,0.68,0.005770524688588023,0.9942294753114119,0.0,1.37,0.22649707419834453,0.7735029258016554,0.0,0.0,0.68,2970.1347288738016,54.49894245647159,16.645969852417494,3.329193970483499,270.3648529411765,400.6513138686132,271.4793184910095,335.73552802172236,392.10962356545986,-0.3442695811863811,51.8,0.4405266650831426,0.7473820931526723,1.6757399794958094,10.0,9.4,2.82,55.0,3.0,1.123,0.028,2.33,32.87,1.47,127.3,0.574,6.65,0.0,0.0,1.0,2.1050329633928366,True
UGC05716,12,2.0,0.5,0.7,3702.813097789641,1.03,1.03,0.05374136295922192,0.9462586370407782,0.0,1.03,0.05374136295922192,0.9462586370407782,0.0,0.0,1.03,4146.09072447755,64.39014462227546,179.44199035906777,16.312908214460705,240.67990291262134,240.67990291262126,nan,nan,212.06641049656326,-0.5631784809071542,73.15,-1.3013864164931752,3.6457808131610907,146.20889511374895,9.0,21.3,5.3,54.0,10.0,0.588,0.042,1.84,27.59,1.14,90.54,1.094,10.64,73.1,1.2,2.0,4.89153469473568,True
UGC05721,23,2.0,0.5,0.7,3702.813097789641,0.27,0.09,0.010822558048119572,0.9891774419518804,0.0,0.27,0.025292136770465542,0.9747078632295345,0.0,0.0,0.09,7569.708478243185,87.00407161876497,250.22409040298314,11.373822291044688,1553.2372222222223,1972.3448148148136,1696.3950708776113,1095.9936269325501,541.5123902610745,-0.4418761342361174,78.6,-1.353836310461477,3.4132871963467477,233.01058969489284,7.0,6.18,1.85,61.0,5.0,0.531,0.011,0.6,233.79,0.38,913.76,0.562,6.74,79.7,6.6,1.0,1.6894434173423407,True
UGC05750,11,2.0,0.5,0.7,3702.813097789641,9.43,4.82,0.31919238660053023,0.6808076133994698,0.0,9.43,0.3244428991906661,0.675557100809334,0.0,0.0,0.31,9826.929442158536,99.13087027842808,107.34956664024143,10.734956664024143,29.681451612903224,142.63526511134685,109.40960522930197,79.2563729429954,112.17950781698354,-0.007689959540623504,73.4,2.5955329503848334,2.5955329503848334,6.736791296533398,8.0,58.7,11.7,64.0,10.0,3.336,0.264,8.8,6.87,3.46,124.98,1.099,16.79,0.0,0.0,1.0,1.594956255745529,True
UGC05764,10,2.0,0.5,0.7,3702.813097789641,2.17,1.09,0.5745243073978132,0.42547569260218665,0.0,2.17,0.8391445282195098,0.16085547178049026,0.0,0.0,0.36,6227.275618584192,78.9130890194028,2691.5645931805298,299.0627325756144,61.058194444444446,187.14011520737324,140.85859624878597,136.67793508348186,183.16305915147151,0.4058577859109686,54.05,nan,nan,0.0,10.0,7.47,2.24,60.0,10.0,0.085,0.006,1.2,9.31,1.17,33.79,0.163,3.51,0.0,0.0,2.0,2.127059128885705,True
UGC05829,11,2.0,0.5,0.7,3702.813097789641,6.29,3.14,0.3757717966579899,0.6242282033420102,0.0,6.29,0.8450237562250551,0.1549762437749449,0.0,0.0,0.63,5079.625553013311,71.27149186745926,88.96722376115407,8.896722376115408,52.36952380952381,213.66837042925292,105.99331731695747,68.67828966476506,80.89617931669015,0.45692836518930335,60.7,nan,nan,0.0,10.0,8.64,2.59,34.0,10.0,0.564,0.019,2.91,10.59,1.99,63.22,1.023,7.87,0.0,0.0,2.0,2.6285342901596866,True
UGC05918,8,2.0,0.5,0.7,3702.813097789641,2.79,1.67,0.1180670452682258,0.8819329547317741,0.0,2.79,0.5364601474444162,0.46353985255558383,0.0,0.0,0.56,2445.0814316982114,49.447764678478755,48.27330472534494,6.896186389334992,65.38714285714285,100.58829749103947,66.23824097538592,68.28154579423675,80.81436917290462,0.34188711131979516,41.2,nan,nan,0.0,10.0,7.66,2.3,46.0,5.0,0.233,0.011,2.63,5.36,1.66,24.94,0.297,5.9,0.0,0.0,2.0,0.6777123341922611,True
UGC05986,15,2.0,0.5,0.7,3702.813097789641,2.51,1.26,0.07175140420310563,0.9282485957968943,0.0,2.51,0.03538345731024404,0.9646165426897559,0.0,0.0,0.63,12682.53981513546,112.61678300828638,176.63224353225095,12.616588823732211,843.5391269841272,887.8752390438243,806.9117176987914,818.8041298835788,793.7813422884336,-0.033860606263494346,112.0,1.6466802599892405,1.954494657536803,30.56039493071924,9.0,8.63,2.59,90.0,3.0,4.695,0.048,3.12,76.71,1.67,1725.16,2.667,16.53,113.0,4.1,2.0,2.6009480535269454,True
UGC05999,5,2.0,0.5,0.7,3702.813097789641,3.48,3.48,0.1903768261500855,0.8096231738499146,0.0,3.48,0.1903768261500855,0.8096231738499146,0.0,0.0,3.48,7092.219893972859,84.21531864199564,10.632268732257558,2.6580671830643894,266.19679597701145,266.1967959770115,nan,nan,nan,-0.25892399939612853,91.2,-0.05301500991571304,0.4701697400290689,0.6631787533170066,10.0,47.7,9.5,22.0,10.0,3.384,0.231,4.83,22.95,3.22,51.62,2.022,15.26,0.0,0.0,2.0,-0.3332821769788623,True
UGC06399,9,2.0,0.5,0.7,3702.813097789641,1.74,0.87,0.03616263779453484,0.9638373622054652,0.0,1.74,0.058541680481322834,0.9414583195186772,0.0,0.0,0.87,6424.913580713304,80.1555586388948,8.624473142399882,1.0780591427999853,247.41672413793106,324.5796264367815,247.4167241379311,261.28536966805007,314.27456225599997,-0.14185051614195068,84.1,0.17015690116702406,0.45086675149744826,1.2196849656351705,9.0,18.0,2.5,75.0,2.0,2.296,0.072,3.45,30.82,2.05,311.05,0.674,8.8,85.0,3.8,1.0,2.6960902332119314,True
UGC06446,17,2.0,0.5,0.7,3702.813097789641,0.58,0.58,0.0,1.0,0.0,0.58,0.0,1.0,0.0,0.0,0.58,5996.251914689166,77.43546935797036,51.28196080524676,3.2051225503279226,392.95043103448285,392.95043103448296,nan,381.2122825753193,267.6464024634538,-0.4618847887855897,83.2,-0.3946657960542338,1.670835234043379,44.66704606913269,7.0,12.0,3.6,51.0,3.0,0.988,0.032,2.06,37.05,1.49,86.46,1.379,10.33,82.2,4.3,1.0,2.15600372207755,True
UGC06614,13,2.0,0.5,0.7,3702.813097789641,7.614675224534054,3.23,0.0014443081634145547,0.015690286136233144,0.9828654057003523,9.18,0.00954604549945599,0.13632029307980423,0.8541336614207399,0.9828654057003523,3.23,15720.315011900584,125.38068037740338,87.20165955436158,7.266804962863465,13616.147724458204,3702.81309778964,10607.489069537687,nan,nan,-1.3624504487906808,202.0,-1.987015322932115,2.684234478638524,50.43580315418281,1.0,88.7,8.87,36.0,10.0,124.35,2.52,3.68,1461.61,5.1,540.54,21.888,60.63,199.8,16.0,1.0,0.05197864213419234,True
UGC06628,7,2.0,0.5,0.7,3702.813097789641,1.1,1.1,0.021129016060012114,0.9788709839399878,0.0,1.1,0.021129016060012114,0.9788709839399878,0.0,0.0,1.1,343.12210837487567,18.523555500358878,3.4908743669183715,0.5818123944863952,392.41168181818176,392.41168181818165,nan,nan,327.8648580364962,-0.16237270180776103,42.3,-0.14268133024067745,0.7003057045186012,2.942568478687766,9.0,15.1,4.53,20.0,10.0,3.739,0.076,4.14,34.74,2.82,103.0,1.5,10.47,41.8,6.4,2.0,3.94418234802167,True
UGC06667,9,2.0,0.5,0.7,3702.813097789641,5.24,2.61,0.42154245467316476,0.5784575453268351,0.0,5.24,0.7147767824547475,0.2852232175452524,0.0,0.0,0.87,10223.543374724937,101.11153927581627,451.2678041180732,56.40847551475915,27.520919540229887,134.0855534351145,68.46526434230704,28.802389240428575,43.57069661109114,1.2414114781088204,84.0,nan,nan,0.0,6.0,18.0,2.5,89.0,1.0,1.397,0.066,3.5,18.06,5.15,614.94,0.809,8.59,83.8,3.1,1.0,2.5641570067500328,True
UGC06786,45,2.0,0.5,0.7,3702.813097789641,6.518359994462281,3.72,0.001048951793046287,0.34282961996628614,0.6561214282406675,6.48,0.007785880020458476,0.6290892338310123,0.36312488614852917,0.9966046098303882,0.16,41000.2876066585,202.4852775059424,2597.1062865997455,59.025142877266944,62678.45574999999,3702.81309778964,7406.064210773117,30511.71362576075,13827.278879661504,-0.8766351384070591,218.0,0.7208411012078983,1.9515859121041326,38.0868757232332,0.0,29.3,7.32,64.0,3.0,73.407,0.676,3.42,992.73,3.6,1078.52,5.03,20.31,219.4,7.8,1.0,2.021758856981043,True
