x,y,controls,n,pearson_partial,spearman_partial
frac_gas_half_rt,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.014268880889425229,0.12434071334882141
sparc_SBeff_solLum_pc2,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.04450256384753238,0.11515908636977809
frac_gas_half_rt,q_best_kms2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.08192443862167369,-0.10907235106742416
frac_gas_half_rt,v_extra_asym_kms,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.004362269038446605,-0.10907235106742416
frac_bul_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.13194689695772086,0.10562760718581948
frac_bul_half_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.12925982229448943,0.10561230750132233
sparc_T,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.0820936637093123,-0.10540063794457068
frac_disk_rt,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.0778088033371696,-0.10450703150739202
frac_gas_half_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.06527250796265512,-0.10382955449118103
sparc_SBeff_solLum_pc2,r_t_kpc,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.40378556499477963,0.10121690220628407
frac_bul_peak,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.07970713919274561,0.09172167618527093
sparc_L36_1e9solLum,chi2_red,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.12891659697411997,0.08981504173521236
sparc_SBeff_solLum_pc2,chi2_red,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.11018125910544287,0.08730354047924788
sparc_MHI_1e9solMass,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.059220221731585636,0.08498611671004636
frac_disk_rt,q_best_kms2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.1925082499296469,-0.08131780471796511
frac_disk_rt,v_extra_asym_kms,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.13633401260898378,-0.08131780471796511
frac_gas_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.03675119103812416,-0.0811020582881783
sparc_SBdisk_solLum_pc2,r_t_kpc,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.25127564613730186,0.07671478442098466
frac_bul_peak,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.00765150191867517,-0.06849960146165741
frac_disk_half_rt,q_best_kms2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.20309547652835241,-0.06654695850922325
frac_disk_half_rt,v_extra_asym_kms,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.13924197957623918,-0.06654695850922325
sparc_SBdisk_solLum_pc2,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.10633288023751941,0.059920389917523194
sparc_MHI_1e9solMass,chi2_red,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.0652170356904798,0.05990064206206091
sparc_L36_1e9solLum,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.1571774910287647,-0.05907548763714643
frac_bul_rt,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.04955133326350068,-0.0584986080148055
frac_disk_half_rt,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.012829382126056072,-0.05696329115831957
frac_bul_half_rt,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.049065170172873596,-0.05440861521735958
sparc_T,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.07577927890586111,-0.036601256920717605
frac_disk_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.05635014513535128,-0.035680267122385007
sparc_MHI_1e9solMass,r_t_kpc,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.01042060635928971,-0.0329789860593359
frac_gas_half_rt,chi2_red,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.18013515400787,-0.02934371861199052
frac_gas_rt,q_best_kms2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.12038395938741203,-0.028227651380989052
frac_gas_rt,v_extra_asym_kms,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.06160353634689902,-0.028227651380989052
sparc_L36_1e9solLum,outer_chi2,sparc_Vflat_kms+sparc_Rdisk_kpc,175,-0.12146321667078439,0.025956313918133512
frac_disk_half_rt,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.05885635538200693,-0.024250433917789256
frac_bul_half_rt,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.005181657215404856,-0.02080998822953071
frac_bul_rt,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.0069099806324201445,-0.020510320595737746
frac_bul_peak,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.015509904108845268,-0.016873294568458017
sparc_L36_1e9solLum,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.009881912410223426,0.016628245363314934
frac_gas_rt,chi2_red,sparc_Vflat_kms+sparc_Rdisk_kpc,175,0.23318315643075305,0.014540740204896829
sparc_SBdisk_solLum_pc2,outer_resid_rms_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.1375328800081301,0.014374439366406231
sparc_T,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,0.015031702791749145,-0.01256681353053394
sparc_SBdisk_solLum_pc2,outer_resid_mean_z,sparc_Vflat_kms+sparc_Rdisk_kpc,153,-0.03260635500354324,-0.008724666710472215
