r_kpc,g_bar_total,g_bar_gas,g_bar_galaxies,g_resp_ground,g_resp_higher,g_resp_total,m_eff_bary_msun,m_eff_ground_msun,m_eff_full_msun,m_obs_analog_msun,closure_ground,closure_full,higher_mode_fraction,mean_activation,baryon_fraction_full,gas_mass_enclosed_msun,mode_1,mode_2,mode_3,mode_4,mode_5
89.9765662851472,1584.433058407667,364.9382423049602,1219.4948161027069,3410.782203633769,1008.3356369707024,4419.117840604471,2982451439402.7163,9402724128575.154,11300760814900.44,17901925601172.656,0.5252353483113142,0.6312595117790116,0.22817577474530001,0.9973121039391609,0.2639159865652808,686940088935.8893,3410.782203633769,604.0474596056173,198.2282706794455,115.55042907631675,90.50947760932286
137.2142635848495,951.3223727160916,444.4121412698142,506.9102314462774,2711.3355634894683,779.4454855652876,3490.781049054756,4164538522854.338,16033765744220.902,19445890639206.71,36000501081297.69,0.4453761826262598,0.5401561104744977,0.2232868445806271,0.9990126240760143,0.21416033855799926,1945472465929.9707,2711.3355634894683,410.62822007705313,170.85639966541163,113.03912492998299,84.92174089283992
184.4519608845518,753.1293628861691,471.01792500971357,282.11143787645557,2369.469724570676,578.677079617202,2948.146804187878,5957674727471.34,24701506253950.832,29279165793595.42,56982892139339.58,0.4334898655819107,0.5138237933237827,0.19628502854579163,0.99948276158397,0.203478294753006,3726015378370.657,2369.469724570676,321.5517713212724,130.99218251900302,76.86354935472883,49.26957642219774
231.68965818425403,651.8054641240418,469.65732456599756,182.14813955804425,2167.063685271412,424.7341879681917,2591.7978732396036,8135269595151.79,35182676037560.957,40483839215201.25,79600131301643.6,0.441992688482343,0.5085901059859852,0.16387627768105908,0.9996812394345942,0.2009510400411106,5861854744984.128,2167.063685271412,259.05406049635036,93.76220346834076,46.73935223474028,25.178571768760268
278.9273554839564,583.6415075545847,455.0909937562362,128.55051379834848,2031.2758801227596,322.6598249240786,2353.9357050468384,10557693363610.621,47302146254032.74,53138851574354.94,103071563828058.17,0.45892527965270025,0.5155529769879116,0.13707248852731868,0.9997737953834429,0.19868124829227235,8232298598416.289,2031.2758801227596,214.09689338701534,67.19021623718862,28.415979811313925,12.956735488560705
326.16505278365867,531.3055553031263,434.99518207716665,96.31037322595968,1936.154963841449,257.1069564700422,2193.261920311491,13141951639409.447,61033140894319.07,67392734078239.914,126898871555280.16,0.48095889385219304,0.5310743370076545,0.1172258333986519,0.999818745240156,0.19500546786174658,10759694848236.03,1936.154963841449,182.4203464163486,49.67339857195604,17.985080227741488,7.028131253996032
373.4027500833609,488.5869928584788,413.1836864637965,75.40330639468232,1869.6610052664075,214.8650423373934,2084.526047603801,15839358205774.137,76451349148317.03,83416995842203.92,150759697878270.78,0.507107338527879,0.5533109777757583,0.10307620889860526,0.9998408757653883,0.18988166674974388,13394880564448.434,1869.6610052664075,160.4179313771721,38.31488023873131,12.037191898482279,4.095038823007701
420.64044738306325,452.61612547616124,391.49897344078636,61.11715203537488,1824.2088147409534,186.7286713136426,2010.9374860545959,18620560047394.66,93668239221740.83,101350228972123.77,174444344902985.62,0.5369519962016132,0.5809889052493392,0.09285652717131407,0.9998510637762117,0.1837248937298032,16106209507622.77,1824.2088147409534,145.01631357133888,30.709574603154696,8.45995097344763,2.542832165701396
467.87814468276554,421.74816233616957,370.79115578289475,50.957006553274795,1794.6229780499173,166.9319265201117,1961.554904570029,21466407639846.008,112810275490411.56,121306883425668.5,197816833708586.34,0.5702764187227761,0.6132283140492057,0.08510183738991645,0.9998533144379955,0.17695951815462865,18872765337483.113,1794.6229780499173,134.1037743802099,25.240711310232534,6.021896002413073,1.5655448272561827
515.1158419824677,394.88958043233026,351.4110591976492,43.47852123468105,1778.3826185054893,153.976749090713,1932.3593675962022,24362740683331.605,134080182513423.19,143579788973670.88,220790271889057.03,0.6072739589758555,0.6502994345956375,0.07968328856047906,0.9998490641461295,0.1696808503305375,21680330230830.996,1778.3826185054893,127.32493789759972,21.478446758700787,4.301520589805299,0.8718438446072129
