catalog,index,ID,access_url,aws,sciserver,content_length_bytes
xmmmaster,0,ivo://nasa.heasarc/xmmmaster?2108,https://heasarc.gsfc.nasa.gov/FTP/xmm/data/rev0//0112980201/,s3://nasa-heasarc/xmm/data/rev0/0112980201/,/FTP/xmm/data/rev0/0112980201/,597299883
