obsid,status,name,ra,dec,time,duration,pi_lname,pi_fname,public_date,data_in_heasarc,__row
0112980201,archived,RXJ0658-55,104.57001,-55.96000,51838.7812152778,46756,Turner,Martin,52370,Y,2108
